step,epoch,train_loss,val_qa_sas,val_qa_em,val_loss,val_qa_bert_score,val_qa_answer_f1,test_loss
9,0,0.6997998356819153,,,,,,
19,0,0.6055553555488586,,,,,,
29,0,0.3083387315273285,,,,,,
39,0,0.676694393157959,,,,,,
49,0,0.6222499012947083,,,,,,
59,0,0.2560502886772156,,,,,,
69,0,0.40751466155052185,,,,,,
79,0,0.27263253927230835,,,,,,
89,0,1.0508947372436523,,,,,,
97,0,,0.5566446185112,0.35406699776649475,0.16941510140895844,0.8509926795959473,0.5156295299530029,
99,1,0.4651181697845459,,,,,,
109,1,0.7504395842552185,,,,,,
119,1,0.3309796154499054,,,,,,
129,1,0.46859103441238403,,,,,,
139,1,0.3821192681789398,,,,,,
149,1,0.48228463530540466,,,,,,
159,1,0.3609381914138794,,,,,,
169,1,0.6391233205795288,,,,,,
179,1,0.2167079597711563,,,,,,
189,1,0.610381543636322,,,,,,
195,1,,0.5960738062858582,0.440191388130188,0.1487419307231903,0.8719092011451721,0.5668033361434937,
199,2,1.1676262617111206,,,,,,
209,2,0.18392275273799896,,,,,,
219,2,0.26079803705215454,,,,,,
229,2,0.19724531471729279,,,,,,
239,2,0.35995104908943176,,,,,,
249,2,0.10643123090267181,,,,,,
259,2,0.1457379162311554,,,,,,
269,2,0.21422722935676575,,,,,,
279,2,0.3537102937698364,,,,,,
289,2,0.23932455480098724,,,,,,
293,2,,0.6110138297080994,0.4784688949584961,0.14696583151817322,0.8800492882728577,0.5918542146682739,
299,3,0.11621560156345367,,,,,,
309,3,0.10924071073532104,,,,,,
319,3,0.2542443573474884,,,,,,
329,3,0.12360947579145432,,,,,,
339,3,0.09743200987577438,,,,,,
349,3,0.09273108094930649,,,,,,
359,3,0.07743068784475327,,,,,,
369,3,0.12347950786352158,,,,,,
379,3,0.06335929781198502,,,,,,
389,3,0.05511939153075218,,,,,,
391,3,,0.6086481809616089,0.5023923516273499,0.153048574924469,0.8801701068878174,0.5864613652229309,
399,4,0.09741273522377014,,,,,,
409,4,0.021307898685336113,,,,,,
419,4,0.21458004415035248,,,,,,
429,4,0.5509607195854187,,,,,,
439,4,0.16969437897205353,,,,,,
449,4,0.10533788055181503,,,,,,
459,4,0.2007083296775818,,,,,,
469,4,0.05269753560423851,,,,,,
479,4,0.0643552839756012,,,,,,
489,4,3.068535566329956,,,,,,
489,4,,0.603448212146759,0.4832535982131958,0.16566690802574158,0.8770321607589722,0.5796012878417969,
490,5,,,,,,,0.14696583151817322
