step,train_loss,epoch,val_qa_answer_f1,val_qa_em,val_qa_sas,val_loss,val_qa_bert_score,test_loss
9,0.6808915138244629,0,,,,,,
19,0.39431509375572205,0,,,,,,
29,0.6160586476325989,0,,,,,,
39,0.5737466216087341,0,,,,,,
49,0.6147844195365906,0,,,,,,
59,13.505752563476562,0,,,,,,
69,0.8578537106513977,0,,,,,,
79,0.26298490166664124,0,,,,,,
89,0.9092822074890137,0,,,,,,
99,0.6376825571060181,0,,,,,,
109,0.5781810879707336,0,,,,,,
119,0.4471173584461212,0,,,,,,
129,0.3425430655479431,0,,,,,,
139,0.4238344728946686,0,,,,,,
149,0.7484590411186218,0,,,,,,
159,0.6608273983001709,0,,,,,,
169,0.3336820602416992,0,,,,,,
179,0.2549918293952942,0,,,,,,
189,0.2454451024532318,0,,,,,,
199,0.45421454310417175,0,,,,,,
209,0.1652023047208786,0,,,,,,
219,0.9567425847053528,0,,,,,,
229,0.6696645021438599,0,,,,,,
239,0.2542884945869446,0,,,,,,
249,0.25852489471435547,0,,,,,,
259,0.2415204644203186,0,,,,,,
269,0.13112720847129822,0,,,,,,
279,0.30251675844192505,0,,,,,,
289,0.24463443458080292,0,,,,,,
299,0.2997102737426758,0,,,,,,
309,0.31658250093460083,0,,,,,,
319,1.2399400472640991,0,,,,,,
329,0.23259423673152924,0,,,,,,
339,0.5469634532928467,0,,,,,,
349,0.4876338243484497,0,,,,,,
359,0.4142007827758789,0,,,,,,
361,,0,0.5923784375190735,0.5256410241127014,0.6087513566017151,0.09748977422714233,0.8777112364768982,
369,0.6426884531974792,1,,,,,,
379,0.2227439135313034,1,,,,,,
389,0.6233961582183838,1,,,,,,
399,0.17091111838817596,1,,,,,,
409,0.15986791253089905,1,,,,,,
419,0.19724102318286896,1,,,,,,
429,0.263586163520813,1,,,,,,
439,0.25416016578674316,1,,,,,,
449,0.5026640295982361,1,,,,,,
459,0.4208504259586334,1,,,,,,
469,0.20932471752166748,1,,,,,,
479,0.11326278001070023,1,,,,,,
489,0.056009139865636826,1,,,,,,
499,0.20921728014945984,1,,,,,,
509,0.21843181550502777,1,,,,,,
519,0.2705317437648773,1,,,,,,
529,0.0685156062245369,1,,,,,,
539,0.3606768250465393,1,,,,,,
549,0.8407899141311646,1,,,,,,
559,0.07509887218475342,1,,,,,,
569,0.4052965044975281,1,,,,,,
579,0.1836281269788742,1,,,,,,
589,0.1162792444229126,1,,,,,,
599,0.06610246747732162,1,,,,,,
609,0.21226434409618378,1,,,,,,
619,0.38583678007125854,1,,,,,,
629,0.09560469537973404,1,,,,,,
639,0.17351014912128448,1,,,,,,
649,0.1293201744556427,1,,,,,,
659,0.19117632508277893,1,,,,,,
669,0.1993514597415924,1,,,,,,
679,0.12035255879163742,1,,,,,,
689,0.09934353828430176,1,,,,,,
699,0.16913115978240967,1,,,,,,
709,0.18409687280654907,1,,,,,,
719,0.1034083217382431,1,,,,,,
723,,1,0.6020040512084961,0.5192307829856873,0.6238710284233093,0.09904631227254868,0.8842644691467285,
729,0.031798169016838074,2,,,,,,
739,0.04377010464668274,2,,,,,,
749,0.034460242837667465,2,,,,,,
759,2.0198254585266113,2,,,,,,
769,0.10637228190898895,2,,,,,,
779,0.05641143396496773,2,,,,,,
789,0.29282447695732117,2,,,,,,
799,0.05287674069404602,2,,,,,,
809,0.055984288454055786,2,,,,,,
819,0.06553056836128235,2,,,,,,
829,0.3102182149887085,2,,,,,,
839,0.04999396950006485,2,,,,,,
849,0.18344300985336304,2,,,,,,
859,0.06675799190998077,2,,,,,,
869,0.051414866000413895,2,,,,,,
879,0.19020771980285645,2,,,,,,
889,0.163629949092865,2,,,,,,
899,0.07682850956916809,2,,,,,,
909,0.05782368406653404,2,,,,,,
919,0.05090489238500595,2,,,,,,
929,0.03571952506899834,2,,,,,,
939,0.052941858768463135,2,,,,,,
949,0.18436674773693085,2,,,,,,
959,0.03800809010863304,2,,,,,,
969,0.06937259435653687,2,,,,,,
979,0.10999053716659546,2,,,,,,
989,0.14126688241958618,2,,,,,,
999,0.04276091232895851,2,,,,,,
1009,0.021654663607478142,2,,,,,,
1019,0.04360707104206085,2,,,,,,
1029,0.04636632651090622,2,,,,,,
1039,0.03334895893931389,2,,,,,,
1049,0.22217437624931335,2,,,,,,
1059,0.047343265265226364,2,,,,,,
1069,0.05081171914935112,2,,,,,,
1079,0.23802854120731354,2,,,,,,
1085,,2,0.63712477684021,0.557692289352417,0.6544607877731323,0.09665736556053162,0.8956819772720337,
1089,0.13003286719322205,3,,,,,,
1099,0.0243391040712595,3,,,,,,
1109,0.31608298420906067,3,,,,,,
1119,0.18561942875385284,3,,,,,,
1129,0.009427974931895733,3,,,,,,
1139,0.049778856337070465,3,,,,,,
1149,0.019506806507706642,3,,,,,,
1159,0.0257321298122406,3,,,,,,
1169,0.15050962567329407,3,,,,,,
1179,0.03711434826254845,3,,,,,,
1189,0.0320463590323925,3,,,,,,
1199,1.2571818828582764,3,,,,,,
1209,0.11424867063760757,3,,,,,,
1219,0.005925821140408516,3,,,,,,
1229,0.015972839668393135,3,,,,,,
1239,0.046370651572942734,3,,,,,,
1249,0.04519084841012955,3,,,,,,
1259,0.019749563187360764,3,,,,,,
1269,0.0585198700428009,3,,,,,,
1279,0.09473171085119247,3,,,,,,
1289,0.07038183510303497,3,,,,,,
1299,0.03827999159693718,3,,,,,,
1309,0.00855429656803608,3,,,,,,
1319,0.062018122524023056,3,,,,,,
1329,0.07707791775465012,3,,,,,,
1339,0.023017842322587967,3,,,,,,
1349,0.01986638829112053,3,,,,,,
1359,0.02335275150835514,3,,,,,,
1369,0.05818641558289528,3,,,,,,
1379,0.11906634271144867,3,,,,,,
1389,1.1501200199127197,3,,,,,,
1399,0.02488771080970764,3,,,,,,
1409,0.04861223325133324,3,,,,,,
1419,0.019609171897172928,3,,,,,,
1429,0.03610257804393768,3,,,,,,
1439,0.012639598920941353,3,,,,,,
1447,,3,0.6316913366317749,0.5384615659713745,0.657757580280304,0.1085144504904747,0.8944215774536133,
1449,0.021330058574676514,4,,,,,,
1459,0.05296948179602623,4,,,,,,
1469,0.022572876885533333,4,,,,,,
1479,0.01879456266760826,4,,,,,,
1489,0.04015454277396202,4,,,,,,
1499,0.013360445387661457,4,,,,,,
1509,0.005956318695098162,4,,,,,,
1519,0.06456179171800613,4,,,,,,
1529,0.03736013546586037,4,,,,,,
1539,0.2736535966396332,4,,,,,,
1549,0.03181013837456703,4,,,,,,
1559,0.038742754608392715,4,,,,,,
1569,0.03319363668560982,4,,,,,,
1579,0.005658050999045372,4,,,,,,
1589,0.003143772017210722,4,,,,,,
1599,0.0041389488615095615,4,,,,,,
1609,0.00931085180491209,4,,,,,,
1619,0.018206462264060974,4,,,,,,
1629,0.006237965542823076,4,,,,,,
1639,0.004691842012107372,4,,,,,,
1649,0.008711016736924648,4,,,,,,
