epoch,train_loss,step,val_qa_sas,val_qa_bert_score,val_qa_em,val_qa_answer_f1,val_loss,test_loss
0,0.6025928258895874,9,,,,,,
0,0.37054675817489624,19,,,,,,
0,0.2924717366695404,29,,,,,,
0,0.4286348819732666,39,,,,,,
0,0.2249506413936615,49,,,,,,
0,0.2844080328941345,59,,,,,,
0,0.15218819677829742,69,,,,,,
0,0.241128608584404,79,,,,,,
0,0.1701871007680893,89,,,,,,
0,0.24678629636764526,99,,,,,,
0,0.2611866295337677,109,,,,,,
0,0.28696727752685547,119,,,,,,
0,0.23818574845790863,129,,,,,,
0,0.4121377468109131,139,,,,,,
0,0.34236523509025574,149,,,,,,
0,0.17312124371528625,159,,,,,,
0,0.3053140342235565,169,,,,,,
0,0.16783665120601654,179,,,,,,
0,0.29464957118034363,189,,,,,,
0,0.248116135597229,199,,,,,,
0,0.19981075823307037,209,,,,,,
0,0.2936571538448334,219,,,,,,
0,0.15695783495903015,229,,,,,,
0,0.2881803512573242,239,,,,,,
0,0.25699469447135925,249,,,,,,
0,0.1314811110496521,259,,,,,,
0,0.2712715268135071,269,,,,,,
0,0.2248404175043106,279,,,,,,
0,0.14598990976810455,289,,,,,,
0,0.21214275062084198,299,,,,,,
0,0.1238769143819809,309,,,,,,
0,0.15517137944698334,319,,,,,,
0,0.2129541039466858,329,,,,,,
0,0.18303395807743073,339,,,,,,
0,,345,0.3068922758102417,0.779035210609436,0.18857142329216003,0.24839192628860474,0.12705491483211517,
1,0.17832504212856293,349,,,,,,
1,0.1166878193616867,359,,,,,,
1,0.17965099215507507,369,,,,,,
1,0.17100173234939575,379,,,,,,
1,0.1748102605342865,389,,,,,,
1,0.21081125736236572,399,,,,,,
1,0.1402892917394638,409,,,,,,
1,0.1594700962305069,419,,,,,,
1,0.13742481172084808,429,,,,,,
1,0.13002370297908783,439,,,,,,
1,0.20191937685012817,449,,,,,,
1,0.28401660919189453,459,,,,,,
1,0.28628408908843994,469,,,,,,
1,0.2015141099691391,479,,,,,,
1,0.15998193621635437,489,,,,,,
1,0.10608299821615219,499,,,,,,
1,0.13790419697761536,509,,,,,,
1,0.19730831682682037,519,,,,,,
1,0.19549958407878876,529,,,,,,
1,0.2548227310180664,539,,,,,,
1,0.1383383870124817,549,,,,,,
1,0.1051054447889328,559,,,,,,
1,0.09403599798679352,569,,,,,,
1,0.087496317923069,579,,,,,,
1,0.3832566738128662,589,,,,,,
1,0.20172975957393646,599,,,,,,
1,0.10589981824159622,609,,,,,,
1,0.08803193271160126,619,,,,,,
1,0.1842784285545349,629,,,,,,
1,0.1575840562582016,639,,,,,,
1,0.18611028790473938,649,,,,,,
1,0.13742609322071075,659,,,,,,
1,0.2041817307472229,669,,,,,,
1,0.12766483426094055,679,,,,,,
1,0.20647040009498596,689,,,,,,
1,,691,0.34791621565818787,0.7988505363464355,0.24142856895923615,0.3021382689476013,0.12650246918201447,
2,0.17130693793296814,699,,,,,,
2,0.12762118875980377,709,,,,,,
2,0.12476833909749985,719,,,,,,
2,0.10363707691431046,729,,,,,,
2,0.0887531191110611,739,,,,,,
2,0.14196336269378662,749,,,,,,
2,0.11981187015771866,759,,,,,,
2,0.10044759511947632,769,,,,,,
2,0.13482216000556946,779,,,,,,
2,0.1747066229581833,789,,,,,,
2,0.11785522103309631,799,,,,,,
2,0.08455333858728409,809,,,,,,
2,0.14309370517730713,819,,,,,,
2,0.08470430970191956,829,,,,,,
2,0.13415253162384033,839,,,,,,
2,0.09578610211610794,849,,,,,,
2,0.07250045239925385,859,,,,,,
2,0.14109666645526886,869,,,,,,
2,0.09893542528152466,879,,,,,,
2,0.0684133768081665,889,,,,,,
2,0.13848209381103516,899,,,,,,
2,0.10624931007623672,909,,,,,,
2,0.10884854197502136,919,,,,,,
2,0.09424015879631042,929,,,,,,
2,0.11030558496713638,939,,,,,,
2,0.08014432340860367,949,,,,,,
2,0.11747471988201141,959,,,,,,
2,0.09524491429328918,969,,,,,,
2,0.09353961795568466,979,,,,,,
2,0.10489556938409805,989,,,,,,
2,0.1580079197883606,999,,,,,,
2,0.13479702174663544,1009,,,,,,
2,0.17857307195663452,1019,,,,,,
2,0.09504896402359009,1029,,,,,,
2,,1037,0.3714407682418823,0.8044710159301758,0.26428571343421936,0.32349953055381775,0.12532515823841095,
3,0.15349747240543365,1039,,,,,,
3,0.06059139221906662,1049,,,,,,
3,0.09711738675832748,1059,,,,,,
3,0.11074148118495941,1069,,,,,,
3,0.12501192092895508,1079,,,,,,
3,0.06832387298345566,1089,,,,,,
3,0.07796943187713623,1099,,,,,,
3,0.0818893313407898,1109,,,,,,
3,0.06867611408233643,1119,,,,,,
