epoch,train_loss,step,val_qa_answer_f1,val_qa_em,val_loss,val_qa_sas,val_qa_bert_score,test_loss
0,0.7042356729507446,9,,,,,,
0,0.35510891675949097,19,,,,,,
0,0.2495831400156021,29,,,,,,
0,0.3188462257385254,39,,,,,,
0,0.26631543040275574,49,,,,,,
0,0.35547974705696106,59,,,,,,
0,0.14997264742851257,69,,,,,,
0,0.14262045919895172,79,,,,,,
0,0.10475149750709534,89,,,,,,
0,0.18306344747543335,99,,,,,,
0,0.17373573780059814,109,,,,,,
0,0.2548504173755646,119,,,,,,
0,0.21559393405914307,129,,,,,,
0,0.35858580470085144,139,,,,,,
0,0.1741723269224167,149,,,,,,
0,0.19240742921829224,159,,,,,,
0,0.22528620064258575,169,,,,,,
0,0.17005757987499237,179,,,,,,
0,0.25936293601989746,189,,,,,,
0,0.350803941488266,199,,,,,,
0,nan,209,,,,,,
0,0.13684669137001038,219,,,,,,
0,0.23548558354377747,229,,,,,,
0,0.13600096106529236,239,,,,,,
0,0.20096313953399658,249,,,,,,
0,0.2119729220867157,259,,,,,,
0,0.17681516706943512,269,,,,,,
0,0.23944036662578583,279,,,,,,
0,0.2760094702243805,289,,,,,,
0,0.15622594952583313,299,,,,,,
0,0.20154699683189392,309,,,,,,
0,0.10685168951749802,319,,,,,,
0,0.22517898678779602,329,,,,,,
0,0.1360470950603485,339,,,,,,
0,,344,0.26111090183258057,0.20451340079307556,0.14327293634414673,0.3110780417919159,0.7858154773712158,
1,0.18367037177085876,349,,,,,,
1,0.17063337564468384,359,,,,,,
1,0.12853576242923737,369,,,,,,
1,0.25243106484413147,379,,,,,,
1,0.16049303114414215,389,,,,,,
1,0.20645533502101898,399,,,,,,
1,0.14026112854480743,409,,,,,,
1,0.19384732842445374,419,,,,,,
1,0.16801892220973969,429,,,,,,
1,0.23709699511528015,439,,,,,,
1,0.14463980495929718,449,,,,,,
1,0.19436213374137878,459,,,,,,
1,0.25164949893951416,469,,,,,,
1,0.1313086301088333,479,,,,,,
1,0.14220030605793,489,,,,,,
1,0.2013835310935974,499,,,,,,
1,0.14523270726203918,509,,,,,,
1,0.27182134985923767,519,,,,,,
1,0.1751810908317566,529,,,,,,
1,0.163005530834198,539,,,,,,
1,0.12246129661798477,549,,,,,,
1,0.13700498640537262,559,,,,,,
1,0.17256489396095276,569,,,,,,
1,0.14018313586711884,579,,,,,,
1,0.22069884836673737,589,,,,,,
1,0.1706070601940155,599,,,,,,
1,0.15727561712265015,609,,,,,,
1,0.12159258127212524,619,,,,,,
1,0.2303999811410904,629,,,,,,
1,0.16386623680591583,639,,,,,,
1,0.1576470285654068,649,,,,,,
1,0.11254864931106567,659,,,,,,
1,0.19840024411678314,669,,,,,,
1,0.16938650608062744,679,,,,,,
1,0.24072231352329254,689,,,,,,
1,,689,0.2786887586116791,0.21579690277576447,0.1197284385561943,0.32810544967651367,0.7888801097869873,
2,0.11537652462720871,699,,,,,,
2,0.10967392474412918,709,,,,,,
2,0.09249071776866913,719,,,,,,
2,0.0875442773103714,729,,,,,,
2,0.17512087523937225,739,,,,,,
2,0.25305551290512085,749,,,,,,
2,0.11488112062215805,759,,,,,,
2,0.10950785130262375,769,,,,,,
2,0.18198315799236298,779,,,,,,
2,0.10391221940517426,789,,,,,,
2,0.16083526611328125,799,,,,,,
2,0.11223544180393219,809,,,,,,
