epoch,step,train_loss,val_qa_answer_f1,val_qa_bert_score,val_qa_em,val_qa_sas,val_loss,test_loss
0,9,0.17450596392154694,,,,,,
0,19,0.5187684893608093,,,,,,
0,29,0.20443730056285858,,,,,,
0,39,0.22802424430847168,,,,,,
0,49,0.13991467654705048,,,,,,
0,59,0.22201167047023773,,,,,,
0,69,0.14414384961128235,,,,,,
0,79,0.12412083148956299,,,,,,
0,89,0.15048187971115112,,,,,,
0,99,0.10334295779466629,,,,,,
0,109,0.2132633775472641,,,,,,
0,119,0.12072469294071198,,,,,,
0,129,0.3076464533805847,,,,,,
0,139,0.1430923342704773,,,,,,
0,149,0.11390955746173859,,,,,,
0,159,0.12620016932487488,,,,,,
0,169,0.08790572732686996,,,,,,
0,179,0.07099699229001999,,,,,,
0,189,0.10832548886537552,,,,,,
0,199,0.07673774659633636,,,,,,
0,209,0.0727950930595398,,,,,,
0,219,0.15572910010814667,,,,,,
0,229,0.209193617105484,,,,,,
0,239,0.0547068752348423,,,,,,
0,249,0.046830203384160995,,,,,,
0,259,0.07716968655586243,,,,,,
0,269,0.1335584670305252,,,,,,
0,279,0.07478180527687073,,,,,,
0,289,0.15758757293224335,,,,,,
0,299,0.05199330672621727,,,,,,
0,309,0.11438078433275223,,,,,,
0,319,0.1262158900499344,,,,,,
0,329,0.0960516482591629,,,,,,
0,339,0.07351795583963394,,,,,,
0,349,0.14115720987319946,,,,,,
0,359,0.03916552662849426,,,,,,
0,369,0.06709426641464233,,,,,,
0,379,0.1615801304578781,,,,,,
0,389,0.06494424492120743,,,,,,
0,399,0.02419915609061718,,,,,,
0,409,0.0698094442486763,,,,,,
0,419,0.10117514431476593,,,,,,
0,429,0.08275728672742844,,,,,,
0,439,0.05143347755074501,,,,,,
0,449,0.1907878965139389,,,,,,
0,459,0.10798685997724533,,,,,,
0,469,0.032115332782268524,,,,,,
0,479,0.02482283115386963,,,,,,
0,489,0.3080340027809143,,,,,,
0,499,0.06826778501272202,,,,,,
0,509,0.08316688984632492,,,,,,
0,519,0.06219940260052681,,,,,,
0,529,0.09698046743869781,,,,,,
0,539,0.05063655599951744,,,,,,
0,549,0.07875987887382507,,,,,,
0,559,0.05567660182714462,,,,,,
0,569,0.036825601011514664,,,,,,
0,579,0.0864877998828888,,,,,,
0,589,0.11647007614374161,,,,,,
0,590,,0.6145747303962708,0.8941183090209961,0.31683167815208435,0.6942381262779236,0.10796472430229187,
1,599,0.06789751350879669,,,,,,
1,609,0.05762021988630295,,,,,,
1,619,0.08387845754623413,,,,,,
1,629,0.050392139703035355,,,,,,
1,639,0.034561969339847565,,,,,,
1,649,0.03584180027246475,,,,,,
1,659,0.09115710109472275,,,,,,
1,669,0.0430336631834507,,,,,,
1,679,0.054518453776836395,,,,,,
1,689,0.04235361889004707,,,,,,
1,699,0.07199042290449142,,,,,,
1,709,0.08592943102121353,,,,,,
1,719,0.09750046581029892,,,,,,
1,729,0.03845354914665222,,,,,,
1,739,0.02801036834716797,,,,,,
1,749,0.06340319663286209,,,,,,
1,759,0.020202558487653732,,,,,,
1,769,0.04371127113699913,,,,,,
1,779,0.043271999806165695,,,,,,
1,789,0.2532244920730591,,,,,,
1,799,0.030038094148039818,,,,,,
1,809,0.015479798428714275,,,,,,
1,819,0.03041568212211132,,,,,,
1,829,0.03596007451415062,,,,,,
1,839,0.023567069321870804,,,,,,
1,849,0.04044727236032486,,,,,,
1,859,0.036891188472509384,,,,,,
1,869,0.036448679864406586,,,,,,
1,879,0.02274625562131405,,,,,,
1,889,0.02133859321475029,,,,,,
1,899,0.0363137386739254,,,,,,
1,909,0.05350028723478317,,,,,,
1,919,0.048109687864780426,,,,,,
1,929,0.017680387943983078,,,,,,
1,939,0.04168126359581947,,,,,,
1,949,0.03328747674822807,,,,,,
1,959,0.049624066799879074,,,,,,
1,969,0.04010830819606781,,,,,,
1,979,0.02468891628086567,,,,,,
1,989,0.059070996940135956,,,,,,
1,999,0.034270767122507095,,,,,,
1,1009,0.03228091821074486,,,,,,
1,1019,0.04461521655321121,,,,,,
1,1029,0.02667723037302494,,,,,,
