epoch,step,train_loss,val_qa_bert_score,val_qa_answer_f1,val_qa_em,val_qa_sas,val_loss,test_loss
0,9,1.0911452770233154,,,,,,
0,19,1.0251407623291016,,,,,,
0,29,0.319943904876709,,,,,,
0,39,0.4898292124271393,,,,,,
0,49,1.0116206407546997,,,,,,
0,59,0.44948288798332214,,,,,,
0,69,0.7047973871231079,,,,,,
0,79,0.6479652523994446,,,,,,
0,89,0.3496930003166199,,,,,,
0,99,0.5764337778091431,,,,,,
0,104,,0.8444996476173401,0.5062440037727356,0.3717948794364929,0.5310045480728149,0.1598590761423111,
1,109,0.6984627842903137,,,,,,
1,119,0.5199058651924133,,,,,,
1,129,0.217324897646904,,,,,,
1,139,0.4156270921230316,,,,,,
1,149,0.24455559253692627,,,,,,
1,159,0.5543096661567688,,,,,,
1,169,0.5017923712730408,,,,,,
1,179,0.3587670922279358,,,,,,
1,189,0.20780038833618164,,,,,,
1,199,0.31236061453819275,,,,,,
1,209,0.2699826657772064,,,,,,
1,209,,0.8620973825454712,0.5597044825553894,0.43589743971824646,0.5802592039108276,0.13900578022003174,
2,219,0.264077752828598,,,,,,
2,229,0.2549055814743042,,,,,,
2,239,0.24247582256793976,,,,,,
2,249,0.28210851550102234,,,,,,
2,259,0.1828661859035492,,,,,,
2,269,0.4093987047672272,,,,,,
2,279,0.11930407583713531,,,,,,
2,289,0.3012128472328186,,,,,,
2,299,0.09830597043037415,,,,,,
2,309,0.13138620555400848,,,,,,
2,314,,0.8724671006202698,0.5900769233703613,0.4743589758872986,0.6131291389465332,0.13809481263160706,
3,319,0.3181385099887848,,,,,,
3,329,0.3893369138240814,,,,,,
3,339,0.10822860151529312,,,,,,
3,349,0.20246803760528564,,,,,,
3,359,0.08503920584917068,,,,,,
3,369,0.29769042134284973,,,,,,
3,379,0.17653343081474304,,,,,,
3,389,0.16008588671684265,,,,,,
3,399,0.08723780512809753,,,,,,
3,409,0.11276231706142426,,,,,,
3,419,0.010881232097744942,,,,,,
3,419,,0.875680148601532,0.6010770797729492,0.5128205418586731,0.6168888807296753,0.13511988520622253,
4,429,0.11001117527484894,,,,,,
4,439,0.1053117886185646,,,,,,
4,449,0.08770377188920975,,,,,,
4,459,0.13813826441764832,,,,,,
4,469,0.059712402522563934,,,,,,
4,479,0.2267206460237503,,,,,,
4,489,0.058479078114032745,,,,,,
4,499,0.13482540845870972,,,,,,
4,509,0.02304236590862274,,,,,,
4,519,0.04307358339428902,,,,,,
4,524,,0.874354898929596,0.5957351326942444,0.5064102411270142,0.6148908734321594,0.1420210897922516,
5,525,,,,,,,0.13511988520622253
