train_loss,step,epoch,val_loss,val_qa_sas,val_qa_answer_f1,val_qa_bert_score,val_qa_em,test_loss
0.30977368354797363,9,0,,,,,,
0.16417087614536285,19,0,,,,,,
0.2910318076610565,29,0,,,,,,
0.2931130528450012,39,0,,,,,,
0.2603955566883087,49,0,,,,,,
0.330086350440979,59,0,,,,,,
0.16131608188152313,69,0,,,,,,
0.0996796265244484,79,0,,,,,,
0.1507217139005661,89,0,,,,,,
0.1923239827156067,99,0,,,,,,
0.15490806102752686,109,0,,,,,,
0.2083633542060852,119,0,,,,,,
0.17121605575084686,129,0,,,,,,
0.10041721165180206,139,0,,,,,,
0.130306214094162,149,0,,,,,,
0.16156794130802155,159,0,,,,,,
0.12958569824695587,169,0,,,,,,
0.15518508851528168,179,0,,,,,,
0.12810243666172028,189,0,,,,,,
0.18933448195457458,199,0,,,,,,
0.08211758732795715,209,0,,,,,,
0.11530269682407379,219,0,,,,,,
0.16240116953849792,229,0,,,,,,
0.12423031032085419,239,0,,,,,,
0.17384742200374603,249,0,,,,,,
0.09664671868085861,259,0,,,,,,
0.06767403334379196,269,0,,,,,,
0.14449596405029297,279,0,,,,,,
0.10568838566541672,289,0,,,,,,
0.10524947196245193,299,0,,,,,,
0.19881460070610046,309,0,,,,,,
0.05737747997045517,319,0,,,,,,
0.1107335090637207,329,0,,,,,,
0.16722026467323303,339,0,,,,,,
0.1216893419623375,349,0,,,,,,
0.15267521142959595,359,0,,,,,,
,359,0,0.10584275424480438,0.24934697151184082,0.18126730620861053,0.7751204371452332,0.1146666631102562,
0.11975102126598358,369,1,,,,,,
0.08277469873428345,379,1,,,,,,
0.11741925030946732,389,1,,,,,,
0.14525239169597626,399,1,,,,,,
0.15010985732078552,409,1,,,,,,
0.08335801213979721,419,1,,,,,,
0.10932458937168121,429,1,,,,,,
0.0994829311966896,439,1,,,,,,
0.14810721576213837,449,1,,,,,,
0.08435540646314621,459,1,,,,,,
0.08131470531225204,469,1,,,,,,
0.09328475594520569,479,1,,,,,,
0.06288859248161316,489,1,,,,,,
0.07117212563753128,499,1,,,,,,
0.05672779306769371,509,1,,,,,,
0.1743745356798172,519,1,,,,,,
0.05550232157111168,529,1,,,,,,
0.13022443652153015,539,1,,,,,,
0.1192077174782753,549,1,,,,,,
0.1830139011144638,559,1,,,,,,
0.10209611803293228,569,1,,,,,,
0.10560017079114914,579,1,,,,,,
0.07536585628986359,589,1,,,,,,
0.08996593207120895,599,1,,,,,,
0.09005482494831085,609,1,,,,,,
0.11680115759372711,619,1,,,,,,
0.05845155194401741,629,1,,,,,,
0.1178535521030426,639,1,,,,,,
0.16906873881816864,649,1,,,,,,
0.08094204217195511,659,1,,,,,,
0.05285177007317543,669,1,,,,,,
0.15748530626296997,679,1,,,,,,
0.15419887006282806,689,1,,,,,,
0.1379072666168213,699,1,,,,,,
0.081170454621315,709,1,,,,,,
0.1203262135386467,719,1,,,,,,
,719,1,0.11681269854307175,0.29155656695365906,0.23377886414527893,0.7959775328636169,0.1599999964237213,
0.08301138877868652,729,2,,,,,,
0.058552760630846024,739,2,,,,,,
0.07988554984331131,749,2,,,,,,
0.08369947969913483,759,2,,,,,,
0.08448664098978043,769,2,,,,,,
0.05763084813952446,779,2,,,,,,
0.08316304534673691,789,2,,,,,,
0.08121424913406372,799,2,,,,,,
0.11086314171552658,809,2,,,,,,
0.07826903462409973,819,2,,,,,,
0.061083994805812836,829,2,,,,,,
0.061333075165748596,839,2,,,,,,
0.05487419292330742,849,2,,,,,,
0.05876247212290764,859,2,,,,,,
0.0473836250603199,869,2,,,,,,
0.0994383916258812,879,2,,,,,,
0.04103684797883034,889,2,,,,,,
0.08211715519428253,899,2,,,,,,
0.09825248271226883,909,2,,,,,,
0.09668497741222382,919,2,,,,,,
0.08813058584928513,929,2,,,,,,
0.078338123857975,939,2,,,,,,
0.04858706146478653,949,2,,,,,,
0.07632777094841003,959,2,,,,,,
0.059830181300640106,969,2,,,,,,
0.08560076355934143,979,2,,,,,,
0.05466219410300255,989,2,,,,,,
0.0793275460600853,999,2,,,,,,
0.1281042844057083,1009,2,,,,,,
0.06167671084403992,1019,2,,,,,,
0.04376716911792755,1029,2,,,,,,
0.07758037000894547,1039,2,,,,,,
0.08738778531551361,1049,2,,,,,,
0.11228609085083008,1059,2,,,,,,
