train_loss,step,epoch,val_qa_bert_score,val_qa_answer_f1,val_loss,val_qa_sas,val_qa_em,test_loss
0.7628733515739441,9,0,,,,,,
0.1715550273656845,19,0,,,,,,
0.2858673334121704,29,0,,,,,,
0.501348614692688,39,0,,,,,,
0.3847399055957794,49,0,,,,,,
0.20589520037174225,59,0,,,,,,
0.34069621562957764,69,0,,,,,,
0.23364399373531342,79,0,,,,,,
0.1436118632555008,89,0,,,,,,
0.17993773519992828,99,0,,,,,,
0.1439942568540573,109,0,,,,,,
0.19982783496379852,119,0,,,,,,
0.51145339012146,129,0,,,,,,
0.14068804681301117,139,0,,,,,,
0.19876506924629211,149,0,,,,,,
0.13166823983192444,159,0,,,,,,
0.19462372362613678,169,0,,,,,,
0.1536005288362503,179,0,,,,,,
0.14795494079589844,189,0,,,,,,
0.18278749287128448,199,0,,,,,,
0.24108126759529114,209,0,,,,,,
0.22769781947135925,219,0,,,,,,
0.13961681723594666,229,0,,,,,,
0.18692605197429657,239,0,,,,,,
0.17433424293994904,249,0,,,,,,
0.14051257073879242,259,0,,,,,,
0.2000742256641388,269,0,,,,,,
0.24466972053050995,279,0,,,,,,
0.19912110269069672,289,0,,,,,,
0.13149374723434448,299,0,,,,,,
0.18775372207164764,309,0,,,,,,
0.13758189976215363,319,0,,,,,,
0.20428207516670227,329,0,,,,,,
0.11587239056825638,339,0,,,,,,
0.22505450248718262,349,0,,,,,,
,351,0,0.7858361005783081,0.2670804560184479,0.1464279741048813,0.3197070062160492,0.20858895778656006,
0.18708370625972748,359,1,,,,,,
0.18645192682743073,369,1,,,,,,
0.11311371624469757,379,1,,,,,,
0.20487208664417267,389,1,,,,,,
0.11700891703367233,399,1,,,,,,
0.1720445603132248,409,1,,,,,,
0.10489309579133987,419,1,,,,,,
0.11344049870967865,429,1,,,,,,
0.1195349171757698,439,1,,,,,,
0.2229059338569641,449,1,,,,,,
0.17412281036376953,459,1,,,,,,
0.12412063032388687,469,1,,,,,,
0.11562921106815338,479,1,,,,,,
0.11621379852294922,489,1,,,,,,
0.18666018545627594,499,1,,,,,,
0.15600605309009552,509,1,,,,,,
0.15329961478710175,519,1,,,,,,
0.11491335183382034,529,1,,,,,,
0.15142877399921417,539,1,,,,,,
0.1967419981956482,549,1,,,,,,
0.18575723469257355,559,1,,,,,,
0.10928925126791,569,1,,,,,,
0.09375466406345367,579,1,,,,,,
0.18743422627449036,589,1,,,,,,
nan,599,1,,,,,,
0.16388732194900513,609,1,,,,,,
0.15232612192630768,619,1,,,,,,
0.1299385279417038,629,1,,,,,,
0.17872628569602966,639,1,,,,,,
0.22473201155662537,649,1,,,,,,
0.15823087096214294,659,1,,,,,,
0.1842755526304245,669,1,,,,,,
0.13723427057266235,679,1,,,,,,
0.22773197293281555,689,1,,,,,,
0.1159229725599289,699,1,,,,,,
,703,1,0.7842901945114136,0.2658314108848572,0.11440432816743851,0.32349878549575806,0.20552147924900055,
0.12111037224531174,709,2,,,,,,
0.07798788696527481,719,2,,,,,,
0.1574278324842453,729,2,,,,,,
0.08948126435279846,739,2,,,,,,
0.11385337263345718,749,2,,,,,,
0.09864848852157593,759,2,,,,,,
0.13010351359844208,769,2,,,,,,
0.19068434834480286,779,2,,,,,,
0.24582107365131378,789,2,,,,,,
0.1276288777589798,799,2,,,,,,
0.16596603393554688,809,2,,,,,,
0.08674690872430801,819,2,,,,,,
0.13972343504428864,829,2,,,,,,
0.12052330374717712,839,2,,,,,,
0.0662340596318245,849,2,,,,,,
0.10673759877681732,859,2,,,,,,
0.1105315089225769,869,2,,,,,,
0.07334744185209274,879,2,,,,,,
0.10778854042291641,889,2,,,,,,
0.27643582224845886,899,2,,,,,,
0.16711869835853577,909,2,,,,,,
0.11031994968652725,919,2,,,,,,
0.10655711591243744,929,2,,,,,,
0.111744225025177,939,2,,,,,,
0.09020257741212845,949,2,,,,,,
0.10202145576477051,959,2,,,,,,
0.10422040522098541,969,2,,,,,,
0.07232042402029037,979,2,,,,,,
0.098935067653656,989,2,,,,,,
0.09052188694477081,999,2,,,,,,
0.08924450725317001,1009,2,,,,,,
0.11155276745557785,1019,2,,,,,,
0.13011622428894043,1029,2,,,,,,
0.11226153373718262,1039,2,,,,,,
0.17263048887252808,1049,2,,,,,,
,1055,2,0.7960993647575378,0.30261048674583435,0.1102152094244957,0.35885700583457947,0.2438650280237198,
0.07994796335697174,1059,3,,,,,,
0.08634281903505325,1069,3,,,,,,
0.08521884679794312,1079,3,,,,,,
0.07686329632997513,1089,3,,,,,,
0.08436606079339981,1099,3,,,,,,
0.06031369790434837,1109,3,,,,,,
0.16006329655647278,1119,3,,,,,,
0.07556040585041046,1129,3,,,,,,
0.058039769530296326,1139,3,,,,,,
0.11096744239330292,1149,3,,,,,,
0.06814772635698318,1159,3,,,,,,
0.08234507590532303,1169,3,,,,,,
0.05129377916455269,1179,3,,,,,,
0.062234360724687576,1189,3,,,,,,
0.08865384012460709,1199,3,,,,,,
0.08582942187786102,1209,3,,,,,,
0.07927123457193375,1219,3,,,,,,
0.08648131042718887,1229,3,,,,,,
0.0820247009396553,1239,3,,,,,,
0.11436445266008377,1249,3,,,,,,
0.06334598362445831,1259,3,,,,,,
0.070157490670681,1269,3,,,,,,
0.0657893642783165,1279,3,,,,,,
0.08656973391771317,1289,3,,,,,,
0.06374972313642502,1299,3,,,,,,
0.06614933907985687,1309,3,,,,,,
0.12563343346118927,1319,3,,,,,,
0.08670405298471451,1329,3,,,,,,
0.05793038010597229,1339,3,,,,,,
0.08791675418615341,1349,3,,,,,,
0.0790662094950676,1359,3,,,,,,
0.06778932362794876,1369,3,,,,,,
0.03852566331624985,1379,3,,,,,,
0.08422911912202835,1389,3,,,,,,
0.0765264555811882,1399,3,,,,,,
,1407,3,0.7978343367576599,0.3064723014831543,0.11744292825460434,0.35756435990333557,0.24846625328063965,
0.06867359578609467,1409,4,,,,,,
0.04520409181714058,1419,4,,,,,,
0.05905933678150177,1429,4,,,,,,
0.05468307062983513,1439,4,,,,,,
0.04664027318358421,1449,4,,,,,,
0.035960257053375244,1459,4,,,,,,
0.052298687398433685,1469,4,,,,,,
0.04018665477633476,1479,4,,,,,,
0.07222960144281387,1489,4,,,,,,
0.09323921799659729,1499,4,,,,,,
0.0732293501496315,1509,4,,,,,,
0.07999904453754425,1519,4,,,,,,
0.08356095850467682,1529,4,,,,,,
0.048741962760686874,1539,4,,,,,,
0.039288874715566635,1549,4,,,,,,
0.04564289748668671,1559,4,,,,,,
0.07973078638315201,1569,4,,,,,,
0.0666472464799881,1579,4,,,,,,
0.03272836282849312,1589,4,,,,,,
0.0432061031460762,1599,4,,,,,,
0.0256067905575037,1609,4,,,,,,
0.029596222564578056,1619,4,,,,,,
0.08791830390691757,1629,4,,,,,,
0.037383757531642914,1639,4,,,,,,
0.04690864682197571,1649,4,,,,,,
0.05109497159719467,1659,4,,,,,,
0.035180408507585526,1669,4,,,,,,
0.05304499343037605,1679,4,,,,,,
0.05548306554555893,1689,4,,,,,,
0.042735494673252106,1699,4,,,,,,
0.030040927231311798,1709,4,,,,,,
0.05196654424071312,1719,4,,,,,,
0.0362580232322216,1729,4,,,,,,
0.04853735491633415,1739,4,,,,,,
0.03020443581044674,1749,4,,,,,,
0.05565102398395538,1759,4,,,,,,
,1759,4,0.8055517077445984,0.3332656919956207,0.13675931096076965,0.3748701512813568,0.27453988790512085,
,1760,5,,,,,,0.13675931096076965
