epoch,train_loss,step,val_qa_answer_f1,val_loss,val_qa_sas,val_qa_bert_score,val_qa_em,test_loss
0,0.7984134554862976,9,,,,,,
0,0.4383518695831299,19,,,,,,
0,0.2851068079471588,29,,,,,,
0,0.45680058002471924,39,,,,,,
0,0.3960281014442444,49,,,,,,
0,0.5988959670066833,59,,,,,,
0,0.4027884602546692,69,,,,,,
0,0.8954091668128967,79,,,,,,
0,0.6260293126106262,89,,,,,,
0,0.2003859579563141,99,,,,,,
0,0.3257562816143036,109,,,,,,
0,0.20358335971832275,119,,,,,,
0,0.14756913483142853,129,,,,,,
0,0.372528076171875,139,,,,,,
0,0.24951714277267456,149,,,,,,
0,0.16827541589736938,159,,,,,,
0,0.3767949342727661,169,,,,,,
0,0.22823543846607208,179,,,,,,
0,0.2885364592075348,189,,,,,,
0,0.24981823563575745,199,,,,,,
0,,202,0.5603610873222351,0.20096953213214874,0.6044629216194153,0.86665940284729,0.3874458968639374,
1,0.2864200472831726,209,,,,,,
1,1.0526957511901855,219,,,,,,
1,0.12828202545642853,229,,,,,,
1,0.124343641102314,239,,,,,,
1,0.40724366903305054,249,,,,,,
1,0.22050920128822327,259,,,,,,
1,0.22995124757289886,269,,,,,,
1,0.2124820202589035,279,,,,,,
1,0.23471097648143768,289,,,,,,
1,0.41686657071113586,299,,,,,,
1,0.1319526880979538,309,,,,,,
1,0.09000559896230698,319,,,,,,
1,0.11731623113155365,329,,,,,,
1,0.10640905797481537,339,,,,,,
1,0.22627700865268707,349,,,,,,
1,0.1907099336385727,359,,,,,,
1,0.1585943102836609,369,,,,,,
1,0.19023443758487701,379,,,,,,
1,0.19272565841674805,389,,,,,,
1,0.11066804081201553,399,,,,,,
1,,405,0.5681947469711304,0.17429782450199127,0.6038020253181458,0.8664936423301697,0.411255419254303,
2,0.07654546201229095,409,,,,,,
2,0.080865278840065,419,,,,,,
2,0.13344009220600128,429,,,,,,
2,0.13213559985160828,439,,,,,,
2,0.16802173852920532,449,,,,,,
2,0.12418845295906067,459,,,,,,
2,0.12648515403270721,469,,,,,,
2,0.08057481795549393,479,,,,,,
2,0.1527860015630722,489,,,,,,
2,0.17620092630386353,499,,,,,,
2,0.15983609855175018,509,,,,,,
2,0.16923703253269196,519,,,,,,
2,0.06468029320240021,529,,,,,,
2,0.08443104475736618,539,,,,,,
2,0.12026597559452057,549,,,,,,
2,0.25117382407188416,559,,,,,,
2,1.0004738569259644,569,,,,,,
2,0.09744267165660858,579,,,,,,
2,0.08771274983882904,589,,,,,,
2,0.14245052635669708,599,,,,,,
2,,608,0.5691567063331604,0.1647193729877472,0.606117308139801,0.8700982928276062,0.40909090638160706,
3,0.09536688029766083,609,,,,,,
3,0.1168026328086853,619,,,,,,
3,0.1463226079940796,629,,,,,,
3,0.2119603157043457,639,,,,,,
3,0.13672122359275818,649,,,,,,
3,0.031775493174791336,659,,,,,,
3,0.20311404764652252,669,,,,,,
3,0.2762404978275299,679,,,,,,
3,0.0374603345990181,689,,,,,,
3,0.013116149231791496,699,,,,,,
3,0.0592680498957634,709,,,,,,
3,0.04061483219265938,719,,,,,,
3,0.08280488848686218,729,,,,,,
3,0.18520498275756836,739,,,,,,
3,0.033654745668172836,749,,,,,,
3,0.3304204046726227,759,,,,,,
3,0.02862836793065071,769,,,,,,
3,0.07930473238229752,779,,,,,,
3,0.04194594919681549,789,,,,,,
3,0.15734264254570007,799,,,,,,
3,0.14740335941314697,809,,,,,,
3,,811,0.5843364000320435,0.17351897060871124,0.6214704513549805,0.8723806142807007,0.4350649416446686,
4,0.024904927238821983,819,,,,,,
4,0.1331665813922882,829,,,,,,
4,0.029310349375009537,839,,,,,,
4,0.0792417824268341,849,,,,,,
4,0.04735928028821945,859,,,,,,
4,0.059541475027799606,869,,,,,,
4,0.04979180172085762,879,,,,,,
4,0.037994854152202606,889,,,,,,
4,0.10805928707122803,899,,,,,,
4,0.02307734824717045,909,,,,,,
4,0.021717917174100876,919,,,,,,
4,0.12907114624977112,929,,,,,,
4,0.026977619156241417,939,,,,,,
4,0.03565061464905739,949,,,,,,
4,0.04325273633003235,959,,,,,,
4,0.08492043614387512,969,,,,,,
4,0.05218547582626343,979,,,,,,
4,0.021999012678861618,989,,,,,,
4,0.0263484138995409,999,,,,,,
4,0.02507932111620903,1009,,,,,,
4,,1014,0.6020469069480896,0.19657693803310394,0.6410762667655945,0.87801194190979,0.44805195927619934,
5,,1015,,,,,,0.19657693803310394
