train_loss,step,epoch,val_qa_bert_score,val_qa_em,val_loss,val_qa_sas,val_qa_answer_f1,test_loss
0.3139565587043762,9,0,,,,,,
0.3848525285720825,19,0,,,,,,
0.13694022595882416,29,0,,,,,,
0.2594320774078369,39,0,,,,,,
0.31657475233078003,49,0,,,,,,
0.2714977562427521,59,0,,,,,,
0.2313210517168045,69,0,,,,,,
0.17137989401817322,79,0,,,,,,
0.1188814789056778,89,0,,,,,,
0.5240562558174133,99,0,,,,,,
,102,0,0.8642774224281311,0.28837209939956665,0.12231998145580292,0.6148766875267029,0.5442985892295837,
0.1382877081632614,109,1,,,,,,
0.23225441575050354,119,1,,,,,,
0.16036869585514069,129,1,,,,,,
0.11707492172718048,139,1,,,,,,
0.1828577220439911,149,1,,,,,,
0.1459604799747467,159,1,,,,,,
0.07903504371643066,169,1,,,,,,
0.16828231513500214,179,1,,,,,,
0.15462523698806763,189,1,,,,,,
0.17553779482841492,199,1,,,,,,
,205,1,0.8660706877708435,0.3162790834903717,0.11202193796634674,0.6278278231620789,0.5551427006721497,
0.14299756288528442,209,2,,,,,,
0.12003569304943085,219,2,,,,,,
0.08894549310207367,229,2,,,,,,
0.18775120377540588,239,2,,,,,,
0.09069445729255676,249,2,,,,,,
0.11408305168151855,259,2,,,,,,
0.06549999862909317,269,2,,,,,,
0.10027863830327988,279,2,,,,,,
0.11729642003774643,289,2,,,,,,
0.07812941074371338,299,2,,,,,,
,308,2,0.8715876340866089,0.3348837196826935,0.1074533611536026,0.6431633234024048,0.5765640139579773,
0.17613251507282257,309,3,,,,,,
0.0685863271355629,319,3,,,,,,
0.08387435972690582,329,3,,,,,,
0.14631599187850952,339,3,,,,,,
0.07945121079683304,349,3,,,,,,
0.035821475088596344,359,3,,,,,,
0.07651757448911667,369,3,,,,,,
0.09482131898403168,379,3,,,,,,
0.08731663227081299,389,3,,,,,,
0.08554855734109879,399,3,,,,,,
0.14229901134967804,409,3,,,,,,
,411,3,0.8712881803512573,0.33023256063461304,0.09610705077648163,0.6433039903640747,0.5750461220741272,
0.1084446981549263,419,4,,,,,,
0.0720975324511528,429,4,,,,,,
0.07834429293870926,439,4,,,,,,
0.10378356277942657,449,4,,,,,,
0.022363493219017982,459,4,,,,,,
0.08738166838884354,469,4,,,,,,
0.02159852907061577,479,4,,,,,,
0.06426037102937698,489,4,,,,,,
0.29775556921958923,499,4,,,,,,
0.06939705461263657,509,4,,,,,,
,514,4,0.8761597871780396,0.3348837196826935,0.09397364407777786,0.6546050310134888,0.5881189107894897,
,515,5,,,,,,0.09397364407777786
