step,train_loss,epoch,val_qa_em,val_qa_bert_score,val_qa_answer_f1,val_qa_sas,val_loss,test_loss
9,0.4909309148788452,0,,,,,,
19,0.5633633136749268,0,,,,,,
29,0.15706676244735718,0,,,,,,
39,0.4858219027519226,0,,,,,,
49,0.6068623065948486,0,,,,,,
59,0.37024009227752686,0,,,,,,
69,0.20387089252471924,0,,,,,,
79,0.39146822690963745,0,,,,,,
89,0.46797463297843933,0,,,,,,
99,1.3067684173583984,0,,,,,,
109,0.8634842038154602,0,,,,,,
119,0.2838045358657837,0,,,,,,
129,0.18792490661144257,0,,,,,,
139,0.14612387120723724,0,,,,,,
149,0.15894906222820282,0,,,,,,
159,0.2948843836784363,0,,,,,,
169,0.15776336193084717,0,,,,,,
179,0.16658103466033936,0,,,,,,
189,0.17638002336025238,0,,,,,,
199,0.4112066328525543,0,,,,,,
201,,0,0.3234042525291443,0.8759925961494446,0.5882656574249268,0.6393808126449585,0.11481345444917679,
209,0.11288820207118988,1,,,,,,
219,0.23694871366024017,1,,,,,,
229,0.12312571704387665,1,,,,,,
239,0.2694203853607178,1,,,,,,
249,1.0560824871063232,1,,,,,,
259,0.5388030409812927,1,,,,,,
269,0.27628010511398315,1,,,,,,
279,0.20908240973949432,1,,,,,,
289,0.2318076342344284,1,,,,,,
299,0.24030759930610657,1,,,,,,
309,0.12869441509246826,1,,,,,,
319,0.3680649697780609,1,,,,,,
329,0.16869443655014038,1,,,,,,
339,0.17943941056728363,1,,,,,,
349,0.19528497755527496,1,,,,,,
359,0.17922580242156982,1,,,,,,
369,0.9247038960456848,1,,,,,,
379,0.21532872319221497,1,,,,,,
389,0.2005583494901657,1,,,,,,
399,0.23516230285167694,1,,,,,,
403,,1,0.39787232875823975,0.8933843374252319,0.6420750617980957,0.6832703948020935,0.10871481150388718,
409,0.10962508618831635,2,,,,,,
419,0.14303220808506012,2,,,,,,
429,0.28018316626548767,2,,,,,,
439,0.11712158471345901,2,,,,,,
449,0.17597270011901855,2,,,,,,
459,0.14104123413562775,2,,,,,,
469,0.1522640436887741,2,,,,,,
479,1.4931405782699585,2,,,,,,
489,0.07190299034118652,2,,,,,,
499,0.23987793922424316,2,,,,,,
509,0.4599764347076416,2,,,,,,
519,0.08701083809137344,2,,,,,,
529,0.05800767242908478,2,,,,,,
539,0.2391974925994873,2,,,,,,
549,0.12524093687534332,2,,,,,,
559,0.3837431073188782,2,,,,,,
569,0.2319573163986206,2,,,,,,
579,0.08893301337957382,2,,,,,,
589,0.174416646361351,2,,,,,,
599,0.05978187918663025,2,,,,,,
605,,2,0.4000000059604645,0.8963822722434998,0.6469870805740356,0.6875950694084167,0.11183468252420425,
609,0.09985948354005814,3,,,,,,
619,0.03885066136717796,3,,,,,,
629,2.3474154472351074,3,,,,,,
639,0.06476914882659912,3,,,,,,
649,0.07530513405799866,3,,,,,,
659,0.04727277532219887,3,,,,,,
669,0.13380086421966553,3,,,,,,
679,0.05540923774242401,3,,,,,,
689,0.06520437449216843,3,,,,,,
699,0.21804310381412506,3,,,,,,
709,0.056348297744989395,3,,,,,,
719,0.06753941625356674,3,,,,,,
729,0.059945084154605865,3,,,,,,
739,0.08811234682798386,3,,,,,,
749,0.1285981386899948,3,,,,,,
759,0.12497137486934662,3,,,,,,
769,0.05370837822556496,3,,,,,,
779,0.03378240764141083,3,,,,,,
789,0.1557837277650833,3,,,,,,
799,0.12298497557640076,3,,,,,,
807,,3,0.4127659499645233,0.8973387479782104,0.6483889222145081,0.6849772334098816,0.12156003713607788,
809,0.014343452639877796,4,,,,,,
819,0.025464242324233055,4,,,,,,
829,0.01956947147846222,4,,,,,,
839,0.09402617812156677,4,,,,,,
849,0.047169752418994904,4,,,,,,
859,0.03707105293869972,4,,,,,,
869,0.09040331840515137,4,,,,,,
879,0.029492706060409546,4,,,,,,
889,0.05889618396759033,4,,,,,,
899,0.05257134512066841,4,,,,,,
909,0.010021088644862175,4,,,,,,
919,0.013142854906618595,4,,,,,,
929,0.10085143148899078,4,,,,,,
939,0.061889879405498505,4,,,,,,
949,0.03559878095984459,4,,,,,,
959,0.05184232071042061,4,,,,,,
969,0.011073249392211437,4,,,,,,
979,0.04494430124759674,4,,,,,,
989,0.034164879471063614,4,,,,,,
999,0.011878334917128086,4,,,,,,
1009,0.03124990314245224,4,,,,,,
1009,,4,0.4170212745666504,0.8977607488632202,0.6487062573432922,0.6872730255126953,0.14077217876911163,
1010,,5,,,,,,0.14077217876911163
