step,train_loss,epoch,val_qa_answer_f1,val_qa_em,val_qa_sas,val_loss,val_qa_bert_score,test_loss
9,0.40542805194854736,0,,,,,,
19,0.33809706568717957,0,,,,,,
29,1.010423183441162,0,,,,,,
39,0.8624282479286194,0,,,,,,
49,0.5310182571411133,0,,,,,,
59,0.3213157653808594,0,,,,,,
69,0.5596652626991272,0,,,,,,
79,0.3749941885471344,0,,,,,,
89,0.6653356552124023,0,,,,,,
99,0.42140331864356995,0,,,,,,
109,0.32965394854545593,0,,,,,,
119,0.5213582515716553,0,,,,,,
129,0.4020702540874481,0,,,,,,
139,0.2459288090467453,0,,,,,,
149,0.31155818700790405,0,,,,,,
159,0.30618587136268616,0,,,,,,
169,0.22470378875732422,0,,,,,,
179,0.15792030096054077,0,,,,,,
189,0.41399750113487244,0,,,,,,
199,0.7704710364341736,0,,,,,,
209,0.2792346179485321,0,,,,,,
219,0.6772218346595764,0,,,,,,
229,0.4037937819957733,0,,,,,,
239,0.6715102195739746,0,,,,,,
249,0.21948398649692535,0,,,,,,
259,0.5697702169418335,0,,,,,,
269,1.5066521167755127,0,,,,,,
279,0.2812378406524658,0,,,,,,
289,0.10773298889398575,0,,,,,,
299,0.24127601087093353,0,,,,,,
309,0.16273720562458038,0,,,,,,
319,0.16019262373447418,0,,,,,,
329,0.1679600328207016,0,,,,,,
339,0.28806257247924805,0,,,,,,
339,,0,0.5192464590072632,0.4072398245334625,0.5532814860343933,0.1007695198059082,0.8641172647476196,
349,0.15865714848041534,1,,,,,,
359,0.5256856083869934,1,,,,,,
369,0.35609978437423706,1,,,,,,
379,0.2878071367740631,1,,,,,,
389,0.4372726082801819,1,,,,,,
399,0.07714411616325378,1,,,,,,
409,0.21667763590812683,1,,,,,,
419,0.509650468826294,1,,,,,,
429,0.2894130051136017,1,,,,,,
439,0.241243377327919,1,,,,,,
449,0.242956280708313,1,,,,,,
459,0.3158290982246399,1,,,,,,
469,0.2640741467475891,1,,,,,,
479,0.25061091780662537,1,,,,,,
489,0.23390191793441772,1,,,,,,
499,0.1867876797914505,1,,,,,,
509,0.19131764769554138,1,,,,,,
519,0.15009446442127228,1,,,,,,
529,0.22501660883426666,1,,,,,,
