epoch,train_loss,step,val_qa_bert_score,val_loss,val_qa_em,val_qa_answer_f1,val_qa_sas,test_avg_qa_answer_f1,test_loss,test_avg_qa_sas,test_avg_qa_bert_score,test_avg_qa_em
0,0.8264817595481873,9,,,,,,,,,,
0,0.861990213394165,19,,,,,,,,,,
0,0.7218719124794006,29,,,,,,,,,,
0,0.39076024293899536,39,,,,,,,,,,
0,0.671262800693512,49,,,,,,,,,,
0,0.320995956659317,59,,,,,,,,,,
0,0.367633581161499,69,,,,,,,,,,
0,0.3062770366668701,79,,,,,,,,,,
0,0.39236125349998474,89,,,,,,,,,,
0,0.44340741634368896,99,,,,,,,,,,
0,0.22758395969867706,109,,,,,,,,,,
0,0.3581605553627014,119,,,,,,,,,,
0,0.19058208167552948,129,,,,,,,,,,
0,0.3232540786266327,139,,,,,,,,,,
0,0.1918325275182724,149,,,,,,,,,,
0,0.24991561472415924,159,,,,,,,,,,
0,0.28544938564300537,169,,,,,,,,,,
0,,172,0.7908496260643005,0.23398266732692719,0.27785614132881165,0.3254924714565277,0.3578599691390991,,,,,
1,0.3247627913951874,179,,,,,,,,,,
1,0.2976686656475067,189,,,,,,,,,,
1,0.3667779564857483,199,,,,,,,,,,
1,0.16347640752792358,209,,,,,,,,,,
1,0.26246264576911926,219,,,,,,,,,,
1,0.2848643660545349,229,,,,,,,,,,
1,0.24184240400791168,239,,,,,,,,,,
1,0.22357046604156494,249,,,,,,,,,,
1,0.24689649045467377,259,,,,,,,,,,
1,0.20356233417987823,269,,,,,,,,,,
1,0.3298982083797455,279,,,,,,,,,,
1,0.31813836097717285,289,,,,,,,,,,
1,0.20993441343307495,299,,,,,,,,,,
1,0.40495792031288147,309,,,,,,,,,,
1,0.2714397609233856,319,,,,,,,,,,
1,0.2611658573150635,329,,,,,,,,,,
1,0.20429642498493195,339,,,,,,,,,,
1,,345,0.8215641379356384,0.20231285691261292,0.3286318778991699,0.3803790509700775,0.4139404296875,,,,,
2,0.1932125985622406,349,,,,,,,,,,
2,0.2573321759700775,359,,,,,,,,,,
2,0.29094889760017395,369,,,,,,,,,,
2,0.17679758369922638,379,,,,,,,,,,
2,0.1563446819782257,389,,,,,,,,,,
2,0.13712836802005768,399,,,,,,,,,,
2,0.2757088840007782,409,,,,,,,,,,
2,0.24922692775726318,419,,,,,,,,,,
2,0.2758330702781677,429,,,,,,,,,,
2,0.3025113642215729,439,,,,,,,,,,
2,0.19506482779979706,449,,,,,,,,,,
2,0.2802833020687103,459,,,,,,,,,,
2,0.20359216630458832,469,,,,,,,,,,
2,0.17460666596889496,479,,,,,,,,,,
2,0.13827763497829437,489,,,,,,,,,,
2,0.30890291929244995,499,,,,,,,,,,
2,0.1340009570121765,509,,,,,,,,,,
2,,518,0.8133773803710938,0.19944173097610474,0.3018335700035095,0.36211952567100525,0.3934895694255829,,,,,
3,0.27799129486083984,519,,,,,,,,,,
3,0.15025411546230316,529,,,,,,,,,,
3,0.12829717993736267,539,,,,,,,,,,
3,0.1802797168493271,549,,,,,,,,,,
3,0.21382074058055878,559,,,,,,,,,,
3,0.15793386101722717,569,,,,,,,,,,
3,0.12012307345867157,579,,,,,,,,,,
3,0.17651264369487762,589,,,,,,,,,,
3,0.18400977551937103,599,,,,,,,,,,
3,0.22279803454875946,609,,,,,,,,,,
3,0.22183431684970856,619,,,,,,,,,,
3,0.13992944359779358,629,,,,,,,,,,
3,0.25254321098327637,639,,,,,,,,,,
3,0.21327289938926697,649,,,,,,,,,,
3,0.1621498465538025,659,,,,,,,,,,
3,0.21069611608982086,669,,,,,,,,,,
3,0.284527987241745,679,,,,,,,,,,
3,0.14916077256202698,689,,,,,,,,,,
3,,691,0.8390816450119019,0.1803741753101349,0.39210155606269836,0.4399823844432831,0.46433648467063904,,,,,
4,0.20406188070774078,699,,,,,,,,,,
4,0.18765059113502502,709,,,,,,,,,,
4,0.2232547551393509,719,,,,,,,,,,
4,0.27175235748291016,729,,,,,,,,,,
4,0.21349787712097168,739,,,,,,,,,,
4,0.2304460108280182,749,,,,,,,,,,
4,0.17962509393692017,759,,,,,,,,,,
4,0.12683531641960144,769,,,,,,,,,,
4,0.2240331918001175,779,,,,,,,,,,
4,0.13818952441215515,789,,,,,,,,,,
4,0.28050053119659424,799,,,,,,,,,,
4,0.13812695443630219,809,,,,,,,,,,
4,0.1954173892736435,819,,,,,,,,,,
4,0.28113868832588196,829,,,,,,,,,,
4,0.1220824345946312,839,,,,,,,,,,
4,0.22579818964004517,849,,,,,,,,,,
4,0.17266015708446503,859,,,,,,,,,,
4,,864,0.8463985919952393,0.1781350076198578,0.38504937291145325,0.44117122888565063,0.46438801288604736,,,,,
5,,865,,,,,,0.44117122888565063,0.1781350076198578,0.46438801288604736,0.8463985919952393,0.38504937291145325
