step,train_loss,epoch,val_qa_answer_f1,val_qa_bert_score,val_loss,val_qa_em,val_qa_sas,test_loss
713,,1,0.658977746963501,0.8949617147445679,0.1799943745136261,0.5406504273414612,0.6614134311676025,
719,0.01699323207139969,2,,,,,,
729,0.07000768184661865,2,,,,,,
739,0.05555278807878494,2,,,,,,
749,0.1089201346039772,2,,,,,,
759,0.09680729359388351,2,,,,,,
769,0.014145453460514545,2,,,,,,
779,0.1265404373407364,2,,,,,,
789,0.009185505099594593,2,,,,,,
799,0.15046685934066772,2,,,,,,
809,0.061197686940431595,2,,,,,,
819,0.036163900047540665,2,,,,,,
829,0.0727568045258522,2,,,,,,
839,0.024190908297896385,2,,,,,,
849,0.4229153096675873,2,,,,,,
859,0.0881447046995163,2,,,,,,
869,0.0954832136631012,2,,,,,,
879,0.11560814827680588,2,,,,,,
889,0.16485315561294556,2,,,,,,
899,0.25456249713897705,2,,,,,,
909,0.03930137678980827,2,,,,,,
919,0.05702422186732292,2,,,,,,
929,0.2844713032245636,2,,,,,,
939,0.1252424716949463,2,,,,,,
949,0.018143068999052048,2,,,,,,
959,0.01366560161113739,2,,,,,,
969,0.02957919053733349,2,,,,,,
979,0.017516519874334335,2,,,,,,
989,0.11686522513628006,2,,,,,,
999,0.023783797398209572,2,,,,,,
1009,0.04030437022447586,2,,,,,,
1019,0.018412036821246147,2,,,,,,
1029,0.03048240765929222,2,,,,,,
1039,0.022397341206669807,2,,,,,,
1049,0.031200530007481575,2,,,,,,
1059,0.06184481084346771,2,,,,,,
1069,0.023094631731510162,2,,,,,,
1070,,2,0.6567437648773193,0.8942467570304871,0.2071530967950821,0.5365853905677795,0.6617889404296875,
1079,0.06276565045118332,3,,,,,,
1089,0.05513964220881462,3,,,,,,
1099,0.018995296210050583,3,,,,,,
1109,0.20079442858695984,3,,,,,,
1119,0.02148415893316269,3,,,,,,
1129,0.07903561741113663,3,,,,,,
1139,0.024718642234802246,3,,,,,,
1149,0.05540004372596741,3,,,,,,
1159,0.1030101478099823,3,,,,,,
1169,0.04482294246554375,3,,,,,,
1179,0.0980941504240036,3,,,,,,
1189,0.006253096740692854,3,,,,,,
1199,0.015567490831017494,3,,,,,,
1209,0.0048332070000469685,3,,,,,,
1219,0.021271733567118645,3,,,,,,
1229,0.02658119983971119,3,,,,,,
1239,0.09962903708219528,3,,,,,,
1249,0.004300585016608238,3,,,,,,
1259,0.01611071079969406,3,,,,,,
1269,0.057974595576524734,3,,,,,,
1279,0.0392763577401638,3,,,,,,
1289,0.056086957454681396,3,,,,,,
1299,0.007667636498808861,3,,,,,,
1309,0.003175694029778242,3,,,,,,
1319,0.008012761361896992,3,,,,,,
1329,0.017004091292619705,3,,,,,,
1339,0.022503862157464027,3,,,,,,
1349,0.30468130111694336,3,,,,,,
1359,0.03235643357038498,3,,,,,,
1369,0.0062205130234360695,3,,,,,,
1379,0.013615669682621956,3,,,,,,
1389,0.12140029668807983,3,,,,,,
1399,0.0061053503304719925,3,,,,,,
1409,0.022908123210072517,3,,,,,,
1419,0.012447514571249485,3,,,,,,
1427,,3,0.6500788927078247,0.8908367156982422,0.24910324811935425,0.5243902206420898,0.6581912636756897,
1429,0.007088229060173035,4,,,,,,
1439,0.0009746600408107042,4,,,,,,
1449,0.0067056333646178246,4,,,,,,
1459,0.10282597690820694,4,,,,,,
1469,0.031697530299425125,4,,,,,,
1479,0.009826471097767353,4,,,,,,
1489,0.012860260903835297,4,,,,,,
1499,0.010734216310083866,4,,,,,,
1509,0.02179878205060959,4,,,,,,
1519,0.013994160108268261,4,,,,,,
1529,0.01395584549754858,4,,,,,,
1539,0.016260894015431404,4,,,,,,
1549,0.005546231754124165,4,,,,,,
1559,0.014691167511045933,4,,,,,,
1569,0.005283266771584749,4,,,,,,
1579,0.010918056592345238,4,,,,,,
1589,0.02200229838490486,4,,,,,,
1599,0.003663287963718176,4,,,,,,
1609,0.027841487899422646,4,,,,,,
1619,0.005569694098085165,4,,,,,,
1629,0.024913722649216652,4,,,,,,
1639,0.009247638285160065,4,,,,,,
1649,0.12548485398292542,4,,,,,,
1659,0.007530232425779104,4,,,,,,
1669,0.0038409079425036907,4,,,,,,
1679,0.0037745169829577208,4,,,,,,
1689,0.00214253063313663,4,,,,,,
1699,0.006823856383562088,4,,,,,,
1709,0.0029242306482046843,4,,,,,,
1719,0.016743171960115433,4,,,,,,
1729,0.027329932898283005,4,,,,,,
1739,0.002013593912124634,4,,,,,,
1749,0.0030202562920749187,4,,,,,,
1759,0.010897778905928135,4,,,,,,
1769,0.055156413465738297,4,,,,,,
1779,0.0023236204870045185,4,,,,,,
1784,,4,0.6663745641708374,0.8955230116844177,0.2694753408432007,0.5528455376625061,0.6706273555755615,
1785,,5,,,,,,0.2694753408432007
