train_loss,epoch,step,val_qa_bert_score,val_qa_sas,val_loss,val_qa_em,val_qa_answer_f1,test_loss
1.268818974494934,0,9,,,,,,
0.47787001729011536,0,19,,,,,,
0.31212952733039856,0,29,,,,,,
0.20887534320354462,0,39,,,,,,
0.5143072009086609,0,49,,,,,,
0.47876593470573425,0,59,,,,,,
0.7175790667533875,0,69,,,,,,
0.5353832840919495,0,79,,,,,,
0.7543232440948486,0,89,,,,,,
0.3416357934474945,0,99,,,,,,
,0,101,0.8785139322280884,0.6381580233573914,0.15299737453460693,0.4434782564640045,0.6078047752380371,
0.46745431423187256,1,109,,,,,,
0.23437300324440002,1,119,,,,,,
0.33764880895614624,1,129,,,,,,
0.25878384709358215,1,139,,,,,,
0.40242230892181396,1,149,,,,,,
0.8511952757835388,1,159,,,,,,
0.15061095356941223,1,169,,,,,,
0.34309741854667664,1,179,,,,,,
0.2810734510421753,1,189,,,,,,
0.3200021982192993,1,199,,,,,,
,1,203,0.8907149434089661,0.6675087213516235,0.1396331787109375,0.48695650696754456,0.6489658355712891,
0.5150448679924011,2,209,,,,,,
0.21985408663749695,2,219,,,,,,
0.38127386569976807,2,229,,,,,,
0.19758659601211548,2,239,,,,,,
0.1230592429637909,2,249,,,,,,
0.08242418617010117,2,259,,,,,,
0.07030117511749268,2,269,,,,,,
0.19232860207557678,2,279,,,,,,
0.279220312833786,2,289,,,,,,
0.2744824290275574,2,299,,,,,,
,2,305,0.8951554298400879,0.6767911911010742,0.13733243942260742,0.508695662021637,0.6527693867683411,
0.24659082293510437,3,309,,,,,,
0.12631133198738098,3,319,,,,,,
0.12646323442459106,3,329,,,,,,
0.196635901927948,3,339,,,,,,
0.0940123200416565,3,349,,,,,,
0.21677249670028687,3,359,,,,,,
0.2813030183315277,3,369,,,,,,
0.0739915668964386,3,379,,,,,,
0.06071755662560463,3,389,,,,,,
0.1011975109577179,3,399,,,,,,
,3,407,0.8990848660469055,0.682431697845459,0.1429208517074585,0.5173913240432739,0.6588984131813049,
0.08674951642751694,4,409,,,,,,
0.1689372956752777,4,419,,,,,,
0.06305289268493652,4,429,,,,,,
0.09084863215684891,4,439,,,,,,
0.14499349892139435,4,449,,,,,,
0.03392506763339043,4,459,,,,,,
0.13175895810127258,4,469,,,,,,
0.6666247248649597,4,479,,,,,,
0.08216521888971329,4,489,,,,,,
2.793468475341797,4,499,,,,,,
0.021749673411250114,4,509,,,,,,
,4,509,0.901577889919281,0.687294065952301,0.15418504178524017,0.5347825884819031,0.6676583886146545,
,5,510,,,,,,0.15418504178524017
