step,epoch,train_loss,val_loss,val_qa_sas,val_qa_em,val_qa_answer_f1,val_qa_bert_score,test_loss
9,0,0.10119301825761795,,,,,,
19,0,0.08177972584962845,,,,,,
29,0,0.10668081045150757,,,,,,
39,0,0.05592481791973114,,,,,,
49,0,0.05163459852337837,,,,,,
59,0,0.055491890758275986,,,,,,
69,0,0.063975490629673,,,,,,
79,0,0.04573332145810127,,,,,,
89,0,0.08642026782035828,,,,,,
99,0,0.04899075999855995,,,,,,
109,0,0.05468720197677612,,,,,,
119,0,0.060420192778110504,,,,,,
129,0,0.05140944570302963,,,,,,
139,0,0.0801544114947319,,,,,,
149,0,0.053027424961328506,,,,,,
159,0,0.05963188037276268,,,,,,
169,0,0.04458299279212952,,,,,,
179,0,0.05960116907954216,,,,,,
189,0,0.06177394464612007,,,,,,
193,0,,0.10550650954246521,0.34913235902786255,0.18575851619243622,0.25820422172546387,0.8288614153862,
199,1,0.06211508810520172,,,,,,
209,1,0.05324932560324669,,,,,,
219,1,0.03875276446342468,,,,,,
229,1,0.07907377183437347,,,,,,
239,1,0.0573999397456646,,,,,,
249,1,0.0327315591275692,,,,,,
259,1,0.06226114183664322,,,,,,
269,1,0.05468563362956047,,,,,,
279,1,0.04981767758727074,,,,,,
289,1,0.05545872822403908,,,,,,
299,1,0.056264620274305344,,,,,,
309,1,0.045984216034412384,,,,,,
319,1,0.04821611940860748,,,,,,
329,1,0.04441371560096741,,,,,,
339,1,0.09260136634111404,,,,,,
349,1,0.04390908032655716,,,,,,
359,1,0.07002869993448257,,,,,,
369,1,0.05489054322242737,,,,,,
379,1,0.07063484191894531,,,,,,
387,1,,0.10372082889080048,0.35194048285484314,0.18885448575019836,0.2580861747264862,0.830346941947937,
389,2,0.056569069623947144,,,,,,
399,2,0.05852784588932991,,,,,,
409,2,0.052238352596759796,,,,,,
419,2,0.038907699286937714,,,,,,
429,2,0.04730217158794403,,,,,,
439,2,0.04947749152779579,,,,,,
449,2,0.04080251604318619,,,,,,
459,2,0.05547824501991272,,,,,,
469,2,0.04685993120074272,,,,,,
479,2,0.08519590646028519,,,,,,
489,2,0.04673745483160019,,,,,,
499,2,0.0868455320596695,,,,,,
509,2,0.045663077384233475,,,,,,
519,2,0.0705329179763794,,,,,,
529,2,0.04211831092834473,,,,,,
539,2,0.06643286347389221,,,,,,
549,2,0.0373869314789772,,,,,,
559,2,0.07816342264413834,,,,,,
569,2,0.0420985072851181,,,,,,
579,2,0.035032421350479126,,,,,,
581,2,,0.10212737321853638,0.34167128801345825,0.18266253173351288,0.2516612112522125,0.8290701508522034,
589,3,0.0389828123152256,,,,,,
599,3,0.04274323582649231,,,,,,
609,3,0.03060893900692463,,,,,,
619,3,0.04797734320163727,,,,,,
629,3,0.034329019486904144,,,,,,
639,3,0.03915610909461975,,,,,,
649,3,0.05852995440363884,,,,,,
659,3,0.051043104380369186,,,,,,
669,3,0.04761780798435211,,,,,,
679,3,0.042754825204610825,,,,,,
689,3,0.0465264692902565,,,,,,
699,3,0.043068189173936844,,,,,,
709,3,0.030405936762690544,,,,,,
719,3,0.03819645196199417,,,,,,
729,3,0.02969035692512989,,,,,,
739,3,0.04169802740216255,,,,,,
749,3,0.03166353330016136,,,,,,
759,3,0.03794601187109947,,,,,,
769,3,0.03228050842881203,,,,,,
775,3,,0.11990711092948914,0.36404967308044434,0.20743034780025482,0.27550405263900757,0.8351648449897766,
779,4,0.03299957886338234,,,,,,
789,4,0.03348211571574211,,,,,,
799,4,0.03861472010612488,,,,,,
809,4,0.033818021416664124,,,,,,
819,4,0.03512752801179886,,,,,,
829,4,0.0304457638412714,,,,,,
839,4,0.04105095937848091,,,,,,
849,4,0.02930990420281887,,,,,,
859,4,0.023697322234511375,,,,,,
869,4,0.019206678494811058,,,,,,
879,4,0.018185898661613464,,,,,,
889,4,0.017885293811559677,,,,,,
899,4,0.0151202492415905,,,,,,
909,4,0.03543746471405029,,,,,,
919,4,0.03738883137702942,,,,,,
929,4,0.02335946075618267,,,,,,
939,4,0.03226766362786293,,,,,,
949,4,0.01405832078307867,,,,,,
959,4,0.03985454887151718,,,,,,
969,4,0.010655151680111885,,,,,,
969,4,,0.18888558447360992,0.3787496089935303,0.23529411852359772,0.2977074682712555,0.8385465145111084,
970,5,,,,,,,0.18888558447360992
