epoch,step,train_loss,val_qa_sas,val_qa_bert_score,val_qa_em,val_loss,val_qa_answer_f1,test_loss
0,9,0.565334677696228,,,,,,
0,19,0.43574032187461853,,,,,,
0,29,0.2548302710056305,,,,,,
0,39,0.41069912910461426,,,,,,
0,49,0.33974775671958923,,,,,,
0,59,0.2962716817855835,,,,,,
0,69,0.3396163582801819,,,,,,
0,79,0.2457108050584793,,,,,,
0,89,0.22027720510959625,,,,,,
0,99,0.1569737195968628,,,,,,
0,109,0.22212529182434082,,,,,,
0,119,0.19430482387542725,,,,,,
0,129,0.23968881368637085,,,,,,
0,139,0.25731125473976135,,,,,,
0,149,0.19662144780158997,,,,,,
0,159,0.1743478924036026,,,,,,
0,169,0.22804270684719086,,,,,,
0,179,0.13418635725975037,,,,,,
0,189,0.21219269931316376,,,,,,
0,199,0.2877417206764221,,,,,,
0,209,0.18236935138702393,,,,,,
0,219,0.12558935582637787,,,,,,
0,229,0.20065514743328094,,,,,,
0,239,0.1118500754237175,,,,,,
0,249,0.17213982343673706,,,,,,
0,259,0.20513546466827393,,,,,,
0,269,0.11740893870592117,,,,,,
0,279,0.29130256175994873,,,,,,
0,289,0.25474849343299866,,,,,,
0,299,0.2482442408800125,,,,,,
0,309,0.19433563947677612,,,,,,
0,319,0.19553348422050476,,,,,,
0,329,0.2745601534843445,,,,,,
0,339,0.2588319778442383,,,,,,
0,349,0.2377193123102188,,,,,,
0,359,0.13588878512382507,,,,,,
0,369,0.19934603571891785,,,,,,
0,379,0.17521265149116516,,,,,,
0,389,0.26522204279899597,,,,,,
0,399,0.29329970479011536,,,,,,
0,409,0.3205222487449646,,,,,,
0,419,0.27020612359046936,,,,,,
0,429,0.2032984346151352,,,,,,
0,439,0.15506133437156677,,,,,,
0,449,0.1759205460548401,,,,,,
0,459,0.19447670876979828,,,,,,
0,469,0.14961741864681244,,,,,,
0,479,0.17678742110729218,,,,,,
0,489,0.13165350258350372,,,,,,
0,499,0.18962767720222473,,,,,,
0,509,0.08080346137285233,,,,,,
0,519,0.18636441230773926,,,,,,
0,529,0.1931753009557724,,,,,,
0,539,0.15085004270076752,,,,,,
0,549,0.1670534759759903,,,,,,
0,559,0.12923987209796906,,,,,,
0,569,0.14585067331790924,,,,,,
0,579,0.09709211438894272,,,,,,
0,589,0.1309158056974411,,,,,,
0,599,0.18132874369621277,,,,,,
0,609,0.15939705073833466,,,,,,
0,619,0.18216648697853088,,,,,,
0,629,0.1875835806131363,,,,,,
0,639,0.10994129627943039,,,,,,
0,649,0.12547215819358826,,,,,,
0,659,0.25153812766075134,,,,,,
0,669,0.14579927921295166,,,,,,
0,679,0.10677395015954971,,,,,,
0,689,0.1315360963344574,,,,,,
0,699,0.14958728849887848,,,,,,
0,709,0.11864356696605682,,,,,,
0,719,0.16832895576953888,,,,,,
0,729,0.1635061651468277,,,,,,
0,739,0.10475349426269531,,,,,,
0,749,0.16407738626003265,,,,,,
0,759,0.1569046825170517,,,,,,
0,769,0.308468222618103,,,,,,
0,779,0.12824159860610962,,,,,,
0,789,0.17391882836818695,,,,,,
0,799,0.21538032591342926,,,,,,
0,809,0.10525130480527878,,,,,,
0,819,0.12226173281669617,,,,,,
0,829,0.11555489152669907,,,,,,
0,839,0.0974961370229721,,,,,,
0,849,0.1962025910615921,,,,,,
0,859,0.16029924154281616,,,,,,
0,869,0.09559508413076401,,,,,,
0,879,0.20690760016441345,,,,,,
0,889,0.08892179280519485,,,,,,
0,899,0.1374323070049286,,,,,,
0,909,0.14992688596248627,,,,,,
0,919,0.10685499012470245,,,,,,
0,929,0.11945223063230515,,,,,,
0,939,0.21657787263393402,,,,,,
0,949,0.15322905778884888,,,,,,
0,959,0.12437513470649719,,,,,,
0,969,0.12036729604005814,,,,,,
0,979,0.13094227015972137,,,,,,
0,989,0.1618865579366684,,,,,,
