step,train_loss,epoch,val_qa_answer_f1,val_qa_bert_score,val_qa_sas,val_qa_em,val_loss,test_loss
9,0.24240347743034363,0,,,,,,
19,0.342417448759079,0,,,,,,
29,0.18436552584171295,0,,,,,,
39,0.12821274995803833,0,,,,,,
49,0.2763875424861908,0,,,,,,
59,0.20600029826164246,0,,,,,,
69,0.2800705134868622,0,,,,,,
79,0.18082715570926666,0,,,,,,
89,0.3050357401371002,0,,,,,,
99,0.22334857285022736,0,,,,,,
109,0.24400484561920166,0,,,,,,
119,0.17739085853099823,0,,,,,,
129,0.18276406824588776,0,,,,,,
139,0.41154125332832336,0,,,,,,
149,0.20338106155395508,0,,,,,,
159,0.1820899248123169,0,,,,,,
169,0.21327027678489685,0,,,,,,
179,0.12722255289554596,0,,,,,,
189,0.16760998964309692,0,,,,,,
199,0.13127577304840088,0,,,,,,
209,0.1990830898284912,0,,,,,,
219,0.1709585189819336,0,,,,,,
229,0.2841217517852783,0,,,,,,
239,0.09290644526481628,0,,,,,,
249,0.11408238112926483,0,,,,,,
259,0.15694014728069305,0,,,,,,
269,0.2594447135925293,0,,,,,,
279,0.1673130840063095,0,,,,,,
289,0.20436447858810425,0,,,,,,
299,0.1488528996706009,0,,,,,,
309,0.12286907434463501,0,,,,,,
319,0.18952937424182892,0,,,,,,
329,0.14646117389202118,0,,,,,,
339,0.12952961027622223,0,,,,,,
349,0.10042594373226166,0,,,,,,
359,0.16527679562568665,0,,,,,,
369,0.17730562388896942,0,,,,,,
379,0.17808686196804047,0,,,,,,
389,0.16467711329460144,0,,,,,,
399,0.19824859499931335,0,,,,,,
409,0.11389410495758057,0,,,,,,
419,0.09856949746608734,0,,,,,,
429,0.09767014533281326,0,,,,,,
439,0.12831847369670868,0,,,,,,
449,0.17830070853233337,0,,,,,,
459,0.12473808974027634,0,,,,,,
469,0.12574349343776703,0,,,,,,
479,0.16667547821998596,0,,,,,,
489,0.18666917085647583,0,,,,,,
499,0.08743490278720856,0,,,,,,
509,0.17988868057727814,0,,,,,,
519,0.17520177364349365,0,,,,,,
529,0.08246631175279617,0,,,,,,
539,0.19133949279785156,0,,,,,,
549,0.14583800733089447,0,,,,,,
559,0.16808106005191803,0,,,,,,
569,0.18251538276672363,0,,,,,,
579,0.06837325543165207,0,,,,,,
589,0.1074596717953682,0,,,,,,
599,0.1349455863237381,0,,,,,,
609,0.13791784644126892,0,,,,,,
619,0.16929709911346436,0,,,,,,
629,0.07022985816001892,0,,,,,,
639,0.10359132289886475,0,,,,,,
649,0.07726391404867172,0,,,,,,
659,0.07651583850383759,0,,,,,,
669,0.16178111732006073,0,,,,,,
679,0.11419878900051117,0,,,,,,
689,0.17742259800434113,0,,,,,,
699,0.22227291762828827,0,,,,,,
709,0.1161777675151825,0,,,,,,
719,0.12386828660964966,0,,,,,,
729,0.06699298322200775,0,,,,,,
739,0.06457548588514328,0,,,,,,
749,0.08023137599229813,0,,,,,,
759,0.146996408700943,0,,,,,,
769,0.11404680460691452,0,,,,,,
779,0.08687937259674072,0,,,,,,
789,0.07614746689796448,0,,,,,,
799,0.15906624495983124,0,,,,,,
809,0.20808538794517517,0,,,,,,
819,0.1318446695804596,0,,,,,,
829,0.12440585345029831,0,,,,,,
839,0.21195697784423828,0,,,,,,
849,0.11637715995311737,0,,,,,,
859,0.30569547414779663,0,,,,,,
869,0.1434553563594818,0,,,,,,
879,0.0777607411146164,0,,,,,,
889,0.1145770475268364,0,,,,,,
899,0.10031972080469131,0,,,,,,
909,0.13916216790676117,0,,,,,,
919,0.08436469733715057,0,,,,,,
929,0.14859263598918915,0,,,,,,
939,0.09222330152988434,0,,,,,,
949,0.14723755419254303,0,,,,,,
959,0.06792381405830383,0,,,,,,
969,0.1633720099925995,0,,,,,,
979,0.099849633872509,0,,,,,,
989,0.10597898066043854,0,,,,,,
999,0.13150250911712646,0,,,,,,
1009,0.1467817723751068,0,,,,,,
1019,0.15222051739692688,0,,,,,,
1029,0.07904142886400223,0,,,,,,
1039,0.13148432970046997,0,,,,,,
1049,0.1657131314277649,0,,,,,,
1059,0.14853742718696594,0,,,,,,
1069,0.11659466475248337,0,,,,,,
1079,0.09227612614631653,0,,,,,,
1089,0.13992056250572205,0,,,,,,
1099,0.1058640107512474,0,,,,,,
1109,0.13505031168460846,0,,,,,,
1119,0.11736263334751129,0,,,,,,
1129,0.1278660148382187,0,,,,,,
1139,0.22431190311908722,0,,,,,,
1149,0.10513025522232056,0,,,,,,
1159,0.1324826031923294,0,,,,,,
1169,0.08525216579437256,0,,,,,,
1179,0.08463190495967865,0,,,,,,
1189,0.1652921438217163,0,,,,,,
1199,0.08504349738359451,0,,,,,,
1209,0.10156437009572983,0,,,,,,
1219,0.08346887677907944,0,,,,,,
1229,0.11144460737705231,0,,,,,,
1239,0.13229656219482422,0,,,,,,
1249,0.13399647176265717,0,,,,,,
1259,0.06988123059272766,0,,,,,,
1269,0.07121576368808746,0,,,,,,
1279,0.1365896463394165,0,,,,,,
1289,0.19141365587711334,0,,,,,,
1299,0.1174352690577507,0,,,,,,
1309,0.09958340227603912,0,,,,,,
1319,0.1465333104133606,0,,,,,,
1329,0.08836009353399277,0,,,,,,
