step,train_loss,epoch,val_qa_answer_f1,val_loss,val_qa_bert_score,val_qa_sas,val_qa_em,test_loss
9,0.17571145296096802,0,,,,,,
19,0.08398875594139099,0,,,,,,
29,0.07492177188396454,0,,,,,,
39,0.06737475097179413,0,,,,,,
49,0.06814557313919067,0,,,,,,
59,0.06988485157489777,0,,,,,,
69,0.04454969987273216,0,,,,,,
79,0.04320565238595009,0,,,,,,
89,0.05773480609059334,0,,,,,,
99,0.06238227337598801,0,,,,,,
109,0.05110187083482742,0,,,,,,
119,0.052207089960575104,0,,,,,,
129,0.06997320801019669,0,,,,,,
139,0.06695988774299622,0,,,,,,
149,0.08327808976173401,0,,,,,,
159,0.0647224485874176,0,,,,,,
169,0.05018651485443115,0,,,,,,
179,0.05455714464187622,0,,,,,,
189,0.055477675050497055,0,,,,,,
199,0.042854610830545425,0,,,,,,
209,0.04080665856599808,0,,,,,,
219,0.07325071096420288,0,,,,,,
229,0.05794255807995796,0,,,,,,
239,0.06805749237537384,0,,,,,,
241,,0,0.2677322328090668,0.09572296589612961,0.8293519616127014,0.3491944670677185,0.19320593774318695,
249,0.044507551938295364,1,,,,,,
259,0.04177119582891464,1,,,,,,
269,0.06489652395248413,1,,,,,,
279,0.044020649045705795,1,,,,,,
289,0.0719510093331337,1,,,,,,
299,0.03339933976531029,1,,,,,,
309,0.09962848573923111,1,,,,,,
319,0.05031450092792511,1,,,,,,
329,0.0654764249920845,1,,,,,,
339,0.05507756769657135,1,,,,,,
349,0.05239061638712883,1,,,,,,
359,0.0392255038022995,1,,,,,,
369,0.06981472671031952,1,,,,,,
379,0.07552774250507355,1,,,,,,
389,0.05209558829665184,1,,,,,,
399,0.05113690719008446,1,,,,,,
409,0.050345662981271744,1,,,,,,
419,0.07392851263284683,1,,,,,,
429,0.05780935660004616,1,,,,,,
439,0.037649791687726974,1,,,,,,
449,0.04359319061040878,1,,,,,,
459,0.05464307218790054,1,,,,,,
469,0.04101712629199028,1,,,,,,
479,0.06490448117256165,1,,,,,,
483,,1,0.2724784016609192,0.11435380578041077,0.8330075740814209,0.35633599758148193,0.19957536458969116,
489,0.04122917726635933,2,,,,,,
499,0.0414699912071228,2,,,,,,
509,0.05997110530734062,2,,,,,,
519,0.04867509379982948,2,,,,,,
529,0.05231523886322975,2,,,,,,
539,0.05542600899934769,2,,,,,,
549,0.042198240756988525,2,,,,,,
559,0.057151827961206436,2,,,,,,
569,0.06815887987613678,2,,,,,,
579,0.03705041855573654,2,,,,,,
589,0.04432174190878868,2,,,,,,
599,0.05892997607588768,2,,,,,,
609,0.0443299263715744,2,,,,,,
619,0.0451783649623394,2,,,,,,
629,0.042212072759866714,2,,,,,,
639,0.04548413306474686,2,,,,,,
649,0.04544077068567276,2,,,,,,
659,0.05374116450548172,2,,,,,,
669,0.060706380754709244,2,,,,,,
679,0.0394495390355587,2,,,,,,
689,0.0838015079498291,2,,,,,,
699,0.061591699719429016,2,,,,,,
709,0.049746494740247726,2,,,,,,
719,0.06682955473661423,2,,,,,,
725,,2,0.2923702895641327,0.1127634048461914,0.8385558724403381,0.3707401752471924,0.2186836451292038,
729,0.04492693021893501,3,,,,,,
739,0.03968039155006409,3,,,,,,
749,0.04678099602460861,3,,,,,,
759,0.03585129976272583,3,,,,,,
769,0.03835279494524002,3,,,,,,
779,0.04107498750090599,3,,,,,,
789,0.03346412628889084,3,,,,,,
799,0.045765221118927,3,,,,,,
809,0.03891422227025032,3,,,,,,
819,0.05441088601946831,3,,,,,,
829,0.04561256617307663,3,,,,,,
839,0.04700084403157234,3,,,,,,
849,0.045934028923511505,3,,,,,,
859,0.0454450324177742,3,,,,,,
869,0.02429012954235077,3,,,,,,
879,0.07283281534910202,3,,,,,,
889,0.033234406262636185,3,,,,,,
899,0.03974810615181923,3,,,,,,
909,0.03059690073132515,3,,,,,,
919,0.029349885880947113,3,,,,,,
929,0.05143405869603157,3,,,,,,
939,0.04107753559947014,3,,,,,,
949,0.03387625887989998,3,,,,,,
959,0.038782451301813126,3,,,,,,
967,,3,0.3111497461795807,0.11388654261827469,0.8411246538162231,0.37632185220718384,0.24416135251522064,
969,0.03187768906354904,4,,,,,,
979,0.03443106636404991,4,,,,,,
989,0.03353241831064224,4,,,,,,
999,0.03737473860383034,4,,,,,,
1009,0.01829134114086628,4,,,,,,
1019,0.01994217000901699,4,,,,,,
1029,0.03348323330283165,4,,,,,,
1039,0.03026971034705639,4,,,,,,
1049,0.029220812022686005,4,,,,,,
1059,0.027274690568447113,4,,,,,,
1069,0.02140650525689125,4,,,,,,
1079,0.02348223887383938,4,,,,,,
1089,0.03679974749684334,4,,,,,,
1099,0.02481391839683056,4,,,,,,
1109,0.020392604172229767,4,,,,,,
1119,0.02601185254752636,4,,,,,,
1129,0.02295130118727684,4,,,,,,
1139,0.023952903226017952,4,,,,,,
1149,0.01710849441587925,4,,,,,,
1159,0.01586957648396492,4,,,,,,
1169,0.02432679571211338,4,,,,,,
1179,0.020754924044013023,4,,,,,,
1189,0.03718110918998718,4,,,,,,
1199,0.02554299682378769,4,,,,,,
1209,0.014924631454050541,4,,,,,,
1209,,4,0.31934499740600586,0.20813892781734467,0.8455339074134827,0.3847897946834564,0.25053077936172485,
1210,,5,,,,,,0.20813892781734467
