epoch,step,train_loss,val_loss,val_qa_answer_f1,val_qa_em,val_qa_bert_score,val_qa_sas,test_loss
0,9,0.8550083041191101,,,,,,
0,19,0.3702457845211029,,,,,,
0,29,0.31514599919319153,,,,,,
0,39,0.4688091278076172,,,,,,
0,49,0.2946869730949402,,,,,,
0,59,0.420667439699173,,,,,,
0,69,0.34730178117752075,,,,,,
0,79,0.3939998745918274,,,,,,
0,89,0.24004454910755157,,,,,,
0,99,0.32949885725975037,,,,,,
0,109,0.2450144737958908,,,,,,
0,119,0.23171688616275787,,,,,,
0,120,,0.06706783920526505,0.3888912498950958,0.3011583089828491,0.8335630893707275,0.37768614292144775,
1,129,0.182355597615242,,,,,,
1,139,0.20966485142707825,,,,,,
1,149,0.23133639991283417,,,,,,
1,159,0.07332967966794968,,,,,,
1,169,0.21588514745235443,,,,,,
1,179,0.17819851636886597,,,,,,
1,189,0.1956660896539688,,,,,,
1,199,0.21241803467273712,,,,,,
1,209,0.2918614149093628,,,,,,
1,219,0.17241425812244415,,,,,,
1,229,0.24641411006450653,,,,,,
1,239,0.18141387403011322,,,,,,
1,241,,0.05261474475264549,0.47051528096199036,0.39768341183662415,0.8573744297027588,0.44829490780830383,
2,249,0.11920258402824402,,,,,,
2,259,0.10913495719432831,,,,,,
2,269,0.08424440771341324,,,,,,
2,279,0.06320305168628693,,,,,,
2,289,0.09457762539386749,,,,,,
2,299,0.1313965618610382,,,,,,
2,309,0.07208885997533798,,,,,,
2,319,0.20419898629188538,,,,,,
2,329,0.06119987741112709,,,,,,
2,339,0.05545450747013092,,,,,,
2,349,0.08094184845685959,,,,,,
2,359,0.07227717339992523,,,,,,
2,362,,0.05066417157649994,0.48986977338790894,0.41312742233276367,0.8638646602630615,0.4591628611087799,
3,369,0.10050559043884277,,,,,,
3,379,0.0662057176232338,,,,,,
3,389,0.08214204013347626,,,,,,
3,399,0.0767308846116066,,,,,,
3,409,0.07846321910619736,,,,,,
3,419,0.04645838588476181,,,,,,
3,429,0.10771980881690979,,,,,,
3,439,0.060560084879398346,,,,,,
3,449,0.047340165823698044,,,,,,
3,459,0.03426365181803703,,,,,,
3,469,0.12683597207069397,,,,,,
3,479,0.03682700917124748,,,,,,
3,483,,0.05457382649183273,0.5110146999359131,0.4324324429035187,0.8697298169136047,0.4770893156528473,
4,489,0.060618117451667786,,,,,,
4,499,0.037341900169849396,,,,,,
4,509,0.041156742721796036,,,,,,
4,519,0.041050367057323456,,,,,,
4,529,0.05417046695947647,,,,,,
4,539,0.016547882929444313,,,,,,
4,549,0.06709087640047073,,,,,,
4,559,0.025341283529996872,,,,,,
4,569,0.032618388533592224,,,,,,
4,579,0.01613452285528183,,,,,,
4,589,0.01275656372308731,,,,,,
4,599,0.037073418498039246,,,,,,
4,604,,0.06428392231464386,0.5148606300354004,0.44015443325042725,0.8687148690223694,0.4784741997718811,
5,605,,,,,,,0.06428392231464386
