train_loss,step,epoch,val_qa_sas,val_qa_answer_f1,val_loss,val_qa_bert_score,val_qa_em,test_loss
0.27209821343421936,9,0,,,,,,
0.13260173797607422,19,0,,,,,,
0.08624981343746185,29,0,,,,,,
0.22148537635803223,39,0,,,,,,
0.18864893913269043,49,0,,,,,,
1.651746392250061,59,0,,,,,,
0.34158453345298767,69,0,,,,,,
0.17661580443382263,79,0,,,,,,
0.1797885000705719,89,0,,,,,,
0.1552036553621292,99,0,,,,,,
0.05755786970257759,109,0,,,,,,
,109,0,0.6465498208999634,0.5907614231109619,0.13594913482666016,0.8866438865661621,0.3024691343307495,
0.18914566934108734,119,1,,,,,,
0.1585221290588379,129,1,,,,,,
0.2368461936712265,139,1,,,,,,
0.3160214424133301,149,1,,,,,,
0.13448460400104523,159,1,,,,,,
0.2541015148162842,169,1,,,,,,
0.11018006503582001,179,1,,,,,,
0.10156089067459106,189,1,,,,,,
0.15457113087177277,199,1,,,,,,
0.06784448772668839,209,1,,,,,,
0.4536653757095337,219,1,,,,,,
,219,1,0.6582796573638916,0.5963021516799927,0.12682673335075378,0.8881359696388245,0.3086419701576233,
0.10198888182640076,229,2,,,,,,
0.11001108586788177,239,2,,,,,,
0.13015425205230713,249,2,,,,,,
0.16966791450977325,259,2,,,,,,
0.05976146087050438,269,2,,,,,,
0.1375814825296402,279,2,,,,,,
0.06538038700819016,289,2,,,,,,
0.059374213218688965,299,2,,,,,,
0.08566663414239883,309,2,,,,,,
0.03360063210129738,319,2,,,,,,
0.468260794878006,329,2,,,,,,
,329,2,0.6709930896759033,0.6074451208114624,0.1209712028503418,0.8917902112007141,0.31481480598449707,
0.05520239099860191,339,3,,,,,,
0.07396747916936874,349,3,,,,,,
0.08581294864416122,359,3,,,,,,
0.09410206973552704,369,3,,,,,,
0.03107926808297634,379,3,,,,,,
0.07171545177698135,389,3,,,,,,
0.04867818206548691,399,3,,,,,,
0.03127288073301315,409,3,,,,,,
0.04246142879128456,419,3,,,,,,
0.019071457907557487,429,3,,,,,,
0.09596943855285645,439,3,,,,,,
,439,3,0.6742967963218689,0.6115768551826477,0.11621168255805969,0.8941107392311096,0.31481480598449707,
0.02829088643193245,449,4,,,,,,
0.046094197779893875,459,4,,,,,,
0.051056839525699615,469,4,,,,,,
0.04620133712887764,479,4,,,,,,
0.01788165420293808,489,4,,,,,,
0.024579716846346855,499,4,,,,,,
0.03430729731917381,509,4,,,,,,
0.01549877505749464,519,4,,,,,,
0.021790409460663795,529,4,,,,,,
0.01030415203422308,539,4,,,,,,
0.0437767319381237,549,4,,,,,,
,549,4,0.678286612033844,0.6112906336784363,0.12364727258682251,0.8926489353179932,0.3333333432674408,
,550,5,,,,,,0.12364727258682251
