train_loss,step,epoch,val_loss,val_qa_sas,val_qa_answer_f1,val_qa_bert_score,val_qa_em,test_avg_qa_sas,test_loss,test_avg_qa_bert_score,test_avg_qa_em,test_avg_qa_answer_f1
1.1308825016021729,9,0,,,,,,,,,,
0.824045717716217,19,0,,,,,,,,,,
0.4158291816711426,29,0,,,,,,,,,,
0.3354685604572296,39,0,,,,,,,,,,
0.8077856302261353,49,0,,,,,,,,,,
0.32144755125045776,59,0,,,,,,,,,,
0.27998632192611694,69,0,,,,,,,,,,
0.45998772978782654,79,0,,,,,,,,,,
0.34003058075904846,89,0,,,,,,,,,,
0.2533527612686157,99,0,,,,,,,,,,
0.28908342123031616,109,0,,,,,,,,,,
0.26683440804481506,119,0,,,,,,,,,,
0.299497127532959,129,0,,,,,,,,,,
0.20170314610004425,139,0,,,,,,,,,,
0.2799403965473175,149,0,,,,,,,,,,
0.20838816463947296,159,0,,,,,,,,,,
0.5496837496757507,169,0,,,,,,,,,,
0.3097269833087921,179,0,,,,,,,,,,
,187,0,0.19018442928791046,0.4768983721733093,0.4518679976463318,0.8510047793388367,0.3874015808105469,,,,,
0.22664259374141693,189,1,,,,,,,,,,
0.14786496758460999,199,1,,,,,,,,,,
0.5164735317230225,209,1,,,,,,,,,,
0.43791359663009644,219,1,,,,,,,,,,
0.14369067549705505,229,1,,,,,,,,,,
0.16782960295677185,239,1,,,,,,,,,,
0.1424267441034317,249,1,,,,,,,,,,
0.23748615384101868,259,1,,,,,,,,,,
0.2819617688655853,269,1,,,,,,,,,,
0.4824864864349365,279,1,,,,,,,,,,
0.14920058846473694,289,1,,,,,,,,,,
0.17716972529888153,299,1,,,,,,,,,,
0.22107860445976257,309,1,,,,,,,,,,
0.12818017601966858,319,1,,,,,,,,,,
0.3198431730270386,329,1,,,,,,,,,,
0.22017203271389008,339,1,,,,,,,,,,
0.11679932475090027,349,1,,,,,,,,,,
0.141204372048378,359,1,,,,,,,,,,
0.07483487576246262,369,1,,,,,,,,,,
,375,1,0.1556364744901657,0.5261651277542114,0.508386492729187,0.86735999584198,0.4488188922405243,,,,,
0.22568748891353607,379,2,,,,,,,,,,
0.3022679388523102,389,2,,,,,,,,,,
0.40002942085266113,399,2,,,,,,,,,,
0.15733812749385834,409,2,,,,,,,,,,
0.1717063933610916,419,2,,,,,,,,,,
0.20907698571681976,429,2,,,,,,,,,,
0.13062922656536102,439,2,,,,,,,,,,
0.15869252383708954,449,2,,,,,,,,,,
0.22982117533683777,459,2,,,,,,,,,,
0.12366467714309692,469,2,,,,,,,,,,
0.09448225796222687,479,2,,,,,,,,,,
0.08414967358112335,489,2,,,,,,,,,,
0.12897560000419617,499,2,,,,,,,,,,
0.1293260008096695,509,2,,,,,,,,,,
0.0992642343044281,519,2,,,,,,,,,,
0.14843788743019104,529,2,,,,,,,,,,
0.09322299808263779,539,2,,,,,,,,,,
0.22535179555416107,549,2,,,,,,,,,,
0.0872366726398468,559,2,,,,,,,,,,
,563,2,0.13083165884017944,0.5631695985794067,0.5468669533729553,0.8779202699661255,0.4850393831729889,,,,,
0.09194923937320709,569,3,,,,,,,,,,
0.20216570794582367,579,3,,,,,,,,,,
0.08156012743711472,589,3,,,,,,,,,,
0.06554281711578369,599,3,,,,,,,,,,
0.13501155376434326,609,3,,,,,,,,,,
0.1272723525762558,619,3,,,,,,,,,,
0.11682293564081192,629,3,,,,,,,,,,
0.1148996502161026,639,3,,,,,,,,,,
0.2007947564125061,649,3,,,,,,,,,,
0.1345488429069519,659,3,,,,,,,,,,
0.10387517511844635,669,3,,,,,,,,,,
0.09221061319112778,679,3,,,,,,,,,,
0.1336066871881485,689,3,,,,,,,,,,
0.30988752841949463,699,3,,,,,,,,,,
0.20715810358524323,709,3,,,,,,,,,,
0.32654106616973877,719,3,,,,,,,,,,
0.0897352322936058,729,3,,,,,,,,,,
0.1160857081413269,739,3,,,,,,,,,,
0.09166016429662704,749,3,,,,,,,,,,
,751,3,0.12040948122739792,0.5806103944778442,0.5683741569519043,0.8837786912918091,0.5149606466293335,,,,,
0.16234394907951355,759,4,,,,,,,,,,
0.08342328667640686,769,4,,,,,,,,,,
0.10448548197746277,779,4,,,,,,,,,,
0.09873396158218384,789,4,,,,,,,,,,
0.12407055497169495,799,4,,,,,,,,,,
0.11958632618188858,809,4,,,,,,,,,,
0.08964838832616806,819,4,,,,,,,,,,
0.38252758979797363,829,4,,,,,,,,,,
0.08411728590726852,839,4,,,,,,,,,,
0.07718807458877563,849,4,,,,,,,,,,
0.04648563638329506,859,4,,,,,,,,,,
0.12063662707805634,869,4,,,,,,,,,,
0.17722885310649872,879,4,,,,,,,,,,
0.15136902034282684,889,4,,,,,,,,,,
0.22176040709018707,899,4,,,,,,,,,,
0.3640737235546112,909,4,,,,,,,,,,
0.2165633738040924,919,4,,,,,,,,,,
0.08369181305170059,929,4,,,,,,,,,,
0.00628309091553092,939,4,,,,,,,,,,
,939,4,0.11252356320619583,0.6081279516220093,0.6031633615493774,0.8943063616752625,0.5433070659637451,,,,,
,940,5,,,,,,0.6081279516220093,0.11252356320619583,0.8943063616752625,0.5433070659637451,0.6031633615493774
