epoch,step,train_loss,val_qa_em,val_loss,val_qa_bert_score,val_qa_answer_f1,val_qa_sas,test_loss
0,9,0.12093444168567657,,,,,,
0,19,0.07743070274591446,,,,,,
0,29,0.07074859738349915,,,,,,
0,39,0.08636129647493362,,,,,,
0,49,0.05795266106724739,,,,,,
0,59,0.04011974111199379,,,,,,
0,69,0.04348595812916756,,,,,,
0,79,0.07131082564592361,,,,,,
0,89,0.07496576756238937,,,,,,
0,99,0.052526794373989105,,,,,,
0,109,0.05318528786301613,,,,,,
0,119,0.07141375541687012,,,,,,
0,129,0.05214257165789604,,,,,,
0,139,0.05876592919230461,,,,,,
0,149,0.06476075202226639,,,,,,
0,159,0.05016160011291504,,,,,,
0,169,0.06295432150363922,,,,,,
0,179,0.059344153851270676,,,,,,
0,189,0.07474285364151001,,,,,,
0,199,0.034413885325193405,,,,,,
0,209,0.03577724099159241,,,,,,
0,219,0.08984500169754028,,,,,,
0,229,0.050320424139499664,,,,,,
0,236,,0.20428015291690826,0.1001291424036026,0.8277535438537598,0.27288618683815,0.3576708734035492,
1,239,0.054363805800676346,,,,,,
1,249,0.05304280295968056,,,,,,
1,259,0.06591258198022842,,,,,,
1,269,0.062185946851968765,,,,,,
1,279,0.05573931708931923,,,,,,
1,289,0.05198293179273605,,,,,,
1,299,0.06421709060668945,,,,,,
1,309,0.05191761627793312,,,,,,
1,319,0.051283098757267,,,,,,
1,329,0.0532616525888443,,,,,,
1,339,0.061274319887161255,,,,,,
1,349,0.05003899708390236,,,,,,
1,359,0.06955428421497345,,,,,,
1,369,0.047952596098184586,,,,,,
1,379,0.03763039410114288,,,,,,
1,389,0.05090520903468132,,,,,,
1,399,0.0460042767226696,,,,,,
1,409,0.04549869894981384,,,,,,
1,419,0.040661074221134186,,,,,,
1,429,0.053741101175546646,,,,,,
1,439,0.03951432555913925,,,,,,
1,449,0.06316345185041428,,,,,,
1,459,0.05079221352934837,,,,,,
1,469,0.05107584223151207,,,,,,
1,473,,0.21984435617923737,0.12034504860639572,0.8372989296913147,0.291604608297348,0.3776717782020569,
2,479,0.06030520424246788,,,,,,
2,489,0.04000705108046532,,,,,,
2,499,0.04927133396267891,,,,,,
2,509,0.04512801021337509,,,,,,
2,519,0.04136114567518234,,,,,,
2,529,0.05500065162777901,,,,,,
2,539,0.057519182562828064,,,,,,
2,549,0.041544899344444275,,,,,,
2,559,0.0411282442510128,,,,,,
2,569,0.039836931973695755,,,,,,
2,579,0.0398886576294899,,,,,,
2,589,0.04477104917168617,,,,,,
2,599,0.029737718403339386,,,,,,
2,609,0.04560716450214386,,,,,,
2,619,0.03972795978188515,,,,,,
2,629,0.03876074403524399,,,,,,
2,639,0.06056088209152222,,,,,,
2,649,0.04071555659174919,,,,,,
2,659,0.06397296488285065,,,,,,
2,669,0.039850879460573196,,,,,,
2,679,0.05201262608170509,,,,,,
2,689,0.042131099849939346,,,,,,
2,699,0.04990658909082413,,,,,,
2,709,0.0377664752304554,,,,,,
2,710,,0.22957198321819305,0.12156259268522263,0.8408752083778381,0.30317315459251404,0.3874575197696686,
3,719,0.052691105753183365,,,,,,
3,729,0.03495383635163307,,,,,,
3,739,0.036341942846775055,,,,,,
3,749,0.03492533415555954,,,,,,
3,759,0.0563449002802372,,,,,,
3,769,0.05175362899899483,,,,,,
3,779,0.0421995110809803,,,,,,
3,789,0.03497466444969177,,,,,,
3,799,0.03603747859597206,,,,,,
3,809,0.03637158125638962,,,,,,
3,819,0.059264350682497025,,,,,,
3,829,0.041739288717508316,,,,,,
3,839,0.022991757839918137,,,,,,
3,849,0.03318474069237709,,,,,,
3,859,0.032127946615219116,,,,,,
3,869,0.03383741155266762,,,,,,
3,879,0.04021485522389412,,,,,,
3,889,0.04529104381799698,,,,,,
3,899,0.030746258795261383,,,,,,
3,909,0.033458080142736435,,,,,,
3,919,0.03187550976872444,,,,,,
3,929,0.03203925862908363,,,,,,
3,939,0.06659771502017975,,,,,,
3,947,,0.23540855944156647,0.1524827778339386,0.8416839241981506,0.30789557099342346,0.38723093271255493,
4,949,0.05719989165663719,,,,,,
4,959,0.02698490209877491,,,,,,
4,969,0.027304502204060555,,,,,,
4,979,0.03364623710513115,,,,,,
4,989,0.01732655055820942,,,,,,
4,999,0.04252597317099571,,,,,,
4,1009,0.021483568474650383,,,,,,
4,1019,0.028161577880382538,,,,,,
4,1029,0.021881988272070885,,,,,,
4,1039,0.02885887771844864,,,,,,
4,1049,0.01792440563440323,,,,,,
4,1059,0.046482231467962265,,,,,,
4,1069,0.03443266451358795,,,,,,
4,1079,0.02296133153140545,,,,,,
4,1089,0.04282677173614502,,,,,,
4,1099,0.0258024949580431,,,,,,
4,1109,0.016358554363250732,,,,,,
4,1119,0.029471971094608307,,,,,,
4,1129,0.025442713871598244,,,,,,
4,1139,0.01687759719789028,,,,,,
4,1149,0.005023809615522623,,,,,,
4,1159,0.014451536349952221,,,,,,
4,1169,0.016427144408226013,,,,,,
4,1179,0.015478285029530525,,,,,,
4,1184,,0.24513618648052216,0.26447004079818726,0.843705415725708,0.31314530968666077,0.3898090124130249,
5,1185,,,,,,,0.26447004079818726
