train_loss,step,epoch,val_qa_answer_f1,val_qa_sas,val_loss,val_qa_em,val_qa_bert_score,test_avg_qa_answer_f1,test_avg_qa_sas,test_loss,test_avg_qa_em,test_avg_qa_bert_score
0.6799962520599365,9,0,,,,,,,,,,
0.6843745708465576,19,0,,,,,,,,,,
0.5082126259803772,29,0,,,,,,,,,,
0.31813400983810425,39,0,,,,,,,,,,
0.417001336812973,49,0,,,,,,,,,,
0.4685633182525635,59,0,,,,,,,,,,
0.3017529845237732,69,0,,,,,,,,,,
0.31070467829704285,79,0,,,,,,,,,,
0.2882065176963806,89,0,,,,,,,,,,
0.20283132791519165,99,0,,,,,,,,,,
0.2294977456331253,109,0,,,,,,,,,,
0.25704625248908997,119,0,,,,,,,,,,
0.2819100618362427,129,0,,,,,,,,,,
0.21698419749736786,139,0,,,,,,,,,,
0.3861287832260132,149,0,,,,,,,,,,
0.27197960019111633,159,0,,,,,,,,,,
0.3505525588989258,169,0,,,,,,,,,,
0.4129120707511902,179,0,,,,,,,,,,
,187,0,0.44788414239883423,0.4795403480529785,0.16627150774002075,0.3858267664909363,0.8525645136833191,,,,,
0.21929985284805298,189,1,,,,,,,,,,
0.1731366217136383,199,1,,,,,,,,,,
0.3574739396572113,209,1,,,,,,,,,,
0.16316987574100494,219,1,,,,,,,,,,
0.21757818758487701,229,1,,,,,,,,,,
0.23224186897277832,239,1,,,,,,,,,,
0.20121121406555176,249,1,,,,,,,,,,
0.21337907016277313,259,1,,,,,,,,,,
0.35736513137817383,269,1,,,,,,,,,,
0.4379834830760956,279,1,,,,,,,,,,
0.18802396953105927,289,1,,,,,,,,,,
0.19538317620754242,299,1,,,,,,,,,,
0.2441992610692978,309,1,,,,,,,,,,
0.14581844210624695,319,1,,,,,,,,,,
0.3351696729660034,329,1,,,,,,,,,,
0.3000352084636688,339,1,,,,,,,,,,
0.15026947855949402,349,1,,,,,,,,,,
0.15747740864753723,359,1,,,,,,,,,,
0.13207373023033142,369,1,,,,,,,,,,
,375,1,0.4743714928627014,0.4983406066894531,0.15201972424983978,0.4125984311103821,0.8605278134346008,,,,,
0.31662610173225403,379,2,,,,,,,,,,
0.13139574229717255,389,2,,,,,,,,,,
0.18826428055763245,399,2,,,,,,,,,,
0.24136020243167877,409,2,,,,,,,,,,
0.14859235286712646,419,2,,,,,,,,,,
0.2447574883699417,429,2,,,,,,,,,,
0.16726672649383545,439,2,,,,,,,,,,
0.16703352332115173,449,2,,,,,,,,,,
0.23740413784980774,459,2,,,,,,,,,,
0.22271029651165009,469,2,,,,,,,,,,
0.13993409276008606,479,2,,,,,,,,,,
0.10687147825956345,489,2,,,,,,,,,,
0.12773121893405914,499,2,,,,,,,,,,
0.14936360716819763,509,2,,,,,,,,,,
0.13185885548591614,519,2,,,,,,,,,,
0.23387175798416138,529,2,,,,,,,,,,
0.16745342314243317,539,2,,,,,,,,,,
0.1937347650527954,549,2,,,,,,,,,,
0.10658236593008041,559,2,,,,,,,,,,
,563,2,0.5016391277313232,0.5241165161132812,0.14056044816970825,0.4440944790840149,0.8667222261428833,,,,,
0.09250836819410324,569,3,,,,,,,,,,
0.20731361210346222,579,3,,,,,,,,,,
0.1447109878063202,589,3,,,,,,,,,,
0.10498148202896118,599,3,,,,,,,,,,
0.1921597123146057,609,3,,,,,,,,,,
0.1795712262392044,619,3,,,,,,,,,,
0.13344788551330566,629,3,,,,,,,,,,
0.15352246165275574,639,3,,,,,,,,,,
0.22893725335597992,649,3,,,,,,,,,,
0.17744752764701843,659,3,,,,,,,,,,
0.15392844378948212,669,3,,,,,,,,,,
0.07344717532396317,679,3,,,,,,,,,,
0.14030958712100983,689,3,,,,,,,,,,
0.11744672060012817,699,3,,,,,,,,,,
0.1908583790063858,709,3,,,,,,,,,,
0.3505855202674866,719,3,,,,,,,,,,
0.12442740052938461,729,3,,,,,,,,,,
0.15080001950263977,739,3,,,,,,,,,,
0.10290386527776718,749,3,,,,,,,,,,
,751,3,0.5189125537872314,0.5361825227737427,0.129802867770195,0.4677165448665619,0.8726158142089844,,,,,
0.0939515084028244,759,4,,,,,,,,,,
0.08674842864274979,769,4,,,,,,,,,,
0.14571167528629303,779,4,,,,,,,,,,
0.0975089743733406,789,4,,,,,,,,,,
0.09465470910072327,799,4,,,,,,,,,,
0.16597403585910797,809,4,,,,,,,,,,
0.1080327257514,819,4,,,,,,,,,,
0.16317184269428253,829,4,,,,,,,,,,
0.09925922751426697,839,4,,,,,,,,,,
0.11473047733306885,849,4,,,,,,,,,,
0.1487138420343399,859,4,,,,,,,,,,
0.19656410813331604,869,4,,,,,,,,,,
0.23630118370056152,879,4,,,,,,,,,,
0.16617277264595032,889,4,,,,,,,,,,
0.13546670973300934,899,4,,,,,,,,,,
0.5253975987434387,909,4,,,,,,,,,,
0.19543896615505219,919,4,,,,,,,,,,
0.17466898262500763,929,4,,,,,,,,,,
0.027085553854703903,939,4,,,,,,,,,,
,939,4,0.5245541930198669,0.547562301158905,0.13039658963680267,0.4724409580230713,0.8753269910812378,,,,,
,940,5,,,,,,0.5245541930198669,0.547562301158905,0.13039658963680267,0.4724409580230713,0.8753269910812378
