epoch,step,train_loss,val_qa_bert_score,val_qa_em,val_loss,val_qa_sas,val_qa_answer_f1,test_loss
0,9,0.10093870759010315,,,,,,
0,19,0.0848529189825058,,,,,,
0,29,0.047262948006391525,,,,,,
0,39,0.112405925989151,,,,,,
0,49,0.0802539512515068,,,,,,
0,59,0.04853163659572601,,,,,,
0,69,0.057755064219236374,,,,,,
0,79,0.0479726605117321,,,,,,
0,89,0.046333737671375275,,,,,,
0,99,0.05524008348584175,,,,,,
0,109,0.04883899167180061,,,,,,
0,119,0.07678002864122391,,,,,,
0,129,0.04350531846284866,,,,,,
0,139,0.05391987785696983,,,,,,
0,149,0.06403737515211105,,,,,,
0,159,0.051562536507844925,,,,,,
0,169,0.062145959585905075,,,,,,
0,179,0.06097683683037758,,,,,,
0,189,0.06257176399230957,,,,,,
0,199,0.051449742168188095,,,,,,
0,209,0.04055636376142502,,,,,,
0,219,0.05033425614237785,,,,,,
0,229,0.058967430144548416,,,,,,
0,239,0.08012111485004425,,,,,,
0,249,0.06321049481630325,,,,,,
0,249,,0.8545845150947571,0.2825552821159363,0.10079489648342133,0.43720394372940063,0.35280752182006836,
1,259,0.05040653795003891,,,,,,
1,269,0.04649379476904869,,,,,,
1,279,0.04386679083108902,,,,,,
1,289,0.06425739824771881,,,,,,
1,299,0.07614865154027939,,,,,,
1,309,0.06956841796636581,,,,,,
1,319,0.051860976964235306,,,,,,
1,329,0.06400924921035767,,,,,,
1,339,0.06828445196151733,,,,,,
1,349,0.061171989887952805,,,,,,
1,359,0.05577680096030235,,,,,,
1,369,0.04931897297501564,,,,,,
1,379,0.05022905394434929,,,,,,
1,389,0.05076747387647629,,,,,,
1,399,0.048663485795259476,,,,,,
1,409,0.06393264979124069,,,,,,
1,419,0.050255775451660156,,,,,,
1,429,0.04833880066871643,,,,,,
1,439,0.03982100263237953,,,,,,
1,449,0.04812835529446602,,,,,,
1,459,0.04718564823269844,,,,,,
1,469,0.044551268219947815,,,,,,
1,479,0.05388449504971504,,,,,,
1,489,0.059351325035095215,,,,,,
1,499,0.06942079961299896,,,,,,
1,499,,0.8594834804534912,0.3071253001689911,0.10839521884918213,0.4562981426715851,0.3761899471282959,
2,509,0.04744431748986244,,,,,,
2,519,0.0448828786611557,,,,,,
2,529,0.04228664189577103,,,,,,
2,539,0.05194666236639023,,,,,,
2,549,0.06799980998039246,,,,,,
2,559,0.059771496802568436,,,,,,
2,569,0.042809247970581055,,,,,,
2,579,0.059226032346487045,,,,,,
2,589,0.06346677988767624,,,,,,
2,599,0.05630544200539589,,,,,,
2,609,0.04754992574453354,,,,,,
2,619,0.042278166860342026,,,,,,
2,629,0.048907846212387085,,,,,,
2,639,0.04496779292821884,,,,,,
2,649,0.046648040413856506,,,,,,
2,659,0.05826908349990845,,,,,,
2,669,0.040965307503938675,,,,,,
2,679,0.04141136258840561,,,,,,
2,689,0.03473052382469177,,,,,,
2,699,0.03969381004571915,,,,,,
2,709,0.04039895161986351,,,,,,
2,719,0.040123336017131805,,,,,,
2,729,0.04250764474272728,,,,,,
2,739,0.05692996829748154,,,,,,
2,749,0.059961579740047455,,,,,,
2,749,,0.86063152551651,0.312039315700531,0.12175960838794708,0.4566558599472046,0.3805413544178009,
3,759,0.04351585730910301,,,,,,
3,769,0.03909091651439667,,,,,,
3,779,0.033777978271245956,,,,,,
3,789,0.04205050319433212,,,,,,
3,799,0.055622976273298264,,,,,,
3,809,0.04695180803537369,,,,,,
3,819,0.0331919826567173,,,,,,
3,829,0.05399486795067787,,,,,,
3,839,0.057613592594861984,,,,,,
3,849,0.048711732029914856,,,,,,
3,859,0.037198178470134735,,,,,,
3,869,0.03204202279448509,,,,,,
3,879,0.039627157151699066,,,,,,
3,889,0.037517569959163666,,,,,,
3,899,0.042165085673332214,,,,,,
3,909,0.04684651643037796,,,,,,
3,919,0.024229098111391068,,,,,,
3,929,0.03439094498753548,,,,,,
3,939,0.022668907418847084,,,,,,
3,949,0.020594002678990364,,,,,,
3,959,0.027729982510209084,,,,,,
3,969,0.02701737731695175,,,,,,
3,979,0.019670063629746437,,,,,,
3,989,0.05076945573091507,,,,,,
3,999,0.04453238472342491,,,,,,
3,999,,0.8630196452140808,0.3243243098258972,0.22257694602012634,0.470430463552475,0.38906893134117126,
4,1009,0.03341782093048096,,,,,,
4,1019,0.03007880598306656,,,,,,
4,1029,0.02163439430296421,,,,,,
4,1039,0.02366931177675724,,,,,,
4,1049,0.026986919343471527,,,,,,
4,1059,0.01515133399516344,,,,,,
4,1069,0.013625415973365307,,,,,,
4,1079,0.03357865288853645,,,,,,
4,1089,0.03473207354545593,,,,,,
4,1099,0.03236888349056244,,,,,,
4,1109,0.02433663047850132,,,,,,
4,1119,0.011359305121004581,,,,,,
4,1129,0.014891603961586952,,,,,,
4,1139,0.019870491698384285,,,,,,
4,1149,0.023809628561139107,,,,,,
4,1159,0.012827214784920216,,,,,,
4,1169,0.007277271244674921,,,,,,
4,1179,0.011395048350095749,,,,,,
4,1189,0.004252649378031492,,,,,,
4,1199,0.004566160496324301,,,,,,
4,1209,0.013690782710909843,,,,,,
4,1219,0.004386406857520342,,,,,,
4,1229,0.0029955748468637466,,,,,,
4,1239,0.019166309386491776,,,,,,
4,1249,0.003704284317791462,,,,,,
4,1249,,0.8618393540382385,0.3316953182220459,0.4241056442260742,0.4677189886569977,0.39247971773147583,
5,1250,,,,,,,0.4241056442260742
