step,train_loss,epoch,val_loss,val_qa_sas,val_qa_em,val_qa_bert_score,val_qa_answer_f1,test_loss
9,0.1323218047618866,0,,,,,,
19,0.0400516539812088,0,,,,,,
29,0.04672112315893173,0,,,,,,
39,0.05911702662706375,0,,,,,,
49,0.041141901165246964,0,,,,,,
59,0.0528157614171505,0,,,,,,
69,0.027733653783798218,0,,,,,,
79,0.036338552832603455,0,,,,,,
89,0.03331073001027107,0,,,,,,
99,0.0446169450879097,0,,,,,,
109,0.06374016404151917,0,,,,,,
119,0.03050871193408966,0,,,,,,
129,0.033326633274555206,0,,,,,,
139,0.04370782896876335,0,,,,,,
149,0.038580626249313354,0,,,,,,
159,0.028830882161855698,0,,,,,,
169,0.022619575262069702,0,,,,,,
179,0.03885631263256073,0,,,,,,
189,0.03195583075284958,0,,,,,,
199,0.030002722516655922,0,,,,,,
209,0.028321370482444763,0,,,,,,
219,0.03324039280414581,0,,,,,,
229,0.03983981907367706,0,,,,,,
239,0.02945559471845627,0,,,,,,
249,0.02837255410850048,0,,,,,,
259,0.029284324496984482,0,,,,,,
269,0.03577135503292084,0,,,,,,
279,0.03511372581124306,0,,,,,,
289,0.05786566436290741,0,,,,,,
299,0.046941839158535004,0,,,,,,
309,0.030428970232605934,0,,,,,,
319,0.03327273204922676,0,,,,,,
329,0.04339384660124779,0,,,,,,
339,0.048443231731653214,0,,,,,,
349,0.06457016617059708,0,,,,,,
359,0.05369602516293526,0,,,,,,
369,0.04882659763097763,0,,,,,,
379,0.03796162083745003,0,,,,,,
389,0.028244784101843834,0,,,,,,
399,0.03747394680976868,0,,,,,,
409,0.05504231154918671,0,,,,,,
419,0.04921422898769379,0,,,,,,
429,0.0368507094681263,0,,,,,,
439,0.0336475744843483,0,,,,,,
449,0.05228610336780548,0,,,,,,
459,0.026863127946853638,0,,,,,,
461,,0,0.10710545629262924,0.3631015121936798,0.21052631735801697,0.8328083157539368,0.2854924499988556,
469,0.027588222175836563,1,,,,,,
479,0.034995462745428085,1,,,,,,
489,0.01996087282896042,1,,,,,,
499,0.05036194249987602,1,,,,,,
509,0.04878656566143036,1,,,,,,
519,0.04010028764605522,1,,,,,,
529,0.07365350425243378,1,,,,,,
539,0.04290733113884926,1,,,,,,
549,0.051677875220775604,1,,,,,,
559,0.05928707867860794,1,,,,,,
569,0.031170597299933434,1,,,,,,
579,0.04332825168967247,1,,,,,,
589,0.023116763681173325,1,,,,,,
599,0.03369543328881264,1,,,,,,
609,0.030236421152949333,1,,,,,,
619,0.04993327334523201,1,,,,,,
629,0.033230334520339966,1,,,,,,
639,0.04999065399169922,1,,,,,,
649,0.03578290715813637,1,,,,,,
659,0.033505313098430634,1,,,,,,
669,0.030618026852607727,1,,,,,,
679,0.0580359622836113,1,,,,,,
689,0.037444960325956345,1,,,,,,
699,0.03989935293793678,1,,,,,,
709,0.031154043972492218,1,,,,,,
719,0.031572699546813965,1,,,,,,
729,0.03124561719596386,1,,,,,,
739,0.04243166744709015,1,,,,,,
749,0.04344513639807701,1,,,,,,
759,0.04685695096850395,1,,,,,,
769,0.03551103547215462,1,,,,,,
779,0.1046924963593483,1,,,,,,
789,0.05998241901397705,1,,,,,,
799,0.037562474608421326,1,,,,,,
809,0.03038930520415306,1,,,,,,
819,0.027457334101200104,1,,,,,,
829,0.03994021564722061,1,,,,,,
839,0.04705594852566719,1,,,,,,
849,0.026611121371388435,1,,,,,,
859,0.04618852585554123,1,,,,,,
869,0.032807834446430206,1,,,,,,
879,0.032546769827604294,1,,,,,,
889,0.06284710019826889,1,,,,,,
899,0.04423697292804718,1,,,,,,
909,0.03354122117161751,1,,,,,,
919,0.02718319743871689,1,,,,,,
923,,1,0.08527105301618576,0.3687739074230194,0.21883656084537506,0.8332482576370239,0.2937013804912567,
929,0.03559117391705513,2,,,,,,
939,0.041992079466581345,2,,,,,,
949,0.02113884501159191,2,,,,,,
959,0.04610559716820717,2,,,,,,
969,0.02521476335823536,2,,,,,,
979,0.036554209887981415,2,,,,,,
989,0.021501664072275162,2,,,,,,
999,0.023809662088751793,2,,,,,,
1009,0.053084846585989,2,,,,,,
1019,0.03475093096494675,2,,,,,,
1029,0.04303519427776337,2,,,,,,
1039,0.019298354163765907,2,,,,,,
1049,0.029105544090270996,2,,,,,,
1059,0.023102115839719772,2,,,,,,
1069,0.027563629671931267,2,,,,,,
