train_loss,step,epoch,val_loss,val_qa_sas,val_qa_answer_f1,val_qa_bert_score,val_qa_em,test_loss
0.47074803709983826,9,0,,,,,,
0.39246901869773865,19,0,,,,,,
0.24415254592895508,29,0,,,,,,
0.4440937340259552,39,0,,,,,,
0.22277525067329407,49,0,,,,,,
0.3161870837211609,59,0,,,,,,
0.14931060373783112,69,0,,,,,,
0.20045697689056396,79,0,,,,,,
0.24896970391273499,89,0,,,,,,
0.21549049019813538,99,0,,,,,,
0.2742520272731781,109,0,,,,,,
0.2855744957923889,119,0,,,,,,
0.2548675239086151,129,0,,,,,,
0.3357459008693695,139,0,,,,,,
0.2742622196674347,149,0,,,,,,
0.20412345230579376,159,0,,,,,,
0.20792923867702484,169,0,,,,,,
0.15722288191318512,179,0,,,,,,
0.26247161626815796,189,0,,,,,,
0.15658767521381378,199,0,,,,,,
0.19351376593112946,209,0,,,,,,
0.19650337100028992,219,0,,,,,,
0.22857162356376648,229,0,,,,,,
0.23338524997234344,239,0,,,,,,
0.19333955645561218,249,0,,,,,,
0.1345587521791458,259,0,,,,,,
0.23629890382289886,269,0,,,,,,
0.15898245573043823,279,0,,,,,,
0.12279507517814636,289,0,,,,,,
0.20237235724925995,299,0,,,,,,
0.139799103140831,309,0,,,,,,
0.15910977125167847,319,0,,,,,,
0.1831008940935135,329,0,,,,,,
0.14432358741760254,339,0,,,,,,
,345,0,0.12047812342643738,0.366610586643219,0.32270029187202454,0.8016594052314758,0.261428564786911,
0.12822678685188293,349,1,,,,,,
0.12683352828025818,359,1,,,,,,
0.1370699554681778,369,1,,,,,,
0.14802509546279907,379,1,,,,,,
0.1645614206790924,389,1,,,,,,
0.2709499001502991,399,1,,,,,,
0.12420859187841415,409,1,,,,,,
0.14138971269130707,419,1,,,,,,
0.19714738428592682,429,1,,,,,,
0.09608331322669983,439,1,,,,,,
0.19782529771327972,449,1,,,,,,
0.20390452444553375,459,1,,,,,,
0.1666581779718399,469,1,,,,,,
0.1997666209936142,479,1,,,,,,
0.20130760967731476,489,1,,,,,,
0.16819891333580017,499,1,,,,,,
0.11122635006904602,509,1,,,,,,
0.15202350914478302,519,1,,,,,,
0.1969441920518875,529,1,,,,,,
0.25346237421035767,539,1,,,,,,
0.11083760112524033,549,1,,,,,,
0.08140720427036285,559,1,,,,,,
0.14128726720809937,569,1,,,,,,
0.1337108016014099,579,1,,,,,,
0.264435738325119,589,1,,,,,,
0.09457476437091827,599,1,,,,,,
0.12837931513786316,609,1,,,,,,
0.12919677793979645,619,1,,,,,,
0.20381540060043335,629,1,,,,,,
0.16090388596057892,639,1,,,,,,
0.19648121297359467,649,1,,,,,,
0.12477544695138931,659,1,,,,,,
0.16293008625507355,669,1,,,,,,
0.1250738501548767,679,1,,,,,,
0.15671798586845398,689,1,,,,,,
,691,1,0.11533461511135101,0.41990190744400024,0.3899152874946594,0.8222450017929077,0.33142855763435364,
0.13181160390377045,699,2,,,,,,
0.13575896620750427,709,2,,,,,,
0.10992493480443954,719,2,,,,,,
0.07970106601715088,729,2,,,,,,
0.07592681795358658,739,2,,,,,,
0.14053283631801605,749,2,,,,,,
0.125039741396904,759,2,,,,,,
0.07614841312170029,769,2,,,,,,
0.13162435591220856,779,2,,,,,,
0.10753518342971802,789,2,,,,,,
0.11248064041137695,799,2,,,,,,
0.09649039804935455,809,2,,,,,,
0.13617461919784546,819,2,,,,,,
0.07764853537082672,829,2,,,,,,
0.09114974737167358,839,2,,,,,,
0.0885787233710289,849,2,,,,,,
0.08717113733291626,859,2,,,,,,
0.15846697986125946,869,2,,,,,,
0.08944603055715561,879,2,,,,,,
0.07315308600664139,889,2,,,,,,
0.09495909512042999,899,2,,,,,,
0.08990035951137543,909,2,,,,,,
0.0952562764286995,919,2,,,,,,
0.05915067344903946,929,2,,,,,,
0.11655737459659576,939,2,,,,,,
0.06390301883220673,949,2,,,,,,
0.14079615473747253,959,2,,,,,,
0.08861205726861954,969,2,,,,,,
0.07040457427501678,979,2,,,,,,
0.09460162371397018,989,2,,,,,,
0.12366779893636703,999,2,,,,,,
0.11265411227941513,1009,2,,,,,,
0.21280834078788757,1019,2,,,,,,
0.1454804688692093,1029,2,,,,,,
,1037,2,0.11233579367399216,0.43720096349716187,0.4065237045288086,0.8270305395126343,0.3499999940395355,
0.09235403686761856,1039,3,,,,,,
0.048933785408735275,1049,3,,,,,,
0.13509993255138397,1059,3,,,,,,
0.10135605931282043,1069,3,,,,,,
0.12540879845619202,1079,3,,,,,,
0.10125192999839783,1089,3,,,,,,
0.05869761109352112,1099,3,,,,,,
