step,train_loss,epoch,val_qa_answer_f1,val_loss,val_qa_em,val_qa_sas,val_qa_bert_score,test_loss
9,0.5164160132408142,0,,,,,,
19,0.1013379618525505,0,,,,,,
29,0.25640133023262024,0,,,,,,
39,0.36397585272789,0,,,,,,
49,0.2800772190093994,0,,,,,,
59,0.13502559065818787,0,,,,,,
69,0.26849642395973206,0,,,,,,
79,0.13581864535808563,0,,,,,,
89,0.1301582306623459,0,,,,,,
99,0.21606698632240295,0,,,,,,
109,0.10999631881713867,0,,,,,,
119,0.2031899094581604,0,,,,,,
129,0.0955372154712677,0,,,,,,
139,0.10244990140199661,0,,,,,,
149,0.22364367544651031,0,,,,,,
159,0.15611615777015686,0,,,,,,
169,0.15429098904132843,0,,,,,,
179,0.12484076619148254,0,,,,,,
189,0.1412714570760727,0,,,,,,
199,0.12762604653835297,0,,,,,,
209,0.18265841901302338,0,,,,,,
219,0.16341227293014526,0,,,,,,
229,0.09820841252803802,0,,,,,,
239,0.14896485209465027,0,,,,,,
249,0.21189840137958527,0,,,,,,
259,0.08373063802719116,0,,,,,,
269,0.22710464894771576,0,,,,,,
279,0.1695827841758728,0,,,,,,
289,0.1382291167974472,0,,,,,,
299,0.09898464381694794,0,,,,,,
309,0.16906727850437164,0,,,,,,
319,0.1346721649169922,0,,,,,,
329,0.14032991230487823,0,,,,,,
339,0.14436452090740204,0,,,,,,
349,0.22860203683376312,0,,,,,,
351,,0,0.23473502695560455,0.12115942686796188,0.16871166229248047,0.2868335545063019,0.7793506979942322,
359,0.10329574346542358,1,,,,,,
369,0.19388605654239655,1,,,,,,
379,0.08586433529853821,1,,,,,,
389,0.15239791572093964,1,,,,,,
399,0.09127122908830643,1,,,,,,
409,0.10915422439575195,1,,,,,,
419,0.08264532685279846,1,,,,,,
429,0.12732073664665222,1,,,,,,
439,0.10578113794326782,1,,,,,,
449,0.1149447113275528,1,,,,,,
459,0.24003033339977264,1,,,,,,
469,0.1328730285167694,1,,,,,,
479,0.10220030695199966,1,,,,,,
489,0.10105574131011963,1,,,,,,
499,0.13188444077968597,1,,,,,,
509,0.10908345878124237,1,,,,,,
519,0.13306386768817902,1,,,,,,
529,0.08212971687316895,1,,,,,,
539,0.09713441878557205,1,,,,,,
549,0.14817360043525696,1,,,,,,
559,0.08929885923862457,1,,,,,,
569,0.10521891713142395,1,,,,,,
579,0.10120803862810135,1,,,,,,
589,0.07928747683763504,1,,,,,,
599,0.09881282597780228,1,,,,,,
609,0.14466416835784912,1,,,,,,
619,0.11399608850479126,1,,,,,,
629,0.06348025053739548,1,,,,,,
639,0.08917320519685745,1,,,,,,
649,0.10907752066850662,1,,,,,,
659,0.1177292913198471,1,,,,,,
669,0.20008879899978638,1,,,,,,
679,0.13266989588737488,1,,,,,,
689,0.1720428317785263,1,,,,,,
699,0.055832989513874054,1,,,,,,
703,,1,0.25762760639190674,0.09249996393918991,0.19478528201580048,0.3244289755821228,0.7873333692550659,
709,0.09080786257982254,2,,,,,,
719,0.04220030829310417,2,,,,,,
729,0.11098833382129669,2,,,,,,
739,0.11446655541658401,2,,,,,,
749,0.080632284283638,2,,,,,,
759,0.12549571692943573,2,,,,,,
769,0.11200924217700958,2,,,,,,
779,0.14591757953166962,2,,,,,,
789,0.07120863348245621,2,,,,,,
799,0.1257125735282898,2,,,,,,
809,0.11957761645317078,2,,,,,,
819,0.12587961554527283,2,,,,,,
829,0.0975760817527771,2,,,,,,
839,0.087211973965168,2,,,,,,
849,0.06726005673408508,2,,,,,,
859,0.09794444590806961,2,,,,,,
869,0.18226425349712372,2,,,,,,
879,0.09283765405416489,2,,,,,,
889,0.10656633228063583,2,,,,,,
899,0.2022293657064438,2,,,,,,
909,0.15618330240249634,2,,,,,,
919,0.1393771469593048,2,,,,,,
929,0.11310282349586487,2,,,,,,
939,0.12169312685728073,2,,,,,,
949,0.13477227091789246,2,,,,,,
959,0.10332777351140976,2,,,,,,
969,0.08275121450424194,2,,,,,,
979,0.06087218225002289,2,,,,,,
989,0.06458481401205063,2,,,,,,
999,0.15734386444091797,2,,,,,,
1009,0.09242761880159378,2,,,,,,
1019,0.1445758044719696,2,,,,,,
1029,0.07893430441617966,2,,,,,,
1039,0.09530144929885864,2,,,,,,
1049,0.16069217026233673,2,,,,,,
1055,,2,0.28158262372016907,0.08658330887556076,0.21779140830039978,0.3457714021205902,0.7939947247505188,
1059,0.08788930624723434,3,,,,,,
1069,0.09254226088523865,3,,,,,,
1079,0.08846662938594818,3,,,,,,
1089,0.07114402949810028,3,,,,,,
1099,0.06923721730709076,3,,,,,,
1109,0.034130632877349854,3,,,,,,
1119,0.15744318068027496,3,,,,,,
1129,0.06142193078994751,3,,,,,,
1139,0.08920589834451675,3,,,,,,
1149,0.06533610820770264,3,,,,,,
1159,0.05735773593187332,3,,,,,,
1169,0.07920155674219131,3,,,,,,
1179,0.05351044610142708,3,,,,,,
1189,0.053442876785993576,3,,,,,,
1199,0.05385363847017288,3,,,,,,
1209,0.10395607352256775,3,,,,,,
1219,0.04695732891559601,3,,,,,,
1229,0.09454375505447388,3,,,,,,
1239,0.046162575483322144,3,,,,,,
1249,0.08637519180774689,3,,,,,,
1259,0.0742507353425026,3,,,,,,
1269,0.07674016058444977,3,,,,,,
1279,0.09709268063306808,3,,,,,,
1289,0.06934481114149094,3,,,,,,
1299,0.08070327341556549,3,,,,,,
1309,0.07557772099971771,3,,,,,,
1319,0.10801869630813599,3,,,,,,
1329,0.09104673564434052,3,,,,,,
1339,0.08366777747869492,3,,,,,,
1349,0.0746212750673294,3,,,,,,
1359,0.11012059450149536,3,,,,,,
1369,0.062071800231933594,3,,,,,,
1379,0.05988585948944092,3,,,,,,
1389,0.07719390839338303,3,,,,,,
1399,0.11734633892774582,3,,,,,,
1407,,3,0.2905696928501129,0.0840429738163948,0.23159509897232056,0.361442893743515,0.799209713935852,
1409,0.06795082986354828,4,,,,,,
1419,0.0651061162352562,4,,,,,,
