step,train_loss,epoch,val_qa_answer_f1,val_qa_bert_score,val_loss,val_qa_em,val_qa_sas,test_loss
9,0.4396190047264099,0,,,,,,
19,1.100617527961731,0,,,,,,
29,0.33485642075538635,0,,,,,,
39,0.36420848965644836,0,,,,,,
49,0.20699894428253174,0,,,,,,
59,0.45456087589263916,0,,,,,,
69,0.40087491273880005,0,,,,,,
79,0.4390348792076111,0,,,,,,
89,0.584053099155426,0,,,,,,
99,0.8852084875106812,0,,,,,,
109,0.4123547673225403,0,,,,,,
119,0.4420793354511261,0,,,,,,
129,0.573016345500946,0,,,,,,
139,0.3173387348651886,0,,,,,,
149,0.1421130895614624,0,,,,,,
159,0.2758702039718628,0,,,,,,
169,0.21737176179885864,0,,,,,,
179,0.26214101910591125,0,,,,,,
189,0.23958685994148254,0,,,,,,
199,0.39047494530677795,0,,,,,,
209,0.46334561705589294,0,,,,,,
219,0.05996342748403549,0,,,,,,
229,0.2266640067100525,0,,,,,,
239,0.21732038259506226,0,,,,,,
249,0.31101128458976746,0,,,,,,
259,1.07371985912323,0,,,,,,
269,0.20826402306556702,0,,,,,,
279,0.2341330647468567,0,,,,,,
289,0.4826144278049469,0,,,,,,
299,0.027627533301711082,0,,,,,,
309,0.07840059697628021,0,,,,,,
319,0.5843160152435303,0,,,,,,
329,0.1797417551279068,0,,,,,,
339,0.11075742542743683,0,,,,,,
349,0.23333483934402466,0,,,,,,
359,0.08457373082637787,0,,,,,,
369,0.1724288910627365,0,,,,,,
379,0.19017209112644196,0,,,,,,
384,,0,0.638433575630188,0.8885025978088379,0.11168087273836136,0.4648648500442505,0.6635576486587524,
389,0.14059090614318848,1,,,,,,
399,0.394700288772583,1,,,,,,
409,0.22091887891292572,1,,,,,,
419,0.10987002402544022,1,,,,,,
429,0.14994807541370392,1,,,,,,
439,0.13667652010917664,1,,,,,,
449,0.4185415804386139,1,,,,,,
459,0.2404146045446396,1,,,,,,
469,0.20859330892562866,1,,,,,,
479,0.2643466293811798,1,,,,,,
489,0.29860764741897583,1,,,,,,
499,0.0657498687505722,1,,,,,,
509,0.3108477294445038,1,,,,,,
519,0.6884334087371826,1,,,,,,
529,0.09516248106956482,1,,,,,,
539,0.25862500071525574,1,,,,,,
549,0.2659832537174225,1,,,,,,
559,0.4219231903553009,1,,,,,,
569,0.22154878079891205,1,,,,,,
579,0.21410860121250153,1,,,,,,
589,0.062060389667749405,1,,,,,,
599,0.3244225084781647,1,,,,,,
609,0.2985764741897583,1,,,,,,
619,0.14111430943012238,1,,,,,,
629,0.1266978234052658,1,,,,,,
639,0.20889408886432648,1,,,,,,
649,0.3277454674243927,1,,,,,,
659,0.1653273105621338,1,,,,,,
669,2.1566672325134277,1,,,,,,
679,0.09543440490961075,1,,,,,,
689,0.0618179552257061,1,,,,,,
699,0.2187095582485199,1,,,,,,
709,0.07669920474290848,1,,,,,,
719,0.07336694747209549,1,,,,,,
729,0.07596500217914581,1,,,,,,
739,0.15081751346588135,1,,,,,,
749,0.06929658353328705,1,,,,,,
759,0.05657406151294708,1,,,,,,
769,0.141505166888237,1,,,,,,
769,,1,0.6412861347198486,0.8910173773765564,0.1432715505361557,0.47567567229270935,0.6738542914390564,
779,0.0226394422352314,2,,,,,,
789,2.0008742809295654,2,,,,,,
799,0.07776922732591629,2,,,,,,
809,0.04443661496043205,2,,,,,,
819,0.0564320832490921,2,,,,,,
829,0.08351267874240875,2,,,,,,
839,0.19772008061408997,2,,,,,,
849,0.17244258522987366,2,,,,,,
859,0.04094093292951584,2,,,,,,
869,0.05697232857346535,2,,,,,,
879,0.04984127730131149,2,,,,,,
889,0.11142586916685104,2,,,,,,
899,0.05978687107563019,2,,,,,,
909,0.1420108824968338,2,,,,,,
919,0.026347998529672623,2,,,,,,
929,0.012090624310076237,2,,,,,,
939,1.817976713180542,2,,,,,,
949,0.3380488157272339,2,,,,,,
959,0.27216988801956177,2,,,,,,
969,0.07056648284196854,2,,,,,,
979,0.163352370262146,2,,,,,,
989,0.07258971780538559,2,,,,,,
999,0.08021429926156998,2,,,,,,
1009,0.048530396074056625,2,,,,,,
1019,0.13759203255176544,2,,,,,,
1029,0.029621504247188568,2,,,,,,
1039,0.12476655095815659,2,,,,,,
1049,0.018803803250193596,2,,,,,,
1059,0.11810467392206192,2,,,,,,
1069,0.018166083842515945,2,,,,,,
1079,0.04246216639876366,2,,,,,,
1089,0.09716096520423889,2,,,,,,
1099,0.06926966458559036,2,,,,,,
1109,0.055538956075906754,2,,,,,,
1119,0.0865144431591034,2,,,,,,
1129,0.040463875979185104,2,,,,,,
1139,0.06035546585917473,2,,,,,,
1149,0.30857375264167786,2,,,,,,
1154,,2,0.6627533435821533,0.8990440368652344,0.14546704292297363,0.5189189314842224,0.6848358511924744,
1159,0.06624629348516464,3,,,,,,
1169,0.09279245138168335,3,,,,,,
1179,0.017551880329847336,3,,,,,,
1189,0.014067190699279308,3,,,,,,
1199,0.0336654968559742,3,,,,,,
1209,0.03484639897942543,3,,,,,,
1219,0.14552293717861176,3,,,,,,
1229,0.03224571794271469,3,,,,,,
1239,0.011361961252987385,3,,,,,,
1249,0.08896785229444504,3,,,,,,
1259,0.0711716040968895,3,,,,,,
1269,0.003901681862771511,3,,,,,,
1279,0.056620530784130096,3,,,,,,
1289,0.10643734782934189,3,,,,,,
1299,0.013114034198224545,3,,,,,,
1309,0.07084308564662933,3,,,,,,
1319,0.0275415051728487,3,,,,,,
