step,epoch,train_loss,val_qa_em,val_qa_answer_f1,val_loss,val_qa_sas,val_qa_bert_score,test_avg_qa_em,test_loss,test_avg_qa_answer_f1,test_avg_qa_sas,test_avg_qa_bert_score
9,0,1.006247639656067,,,,,,,,,,
19,0,1.7567569017410278,,,,,,,,,,
29,0,1.4062695503234863,,,,,,,,,,
39,0,1.1071970462799072,,,,,,,,,,
49,0,0.8850544691085815,,,,,,,,,,
59,0,2.1206552982330322,,,,,,,,,,
69,0,0.7417910695075989,,,,,,,,,,
79,0,1.2256160974502563,,,,,,,,,,
89,0,2.2594003677368164,,,,,,,,,,
99,0,2.524404525756836,,,,,,,,,,
108,0,,0.11815562099218369,0.2832668721675873,1.2864270210266113,0.38277921080589294,0.7710430026054382,,,,,
109,1,1.7355424165725708,,,,,,,,,,
119,1,0.5105614066123962,,,,,,,,,,
129,1,0.5750227570533752,,,,,,,,,,
139,1,1.1340006589889526,,,,,,,,,,
149,1,1.2842086553573608,,,,,,,,,,
159,1,1.373504638671875,,,,,,,,,,
169,1,1.482617735862732,,,,,,,,,,
179,1,0.6911223530769348,,,,,,,,,,
189,1,0.965097963809967,,,,,,,,,,
199,1,0.9219846129417419,,,,,,,,,,
209,1,1.5302488803863525,,,,,,,,,,
217,1,,0.2161383330821991,0.43274879455566406,1.1553032398223877,0.5172119140625,0.8296035528182983,,,,,
219,2,1.0022413730621338,,,,,,,,,,
229,2,0.8654717803001404,,,,,,,,,,
239,2,1.0497312545776367,,,,,,,,,,
249,2,0.9336097240447998,,,,,,,,,,
259,2,0.95154869556427,,,,,,,,,,
269,2,1.3447707891464233,,,,,,,,,,
279,2,0.8342175483703613,,,,,,,,,,
289,2,1.3850840330123901,,,,,,,,,,
299,2,0.5405927896499634,,,,,,,,,,
309,2,1.0420392751693726,,,,,,,,,,
319,2,0.6383957266807556,,,,,,,,,,
326,2,,0.26224783062934875,0.48350653052330017,1.0978103876113892,0.5664284229278564,0.8467134237289429,,,,,
329,3,1.1195588111877441,,,,,,,,,,
339,3,1.5772054195404053,,,,,,,,,,
349,3,1.1814851760864258,,,,,,,,,,
359,3,1.1040135622024536,,,,,,,,,,
369,3,0.8063250780105591,,,,,,,,,,
379,3,0.5878150463104248,,,,,,,,,,
389,3,1.2071651220321655,,,,,,,,,,
399,3,0.8553358912467957,,,,,,,,,,
409,3,0.8063592314720154,,,,,,,,,,
419,3,0.4610568583011627,,,,,,,,,,
429,3,1.0398153066635132,,,,,,,,,,
435,3,,0.27377521991729736,0.5025005340576172,1.0682348012924194,0.5777143836021423,0.856187105178833,,,,,
439,4,1.0598454475402832,,,,,,,,,,
449,4,0.6252008676528931,,,,,,,,,,
459,4,1.8005555868148804,,,,,,,,,,
469,4,2.0597195625305176,,,,,,,,,,
479,4,0.5194118022918701,,,,,,,,,,
489,4,0.6990376114845276,,,,,,,,,,
499,4,1.1328598260879517,,,,,,,,,,
509,4,1.4411948919296265,,,,,,,,,,
519,4,1.083336353302002,,,,,,,,,,
529,4,0.8017691969871521,,,,,,,,,,
539,4,0.33893296122550964,,,,,,,,,,
544,4,,0.30547550320625305,0.5163660049438477,1.0621906518936157,0.5941162109375,0.8619914650917053,,,,,
545,5,,,,,,,0.30547550320625305,1.0621906518936157,0.5163660049438477,0.5941162109375,0.8619914650917053
