epoch,step,train_loss,val_qa_em,val_qa_answer_f1,val_qa_sas,val_qa_bert_score,val_loss,test_loss
0,9,0.904897153377533,,,,,,
0,19,0.8759507536888123,,,,,,
0,29,0.8346140384674072,,,,,,
0,39,0.48115405440330505,,,,,,
0,49,0.4859500825405121,,,,,,
0,59,0.3576609492301941,,,,,,
0,69,0.2932279407978058,,,,,,
0,79,0.39738714694976807,,,,,,
0,89,0.2842112183570862,,,,,,
0,99,0.3497941493988037,,,,,,
0,109,0.3844306170940399,,,,,,
0,119,0.3136036992073059,,,,,,
0,124,,0.2149122804403305,0.2984386682510376,0.2840346097946167,0.7985774874687195,0.09854359924793243,
1,129,0.2923892140388489,,,,,,
1,139,0.21332809329032898,,,,,,
1,149,0.20761515200138092,,,,,,
1,159,0.2320622205734253,,,,,,
1,169,0.16452428698539734,,,,,,
1,179,0.20748843252658844,,,,,,
1,189,0.19535747170448303,,,,,,
1,199,0.1984560787677765,,,,,,
1,209,0.40704527497291565,,,,,,
1,219,0.29351699352264404,,,,,,
1,229,0.22741283476352692,,,,,,
1,239,0.2082400619983673,,,,,,
1,249,0.027184583246707916,,,,,,
1,249,,0.22368420660495758,0.29521265625953674,0.28281503915786743,0.7999300360679626,0.0831361711025238,
2,259,0.1605658233165741,,,,,,
2,269,0.23274488747119904,,,,,,
2,279,0.10231315344572067,,,,,,
2,289,0.2230035662651062,,,,,,
2,299,0.28357750177383423,,,,,,
2,309,0.1572623997926712,,,,,,
2,319,0.21064795553684235,,,,,,
2,329,0.1544601023197174,,,,,,
2,339,0.1596013903617859,,,,,,
2,349,0.20213663578033447,,,,,,
2,359,0.12013193964958191,,,,,,
2,369,0.15206074714660645,,,,,,
2,374,,0.25,0.32426512241363525,0.3101573884487152,0.8051602840423584,0.08217719942331314,
3,379,0.1220637783408165,,,,,,
3,389,0.11657251417636871,,,,,,
3,399,0.11462240666151047,,,,,,
3,409,0.06866700202226639,,,,,,
3,419,0.07786772400140762,,,,,,
3,429,0.1057611033320427,,,,,,
3,439,0.07438872754573822,,,,,,
3,449,0.07486053556203842,,,,,,
3,459,0.15263588726520538,,,,,,
3,469,0.11789640039205551,,,,,,
3,479,0.11426655948162079,,,,,,
3,489,0.08514828979969025,,,,,,
3,499,0.015033170580863953,,,,,,
3,499,,0.2631579041481018,0.33416664600372314,0.3232165575027466,0.8093611001968384,0.08583682775497437,
4,509,0.061509087681770325,,,,,,
4,519,0.10957708954811096,,,,,,
4,529,0.03801625967025757,,,,,,
4,539,0.07681526243686676,,,,,,
4,549,0.14383402466773987,,,,,,
4,559,0.0788981169462204,,,,,,
4,569,0.07477691769599915,,,,,,
4,579,0.07851734757423401,,,,,,
4,589,0.0549611896276474,,,,,,
4,599,0.07114113867282867,,,,,,
4,609,0.05345723778009415,,,,,,
4,619,0.0615353025496006,,,,,,
4,624,,0.2763157784938812,0.3397737741470337,0.32598522305488586,0.8096888661384583,0.09368573129177094,
5,625,,,,,,,0.09368573129177094
