train_loss,step,epoch,val_qa_answer_f1,val_loss,val_qa_em,val_qa_sas,val_qa_bert_score,test_loss
1.4683666229248047,9,0,,,,,,
0.37591874599456787,19,0,,,,,,
0.5099219083786011,29,0,,,,,,
1.0585358142852783,39,0,,,,,,
0.4771897494792938,49,0,,,,,,
0.1566106081008911,59,0,,,,,,
0.697255551815033,69,0,,,,,,
0.41705507040023804,79,0,,,,,,
0.2778857350349426,89,0,,,,,,
1.2634397745132446,99,0,,,,,,
0.51644366979599,109,0,,,,,,
,110,0,0.522856593132019,0.15046991407871246,0.3962264060974121,0.5561367869377136,0.8431074619293213,
0.441415935754776,119,1,,,,,,
0.37866824865341187,129,1,,,,,,
0.17677296698093414,139,1,,,,,,
0.15168637037277222,149,1,,,,,,
0.6272377371788025,159,1,,,,,,
0.2238726019859314,169,1,,,,,,
0.25655102729797363,179,1,,,,,,
0.25401386618614197,189,1,,,,,,
1.004783034324646,199,1,,,,,,
0.5822466015815735,209,1,,,,,,
0.559467077255249,219,1,,,,,,
,221,1,0.5852106213569641,0.14128410816192627,0.4654088020324707,0.6117420196533203,0.8666725754737854,
0.36465510725975037,229,2,,,,,,
0.302386999130249,239,2,,,,,,
0.28812313079833984,249,2,,,,,,
0.4747350513935089,259,2,,,,,,
0.1455298364162445,269,2,,,,,,
0.7052432298660278,279,2,,,,,,
0.3559674322605133,289,2,,,,,,
0.13210821151733398,299,2,,,,,,
0.18876752257347107,309,2,,,,,,
0.23695671558380127,319,2,,,,,,
0.2150057703256607,329,2,,,,,,
,332,2,0.5839503407478333,0.14116282761096954,0.4716981053352356,0.6092211604118347,0.8680367469787598,
0.06480711698532104,339,3,,,,,,
0.0440891869366169,349,3,,,,,,
0.12868648767471313,359,3,,,,,,
0.21186843514442444,369,3,,,,,,
0.1929367631673813,379,3,,,,,,
0.23239398002624512,389,3,,,,,,
0.16800184547901154,399,3,,,,,,
0.10264872759580612,409,3,,,,,,
0.19768190383911133,419,3,,,,,,
0.02146664261817932,429,3,,,,,,
3.2628848552703857,439,3,,,,,,
,443,3,0.593593955039978,0.14731164276599884,0.4716981053352356,0.620827317237854,0.8700788617134094,
0.025068728253245354,449,4,,,,,,
0.06003807485103607,459,4,,,,,,
0.03279746323823929,469,4,,,,,,
0.10592205077409744,479,4,,,,,,
0.005944488570094109,489,4,,,,,,
0.058661751449108124,499,4,,,,,,
0.045166220515966415,509,4,,,,,,
0.0977453738451004,519,4,,,,,,
0.12134961038827896,529,4,,,,,,
0.7567195892333984,539,4,,,,,,
0.008367513306438923,549,4,,,,,,
,554,4,0.5827169418334961,0.1581270545721054,0.4654088020324707,0.612402081489563,0.8672400712966919,
,555,5,,,,,,0.1581270545721054
