train_loss,epoch,step,val_qa_bert_score,val_loss,val_qa_em,val_qa_answer_f1,val_qa_sas,test_avg_qa_em,test_avg_qa_answer_f1,test_avg_qa_bert_score,test_avg_qa_sas,test_loss
1.0064916610717773,0,9,,,,,,,,,,
1.0569216012954712,0,19,,,,,,,,,,
0.3937934339046478,0,29,,,,,,,,,,
2.4146955013275146,0,39,,,,,,,,,,
0.8986784219741821,0,49,,,,,,,,,,
1.3789385557174683,0,59,,,,,,,,,,
1.3089886903762817,0,69,,,,,,,,,,
1.4466874599456787,0,79,,,,,,,,,,
2.3247501850128174,0,89,,,,,,,,,,
2.360218048095703,0,99,,,,,,,,,,
,0,100,0.831913411617279,1.440873146057129,0.22765956819057465,0.4292151629924774,0.500476062297821,,,,,
0.5914886593818665,1,109,,,,,,,,,,
0.7398589253425598,1,119,,,,,,,,,,
1.7212300300598145,1,129,,,,,,,,,,
1.253014326095581,1,139,,,,,,,,,,
1.6991885900497437,1,149,,,,,,,,,,
0.7228712439537048,1,159,,,,,,,,,,
2.0485849380493164,1,169,,,,,,,,,,
1.7268072366714478,1,179,,,,,,,,,,
0.6695693731307983,1,189,,,,,,,,,,
1.0829960107803345,1,199,,,,,,,,,,
,1,201,0.8407281041145325,1.4070802927017212,0.2361702173948288,0.45059314370155334,0.5174357295036316,,,,,
1.157341718673706,2,209,,,,,,,,,,
1.497711181640625,2,219,,,,,,,,,,
1.3836669921875,2,229,,,,,,,,,,
1.374585509300232,2,239,,,,,,,,,,
0.3232329785823822,2,249,,,,,,,,,,
0.9422028660774231,2,259,,,,,,,,,,
1.2727932929992676,2,269,,,,,,,,,,
0.37846440076828003,2,279,,,,,,,,,,
0.6029016375541687,2,289,,,,,,,,,,
0.9125083684921265,2,299,,,,,,,,,,
,2,302,0.8486279845237732,1.3485051393508911,0.25531914830207825,0.474209725856781,0.5282613039016724,,,,,
0.9315266013145447,3,309,,,,,,,,,,
1.117599606513977,3,319,,,,,,,,,,
0.9403389692306519,3,329,,,,,,,,,,
0.6448944807052612,3,339,,,,,,,,,,
1.0126584768295288,3,349,,,,,,,,,,
0.9038346409797668,3,359,,,,,,,,,,
1.3179725408554077,3,369,,,,,,,,,,
1.0968247652053833,3,379,,,,,,,,,,
0.785276472568512,3,389,,,,,,,,,,
0.4448457956314087,3,399,,,,,,,,,,
,3,403,0.8511098623275757,1.338517189025879,0.27659574151039124,0.47932180762290955,0.5399373173713684,,,,,
0.6295623779296875,4,409,,,,,,,,,,
0.6245717406272888,4,419,,,,,,,,,,
0.6301040053367615,4,429,,,,,,,,,,
2.0037713050842285,4,439,,,,,,,,,,
2.103801727294922,4,449,,,,,,,,,,
1.1759546995162964,4,459,,,,,,,,,,
1.4168771505355835,4,469,,,,,,,,,,
0.4060935378074646,4,479,,,,,,,,,,
0.8621841669082642,4,489,,,,,,,,,,
2.095952033996582,4,499,,,,,,,,,,
,4,504,0.849918007850647,1.353127121925354,0.2595744729042053,0.4757958650588989,0.5350199341773987,,,,,
,5,505,,,,,,0.2595744729042053,0.4757958650588989,0.849918007850647,0.5350199341773987,1.353127121925354
