train_loss,epoch,step,val_qa_em,val_loss,val_qa_bert_score,val_qa_sas,val_qa_answer_f1,test_loss
0.5457436442375183,0,9,,,,,,
0.30608347058296204,0,19,,,,,,
0.4053328037261963,0,29,,,,,,
0.4511491656303406,0,39,,,,,,
0.41879191994667053,0,49,,,,,,
0.31373515725135803,0,59,,,,,,
0.1542624533176422,0,69,,,,,,
0.11521628499031067,0,79,,,,,,
0.0864848792552948,0,89,,,,,,
0.20393064618110657,0,99,,,,,,
0.10976535826921463,0,109,,,,,,
0.08140908181667328,0,119,,,,,,
0.3195657730102539,0,129,,,,,,
0.22467659413814545,0,139,,,,,,
0.09632483869791031,0,149,,,,,,
0.13084927201271057,0,159,,,,,,
0.20649036765098572,0,169,,,,,,
0.2602159082889557,0,179,,,,,,
0.21153154969215393,0,189,,,,,,
0.14101570844650269,0,199,,,,,,
0.16712071001529694,0,209,,,,,,
0.3171752989292145,0,219,,,,,,
0.12031755596399307,0,229,,,,,,
0.1516527533531189,0,239,,,,,,
0.12230881303548813,0,249,,,,,,
0.13908855617046356,0,259,,,,,,
0.18972663581371307,0,269,,,,,,
0.08447295427322388,0,279,,,,,,
0.1446087658405304,0,289,,,,,,
0.17989397048950195,0,299,,,,,,
0.17290964722633362,0,309,,,,,,
0.12801049649715424,0,319,,,,,,
0.20369012653827667,0,329,,,,,,
0.07670024037361145,0,339,,,,,,
0.14246968924999237,0,349,,,,,,
0.14276863634586334,0,359,,,,,,
0.15004056692123413,0,369,,,,,,
0.08288442343473434,0,379,,,,,,
0.07690618932247162,0,389,,,,,,
0.09264115244150162,0,399,,,,,,
0.0869746282696724,0,409,,,,,,
0.10873560607433319,0,419,,,,,,
0.054316334426403046,0,429,,,,,,
0.12635210156440735,0,439,,,,,,
0.09510897845029831,0,449,,,,,,
0.12238239496946335,0,459,,,,,,
0.17072837054729462,0,469,,,,,,
0.1368386596441269,0,479,,,,,,
0.03413970768451691,0,489,,,,,,
0.16633130609989166,0,499,,,,,,
0.1387334018945694,0,509,,,,,,
0.08425816148519516,0,519,,,,,,
0.09059049934148788,0,529,,,,,,
0.048964645713567734,0,539,,,,,,
0.11049722135066986,0,549,,,,,,
0.08460437506437302,0,559,,,,,,
0.0915331020951271,0,569,,,,,,
0.16180889308452606,0,579,,,,,,
0.13731403648853302,0,589,,,,,,
0.11846187710762024,0,599,,,,,,
0.06459209322929382,0,609,,,,,,
0.1169261783361435,0,619,,,,,,
0.10025304555892944,0,629,,,,,,
0.07937885820865631,0,639,,,,,,
0.16676443815231323,0,649,,,,,,
0.07729968428611755,0,659,,,,,,
0.1173839345574379,0,669,,,,,,
0.12030778080224991,0,679,,,,,,
0.11887854337692261,0,689,,,,,,
0.09814315289258957,0,699,,,,,,
0.0712386816740036,0,709,,,,,,
0.0707952082157135,0,719,,,,,,
0.2786480486392975,0,729,,,,,,
0.10694453865289688,0,739,,,,,,
0.052202824503183365,0,749,,,,,,
0.062449511140584946,0,759,,,,,,
0.06743720918893814,0,769,,,,,,
0.08268210291862488,0,779,,,,,,
0.06764575839042664,0,789,,,,,,
0.09121047705411911,0,799,,,,,,
0.051828622817993164,0,809,,,,,,
0.03739290311932564,0,819,,,,,,
0.12831731140613556,0,829,,,,,,
0.0780450701713562,0,839,,,,,,
0.08907422423362732,0,849,,,,,,
