epoch,train_loss,step,val_loss,val_qa_answer_f1,val_qa_sas,val_qa_em,val_qa_bert_score,test_avg_qa_answer_f1,test_avg_qa_sas,test_avg_qa_em,test_avg_qa_bert_score,test_loss
0,1.5782709121704102,9,,,,,,,,,,
0,1.1994969844818115,19,,,,,,,,,,
0,1.186095118522644,29,,,,,,,,,,
0,0.9977902173995972,39,,,,,,,,,,
0,0.5782977342605591,49,,,,,,,,,,
0,0.75904381275177,59,,,,,,,,,,
0,0.2856470048427582,69,,,,,,,,,,
0,0.5840585231781006,79,,,,,,,,,,
0,0.9403786063194275,89,,,,,,,,,,
0,0.6977585554122925,99,,,,,,,,,,
0,0.6960065960884094,109,,,,,,,,,,
0,0.6182173490524292,119,,,,,,,,,,
0,,119,0.5959969758987427,0.44485628604888916,0.5053064227104187,0.3824130892753601,0.8698855638504028,,,,,
1,0.9050704836845398,129,,,,,,,,,,
1,1.0191093683242798,139,,,,,,,,,,
1,0.6270577311515808,149,,,,,,,,,,
1,0.7409716248512268,159,,,,,,,,,,
1,0.6752210855484009,169,,,,,,,,,,
1,0.6312663555145264,179,,,,,,,,,,
1,0.7982572913169861,189,,,,,,,,,,
1,0.86356121301651,199,,,,,,,,,,
1,1.2350327968597412,209,,,,,,,,,,
1,0.40780147910118103,219,,,,,,,,,,
1,0.9821900725364685,229,,,,,,,,,,
1,1.115072250366211,239,,,,,,,,,,
1,,239,0.5363489985466003,0.5445837378501892,0.5874388217926025,0.45603272318840027,0.8935449123382568,,,,,
2,0.33341220021247864,249,,,,,,,,,,
2,0.3666144907474518,259,,,,,,,,,,
2,0.8132134675979614,269,,,,,,,,,,
2,0.49513009190559387,279,,,,,,,,,,
2,0.8945303559303284,289,,,,,,,,,,
2,0.49726393818855286,299,,,,,,,,,,
2,0.5124729871749878,309,,,,,,,,,,
2,0.7542743682861328,319,,,,,,,,,,
2,0.5544940233230591,329,,,,,,,,,,
2,0.4158024787902832,339,,,,,,,,,,
2,0.39144814014434814,349,,,,,,,,,,
2,0.17491255700588226,359,,,,,,,,,,
2,,359,0.5201555490493774,0.5670113563537598,0.605469822883606,0.4907975494861603,0.8999358415603638,,,,,
3,0.5092973113059998,369,,,,,,,,,,
3,1.0340588092803955,379,,,,,,,,,,
3,0.39470770955085754,389,,,,,,,,,,
3,0.47662365436553955,399,,,,,,,,,,
3,0.4028359651565552,409,,,,,,,,,,
3,0.8635720014572144,419,,,,,,,,,,
3,0.31540173292160034,429,,,,,,,,,,
3,0.2784981429576874,439,,,,,,,,,,
3,0.3334009349346161,449,,,,,,,,,,
3,0.6819136142730713,459,,,,,,,,,,
3,0.5549972057342529,469,,,,,,,,,,
3,0.25318971276283264,479,,,,,,,,,,
3,,479,0.5087141394615173,0.5676161646842957,0.6092532277107239,0.476482629776001,0.9009295701980591,,,,,
4,0.5123578310012817,489,,,,,,,,,,
4,0.7010988593101501,499,,,,,,,,,,
4,0.37998586893081665,509,,,,,,,,,,
4,0.725228488445282,519,,,,,,,,,,
4,0.6252462863922119,529,,,,,,,,,,
4,0.9839529395103455,539,,,,,,,,,,
4,0.6721925139427185,549,,,,,,,,,,
4,0.13300038874149323,559,,,,,,,,,,
4,0.33678311109542847,569,,,,,,,,,,
4,0.6918980479240417,579,,,,,,,,,,
4,0.20432691276073456,589,,,,,,,,,,
4,0.6661083102226257,599,,,,,,,,,,
4,,599,0.5073922276496887,0.5812225937843323,0.6241451501846313,0.49897751212120056,0.9029803276062012,,,,,
5,,600,,,,,,0.5812225937843323,0.6241451501846313,0.49897751212120056,0.9029803276062012,0.5073922276496887
