train_loss,step,epoch,val_qa_sas,val_qa_bert_score,val_loss,val_qa_em,val_qa_answer_f1,test_loss
0.6818890571594238,9,0,,,,,,
0.6351758241653442,19,0,,,,,,
0.5475509762763977,29,0,,,,,,
0.269242525100708,39,0,,,,,,
0.2402811050415039,49,0,,,,,,
0.4264460504055023,59,0,,,,,,
0.33588215708732605,69,0,,,,,,
0.2618687152862549,79,0,,,,,,
0.22716614603996277,89,0,,,,,,
0.22728000581264496,99,0,,,,,,
0.2695058584213257,109,0,,,,,,
0.2274572104215622,119,0,,,,,,
0.25711575150489807,129,0,,,,,,
0.19168046116828918,139,0,,,,,,
0.21157142519950867,149,0,,,,,,
0.28044211864471436,159,0,,,,,,
0.24369139969348907,169,0,,,,,,
0.22585667669773102,179,0,,,,,,
0.23977920413017273,189,0,,,,,,
0.1826307773590088,199,0,,,,,,
0.2866829037666321,209,0,,,,,,
0.3916796147823334,219,0,,,,,,
0.25159505009651184,229,0,,,,,,
0.23631781339645386,239,0,,,,,,
0.23731644451618195,249,0,,,,,,
0.24357596039772034,259,0,,,,,,
0.17247267067432404,269,0,,,,,,
0.1565389633178711,279,0,,,,,,
0.1887790709733963,289,0,,,,,,
0.1967262625694275,299,0,,,,,,
0.2154463827610016,309,0,,,,,,
0.1282888650894165,319,0,,,,,,
0.19755615293979645,329,0,,,,,,
0.24017272889614105,339,0,,,,,,
0.26928308606147766,349,0,,,,,,
0.3076196610927582,359,0,,,,,,
0.15909545123577118,369,0,,,,,,
0.18402491509914398,379,0,,,,,,
0.2727122902870178,389,0,,,,,,
0.2667255699634552,399,0,,,,,,
0.25478318333625793,409,0,,,,,,
0.11269015818834305,419,0,,,,,,
0.15811261534690857,429,0,,,,,,
0.15871377289295197,439,0,,,,,,
0.16512499749660492,449,0,,,,,,
0.17704707384109497,459,0,,,,,,
0.12650232017040253,469,0,,,,,,
0.3198511302471161,479,0,,,,,,
0.20193235576152802,489,0,,,,,,
0.19644805788993835,499,0,,,,,,
0.14962799847126007,509,0,,,,,,
0.11732784658670425,519,0,,,,,,
0.2652091681957245,529,0,,,,,,
0.23456871509552002,539,0,,,,,,
0.2096560299396515,549,0,,,,,,
0.1382863074541092,559,0,,,,,,
0.1759621948003769,569,0,,,,,,
0.27608415484428406,579,0,,,,,,
0.13059772551059723,589,0,,,,,,
0.19646592438220978,599,0,,,,,,
0.12064171582460403,609,0,,,,,,
0.27477750182151794,619,0,,,,,,
0.17047296464443207,629,0,,,,,,
0.18400146067142487,639,0,,,,,,
0.1343993842601776,649,0,,,,,,
0.19764277338981628,659,0,,,,,,
0.18647891283035278,669,0,,,,,,
0.1671704649925232,679,0,,,,,,
0.17730200290679932,689,0,,,,,,
0.21186304092407227,699,0,,,,,,
0.14576980471611023,709,0,,,,,,
0.18221190571784973,719,0,,,,,,
0.11654042452573776,729,0,,,,,,
0.1359611451625824,739,0,,,,,,
0.20544256269931793,749,0,,,,,,
0.1732552945613861,759,0,,,,,,
0.1178484633564949,769,0,,,,,,
0.2212817668914795,779,0,,,,,,
0.16882649064064026,789,0,,,,,,
0.15781058371067047,799,0,,,,,,
0.1905020773410797,809,0,,,,,,
0.2122551053762436,819,0,,,,,,
0.10390673577785492,829,0,,,,,,
0.25407230854034424,839,0,,,,,,
0.12880481779575348,849,0,,,,,,
0.11445043981075287,859,0,,,,,,
0.22659932076931,869,0,,,,,,
0.15178509056568146,879,0,,,,,,
0.17880015075206757,889,0,,,,,,
0.1119644045829773,899,0,,,,,,
0.15923714637756348,909,0,,,,,,
0.1556917130947113,919,0,,,,,,
0.1404920369386673,929,0,,,,,,
0.14222826063632965,939,0,,,,,,
0.17864997684955597,949,0,,,,,,
0.09625806659460068,959,0,,,,,,
0.10215557366609573,969,0,,,,,,
0.20971882343292236,979,0,,,,,,
0.13103657960891724,989,0,,,,,,
0.12924927473068237,999,0,,,,,,
0.06788628548383713,1009,0,,,,,,
0.1555204540491104,1019,0,,,,,,
0.1888461709022522,1029,0,,,,,,
0.24398107826709747,1039,0,,,,,,
0.16100923717021942,1049,0,,,,,,
0.1774674654006958,1059,0,,,,,,
0.16927053034305573,1069,0,,,,,,
0.20695088803768158,1079,0,,,,,,
0.18417951464653015,1089,0,,,,,,
0.12002310901880264,1099,0,,,,,,
0.1524832844734192,1109,0,,,,,,
0.07130394130945206,1119,0,,,,,,
0.11472110450267792,1129,0,,,,,,
0.15140070021152496,1139,0,,,,,,
0.16730789840221405,1149,0,,,,,,
0.12175296247005463,1159,0,,,,,,
0.1744268834590912,1169,0,,,,,,
0.06499122828245163,1179,0,,,,,,
0.16601404547691345,1189,0,,,,,,
0.17617619037628174,1199,0,,,,,,
0.07375344634056091,1209,0,,,,,,
0.10043506324291229,1219,0,,,,,,
0.10622314363718033,1229,0,,,,,,
0.16656337678432465,1239,0,,,,,,
0.1336047649383545,1249,0,,,,,,
0.16814024746418,1259,0,,,,,,
