epoch,train_loss,step,val_qa_bert_score,val_qa_em,val_loss,val_qa_sas,val_qa_answer_f1,test_loss
0,0.69442218542099,9,,,,,,
0,0.4632328748703003,19,,,,,,
0,0.3374292254447937,29,,,,,,
0,0.3641238510608673,39,,,,,,
0,0.26354390382766724,49,,,,,,
0,0.2517509162425995,59,,,,,,
0,0.2907640337944031,69,,,,,,
0,0.3139151632785797,79,,,,,,
0,0.24989168345928192,89,,,,,,
0,0.1606849879026413,99,,,,,,
0,0.1546972393989563,109,,,,,,
0,0.31488725543022156,119,,,,,,
0,0.1424824595451355,129,,,,,,
0,0.35275158286094666,139,,,,,,
0,0.17781837284564972,149,,,,,,
0,0.14483805000782013,159,,,,,,
0,0.18570324778556824,169,,,,,,
0,0.21301408112049103,179,,,,,,
0,0.15200555324554443,189,,,,,,
0,0.19298385083675385,199,,,,,,
0,0.25924500823020935,209,,,,,,
0,0.13273781538009644,219,,,,,,
0,0.15123073756694794,229,,,,,,
0,0.23339153826236725,239,,,,,,
0,0.2003067284822464,249,,,,,,
0,0.02891765534877777,259,,,,,,
0,0.1343623250722885,269,,,,,,
0,0.20599137246608734,279,,,,,,
0,0.09748063236474991,289,,,,,,
0,0.2063848078250885,299,,,,,,
0,0.21415896713733673,309,,,,,,
0,0.15174216032028198,319,,,,,,
0,0.23716847598552704,329,,,,,,
0,0.18164598941802979,339,,,,,,
0,0.1670553833246231,349,,,,,,
0,0.18727660179138184,359,,,,,,
0,0.10830215364694595,369,,,,,,
0,0.07460470497608185,379,,,,,,
0,0.12741704285144806,389,,,,,,
0,0.22083798050880432,399,,,,,,
0,0.12648679316043854,409,,,,,,
0,0.1770530641078949,419,,,,,,
0,0.09347990155220032,429,,,,,,
0,0.09373686462640762,439,,,,,,
0,0.09865374118089676,449,,,,,,
0,0.09661714732646942,459,,,,,,
0,0.08902647346258163,469,,,,,,
0,0.06511653959751129,479,,,,,,
0,0.11574934422969818,489,,,,,,
0,0.11354526877403259,499,,,,,,
0,0.1463090479373932,509,,,,,,
0,0.0785214826464653,519,,,,,,
0,0.1856772005558014,529,,,,,,
0,0.06160692870616913,539,,,,,,
0,0.10335702449083328,549,,,,,,
0,0.08682643622159958,559,,,,,,
0,0.07476839423179626,569,,,,,,
0,0.03276712819933891,579,,,,,,
0,0.1280696988105774,589,,,,,,
0,0.07420694828033447,599,,,,,,
0,0.03630474954843521,609,,,,,,
0,0.12268197536468506,619,,,,,,
0,0.04817771911621094,629,,,,,,
0,0.21331976354122162,639,,,,,,
0,0.04856771230697632,649,,,,,,
0,0.049243003129959106,659,,,,,,
0,0.060096774250268936,669,,,,,,
0,,669,0.8741134405136108,0.5253164768218994,0.12428461015224457,0.5647047162055969,0.6023392677307129,
1,0.06177549436688423,679,,,,,,
1,0.06833218038082123,689,,,,,,
1,0.06233787164092064,699,,,,,,
1,0.050053201615810394,709,,,,,,
1,0.03447834029793739,719,,,,,,
1,0.048335153609514236,729,,,,,,
1,0.07244417816400528,739,,,,,,
1,0.048227325081825256,749,,,,,,
1,0.114832304418087,759,,,,,,
1,0.25658345222473145,769,,,,,,
1,0.08954057097434998,779,,,,,,
1,0.06513671576976776,789,,,,,,
1,0.08864611387252808,799,,,,,,
1,0.052935127168893814,809,,,,,,
1,0.03967447206377983,819,,,,,,
1,0.052476756274700165,829,,,,,,
1,0.06450002640485764,839,,,,,,
1,0.12803605198860168,849,,,,,,
1,0.05528378486633301,859,,,,,,
1,0.08266840875148773,869,,,,,,
1,0.024379588663578033,879,,,,,,
1,0.04032452777028084,889,,,,,,
1,0.10979576408863068,899,,,,,,
1,0.08491815626621246,909,,,,,,
1,0.025079356506466866,919,,,,,,
1,0.07245160639286041,929,,,,,,
1,0.04748530685901642,939,,,,,,
1,0.13764968514442444,949,,,,,,
1,0.10597997158765793,959,,,,,,
1,0.048054128885269165,969,,,,,,
1,0.09196525812149048,979,,,,,,
1,0.027515191584825516,989,,,,,,
1,0.05823052302002907,999,,,,,,
1,0.03094329871237278,1009,,,,,,
1,0.033274225890636444,1019,,,,,,
1,0.0659465566277504,1029,,,,,,
1,0.09498000144958496,1039,,,,,,
1,0.04114441201090813,1049,,,,,,
1,0.01660752482712269,1059,,,,,,
1,nan,1069,,,,,,
1,0.007011703681200743,1079,,,,,,
1,0.07965906709432602,1089,,,,,,
1,0.01301886048167944,1099,,,,,,
1,0.03830023109912872,1109,,,,,,
1,0.0904930830001831,1119,,,,,,
1,0.008743531070649624,1129,,,,,,
1,0.062051501125097275,1139,,,,,,
1,0.017256828024983406,1149,,,,,,
1,0.05802721157670021,1159,,,,,,
1,0.05184704810380936,1169,,,,,,
1,0.07423599809408188,1179,,,,,,
1,0.0817614272236824,1189,,,,,,
1,0.028043366968631744,1199,,,,,,
1,0.09811700135469437,1209,,,,,,
1,0.05359097197651863,1219,,,,,,
1,0.07431162148714066,1229,,,,,,
1,0.025627313181757927,1239,,,,,,
1,0.10556666553020477,1249,,,,,,
1,0.031793951988220215,1259,,,,,,
1,0.03780514374375343,1269,,,,,,
1,0.05756742134690285,1279,,,,,,
1,0.02203536406159401,1289,,,,,,
1,0.014701689593493938,1299,,,,,,
1,0.02346615493297577,1309,,,,,,
1,0.030309876427054405,1319,,,,,,
1,0.021196629852056503,1329,,,,,,
1,0.014255957677960396,1339,,,,,,
1,,1339,0.883212149143219,0.550632894039154,0.1437552571296692,0.6054828763008118,0.6324484348297119,
2,0.023431506007909775,1349,,,,,,
2,0.011228498071432114,1359,,,,,,
2,0.00656353123486042,1369,,,,,,
2,0.006192653439939022,1379,,,,,,
2,0.008511047810316086,1389,,,,,,
2,0.015418238006532192,1399,,,,,,
2,0.01733865775167942,1409,,,,,,
2,0.008243892341852188,1419,,,,,,
2,0.05523395538330078,1429,,,,,,
2,0.024307547137141228,1439,,,,,,
2,0.03964921832084656,1449,,,,,,
2,0.005811773240566254,1459,,,,,,
2,0.06453331559896469,1469,,,,,,
2,0.00705452635884285,1479,,,,,,
2,0.030972370877861977,1489,,,,,,
2,0.017592934891581535,1499,,,,,,
2,0.00984929595142603,1509,,,,,,
2,0.0356314517557621,1519,,,,,,
2,0.019479235634207726,1529,,,,,,
2,0.011989639140665531,1539,,,,,,
2,0.0158598180860281,1549,,,,,,
2,0.005855000577867031,1559,,,,,,
2,0.02852250635623932,1569,,,,,,
2,0.01906091719865799,1579,,,,,,
2,0.009463166818022728,1589,,,,,,
2,0.028088923543691635,1599,,,,,,
2,0.0031029607634991407,1609,,,,,,
2,0.04788099229335785,1619,,,,,,
2,0.026735559105873108,1629,,,,,,
2,0.011275160126388073,1639,,,,,,
2,0.022442759945988655,1649,,,,,,
2,0.003152390941977501,1659,,,,,,
2,0.009149911813437939,1669,,,,,,
2,0.0023997407406568527,1679,,,,,,
2,0.0019913166761398315,1689,,,,,,
2,0.0041808816604316235,1699,,,,,,
2,0.0037867166101932526,1709,,,,,,
