train_loss,step,epoch,val_qa_sas,val_qa_bert_score,val_qa_em,val_qa_answer_f1,val_loss,test_loss
0.6893521547317505,9,0,,,,,,
0.42035138607025146,19,0,,,,,,
0.2681964337825775,29,0,,,,,,
0.44161197543144226,39,0,,,,,,
0.32011669874191284,49,0,,,,,,
0.5862568616867065,59,0,,,,,,
0.33113089203834534,69,0,,,,,,
0.8636732697486877,79,0,,,,,,
0.6270166039466858,89,0,,,,,,
0.2103167474269867,99,0,,,,,,
0.3657039999961853,109,0,,,,,,
0.2311674803495407,119,0,,,,,,
0.1604146808385849,129,0,,,,,,
0.3290567696094513,139,0,,,,,,
0.24397127330303192,149,0,,,,,,
0.19513264298439026,159,0,,,,,,
0.4003553092479706,169,0,,,,,,
0.22028493881225586,179,0,,,,,,
0.2710752785205841,189,0,,,,,,
0.1958470642566681,199,0,,,,,,
,202,0,0.6206298470497131,0.8701426386833191,0.39393940567970276,0.5669865608215332,0.19808977842330933,
0.28111135959625244,209,1,,,,,,
1.0941256284713745,219,1,,,,,,
0.15322168171405792,229,1,,,,,,
0.1347150206565857,239,1,,,,,,
0.43774688243865967,249,1,,,,,,
0.23902538418769836,259,1,,,,,,
0.260241836309433,269,1,,,,,,
0.22444729506969452,279,1,,,,,,
0.30389586091041565,289,1,,,,,,
0.3059919476509094,299,1,,,,,,
0.1519298106431961,309,1,,,,,,
0.08115880191326141,319,1,,,,,,
0.1307307779788971,329,1,,,,,,
0.11671018600463867,339,1,,,,,,
0.2507118880748749,349,1,,,,,,
0.28706619143486023,359,1,,,,,,
0.1804155707359314,369,1,,,,,,
0.2046794295310974,379,1,,,,,,
0.24078617990016937,389,1,,,,,,
0.10526714473962784,399,1,,,,,,
,405,1,0.6366379261016846,0.8777007460594177,0.43073591589927673,0.5970052480697632,0.17389743030071259,
0.07332419604063034,409,2,,,,,,
0.06900032609701157,419,2,,,,,,
0.05678558722138405,429,2,,,,,,
0.11834683269262314,439,2,,,,,,
0.12476161867380142,449,2,,,,,,
0.12392862141132355,459,2,,,,,,
0.14294084906578064,469,2,,,,,,
0.06113490089774132,479,2,,,,,,
0.16334448754787445,489,2,,,,,,
0.136665478348732,499,2,,,,,,
0.16933861374855042,509,2,,,,,,
0.15050116181373596,519,2,,,,,,
0.09209919720888138,529,2,,,,,,
0.057690367102622986,539,2,,,,,,
0.09585058689117432,549,2,,,,,,
0.2474731206893921,559,2,,,,,,
0.9671294093132019,569,2,,,,,,
0.11050330847501755,579,2,,,,,,
0.08684653043746948,589,2,,,,,,
0.10976924747228622,599,2,,,,,,
,608,2,0.6454346179962158,0.8812161087989807,0.4437229335308075,0.609122097492218,0.16392482817173004,
0.09651241451501846,609,3,,,,,,
0.08509700745344162,619,3,,,,,,
0.15748614072799683,629,3,,,,,,
0.17466560006141663,639,3,,,,,,
0.15510685741901398,649,3,,,,,,
0.041147731244564056,659,3,,,,,,
0.1815096139907837,669,3,,,,,,
0.27818334102630615,679,3,,,,,,
0.046471137553453445,689,3,,,,,,
0.06365575641393661,699,3,,,,,,
0.06627547740936279,709,3,,,,,,
0.0548788458108902,719,3,,,,,,
0.08142772316932678,729,3,,,,,,
0.07152342796325684,739,3,,,,,,
0.04967784136533737,749,3,,,,,,
0.304813951253891,759,3,,,,,,
0.02830089069902897,769,3,,,,,,
0.10153083503246307,779,3,,,,,,
0.03214113041758537,789,3,,,,,,
0.11940239369869232,799,3,,,,,,
0.1434815376996994,809,3,,,,,,
,811,3,0.6529144644737244,0.8843039274215698,0.44805195927619934,0.6116946935653687,0.17452505230903625,
0.03644679859280586,819,4,,,,,,
0.0713564082980156,829,4,,,,,,
0.01602841354906559,839,4,,,,,,
0.04505094885826111,849,4,,,,,,
0.03163394331932068,859,4,,,,,,
0.0487348735332489,869,4,,,,,,
0.09590815752744675,879,4,,,,,,
0.035104308277368546,889,4,,,,,,
0.07469198107719421,899,4,,,,,,
0.061565808951854706,909,4,,,,,,
0.0337795689702034,919,4,,,,,,
0.07454420626163483,929,4,,,,,,
0.04964304715394974,939,4,,,,,,
0.016871629282832146,949,4,,,,,,
0.032438669353723526,959,4,,,,,,
0.0906754657626152,969,4,,,,,,
0.0490480437874794,979,4,,,,,,
0.026078129187226295,989,4,,,,,,
0.02441755309700966,999,4,,,,,,
0.042825449258089066,1009,4,,,,,,
,1014,4,0.6495928168296814,0.8798922300338745,0.4502164423465729,0.6070927381515503,0.19391179084777832,
,1015,5,,,,,,0.19391179084777832
