step,train_loss,epoch,val_loss,val_qa_bert_score,val_qa_em,val_qa_answer_f1,val_qa_sas,test_loss
9,0.318642258644104,0,,,,,,
19,0.17651481926441193,0,,,,,,
29,0.2048824429512024,0,,,,,,
39,0.146779403090477,0,,,,,,
49,0.2580566704273224,0,,,,,,
59,0.1350509524345398,0,,,,,,
69,0.171187624335289,0,,,,,,
79,0.19969122111797333,0,,,,,,
89,0.19551409780979156,0,,,,,,
99,0.20616796612739563,0,,,,,,
99,,0,0.09772273153066635,0.8833796977996826,0.2708333432674408,0.574677586555481,0.650577187538147,
109,0.07378443330526352,1,,,,,,
119,0.17356273531913757,1,,,,,,
129,0.14144384860992432,1,,,,,,
139,0.09896104782819748,1,,,,,,
149,0.10748063027858734,1,,,,,,
159,0.11030483990907669,1,,,,,,
169,0.2150145024061203,1,,,,,,
179,0.10629910230636597,1,,,,,,
189,0.5595529675483704,1,,,,,,
199,0.05179472267627716,1,,,,,,
199,,1,0.08942851424217224,0.8898062109947205,0.26249998807907104,0.595864474773407,0.6692042946815491,
209,0.04240845888853073,2,,,,,,
219,0.09021325409412384,2,,,,,,
229,0.09342574328184128,2,,,,,,
239,0.07174048572778702,2,,,,,,
249,0.0695762112736702,2,,,,,,
259,0.06217542290687561,2,,,,,,
269,0.1296679973602295,2,,,,,,
279,0.06367594003677368,2,,,,,,
289,0.08015448600053787,2,,,,,,
299,0.026592550799250603,2,,,,,,
299,,2,0.08995381742715836,0.9000921249389648,0.28333333134651184,0.6343467831611633,0.6924545168876648,
309,0.026897534728050232,3,,,,,,
319,0.04022715985774994,3,,,,,,
329,0.06557050347328186,3,,,,,,
339,0.048933908343315125,3,,,,,,
349,0.050006069242954254,3,,,,,,
359,0.03556952625513077,3,,,,,,
369,0.07064375281333923,3,,,,,,
379,0.04526947811245918,3,,,,,,
389,0.05148850381374359,3,,,,,,
399,0.013433147221803665,3,,,,,,
399,,3,0.0939435213804245,0.9007612466812134,0.32083332538604736,0.6365057229995728,0.6985491514205933,
409,0.014818055555224419,4,,,,,,
419,0.019834179431200027,4,,,,,,
429,0.03915241360664368,4,,,,,,
439,0.03018411435186863,4,,,,,,
449,0.034490976482629776,4,,,,,,
459,0.017298206686973572,4,,,,,,
469,0.03638893738389015,4,,,,,,
479,0.03392675146460533,4,,,,,,
489,0.03150476887822151,4,,,,,,
499,0.006838001776486635,4,,,,,,
499,,4,0.10111092776060104,0.9041357636451721,0.3083333373069763,0.6489821672439575,0.7107858061790466,
500,,5,,,,,,0.10111092776060104
