train_loss,step,epoch,val_qa_em,val_qa_answer_f1,val_qa_bert_score,val_loss,val_qa_sas,test_loss
4.516495704650879,9,0,,,,,,
3.2579352855682373,19,0,,,,,,
2.4722390174865723,29,0,,,,,,
1.918479561805725,39,0,,,,,,
1.274285912513733,49,0,,,,,,
1.11880624294281,59,0,,,,,,
0.6886597275733948,69,0,,,,,,
0.5887230038642883,79,0,,,,,,
0.2474372833967209,89,0,,,,,,
0.3493461608886719,99,0,,,,,,
0.24020127952098846,109,0,,,,,,
0.05160163342952728,119,0,,,,,,
0.24886102974414825,129,0,,,,,,
0.07037807255983353,139,0,,,,,,
0.06835640221834183,149,0,,,,,,
0.10197734087705612,159,0,,,,,,
0.1038212925195694,169,0,,,,,,
0.025290584191679955,179,0,,,,,,
0.09628330171108246,189,0,,,,,,
0.056611042469739914,199,0,,,,,,
0.040287137031555176,209,0,,,,,,
0.06510256230831146,219,0,,,,,,
0.04447493329644203,229,0,,,,,,
0.07029005140066147,239,0,,,,,,
0.11340294778347015,249,0,,,,,,
0.0675833448767662,259,0,,,,,,
0.08882743120193481,269,0,,,,,,
0.024745890870690346,279,0,,,,,,
0.06673894822597504,289,0,,,,,,
0.0497312992811203,299,0,,,,,,
0.027968820184469223,309,0,,,,,,
0.08538713306188583,319,0,,,,,,
0.09542488306760788,329,0,,,,,,
0.009152861312031746,339,0,,,,,,
0.09061887115240097,349,0,,,,,,
0.04881267249584198,359,0,,,,,,
0.04526234045624733,369,0,,,,,,
0.03893377631902695,379,0,,,,,,
0.02256009355187416,389,0,,,,,,
0.006630786694586277,399,0,,,,,,
0.012023531831800938,409,0,,,,,,
0.13939158618450165,419,0,,,,,,
0.010279035195708275,429,0,,,,,,
0.070813849568367,439,0,,,,,,
0.051483530551195145,449,0,,,,,,
0.09852094948291779,459,0,,,,,,
0.013195125386118889,469,0,,,,,,
0.010493761859834194,479,0,,,,,,
0.027750974521040916,489,0,,,,,,
0.04577631130814552,499,0,,,,,,
0.00616528419777751,509,0,,,,,,
0.004821633920073509,519,0,,,,,,
0.012952359393239021,529,0,,,,,,
