epoch,step,train_loss,val_qa_answer_f1,val_loss,val_qa_sas,val_qa_bert_score,val_qa_em,test_loss
0,9,0.4826850891113281,,,,,,
0,19,0.3023533821105957,,,,,,
0,29,0.19225125014781952,,,,,,
0,39,0.20096822082996368,,,,,,
0,49,0.31185078620910645,,,,,,
0,59,0.2979065477848053,,,,,,
0,69,0.23640747368335724,,,,,,
0,79,0.24844354391098022,,,,,,
0,89,0.18159940838813782,,,,,,
0,99,0.28987041115760803,,,,,,
0,109,0.26963716745376587,,,,,,
0,119,0.25264206528663635,,,,,,
0,129,0.1478097140789032,,,,,,
0,139,0.22540320456027985,,,,,,
0,149,0.2727447748184204,,,,,,
0,159,0.2421649843454361,,,,,,
0,169,0.21774448454380035,,,,,,
0,179,0.27917733788490295,,,,,,
0,189,0.09850217401981354,,,,,,
0,199,0.23186177015304565,,,,,,
0,209,0.19822506606578827,,,,,,
0,219,0.15522418916225433,,,,,,
0,229,0.22272264957427979,,,,,,
0,239,0.15020066499710083,,,,,,
0,249,0.16678659617900848,,,,,,
0,259,0.12703098356723785,,,,,,
0,269,0.24755629897117615,,,,,,
0,279,0.04746827855706215,,,,,,
0,289,0.11600422114133835,,,,,,
0,299,0.13738980889320374,,,,,,
0,309,0.1803082823753357,,,,,,
0,319,0.16242848336696625,,,,,,
0,329,0.1381918489933014,,,,,,
0,339,0.1527748554944992,,,,,,
0,349,0.08127718418836594,,,,,,
0,359,0.12473297119140625,,,,,,
0,369,0.19579413533210754,,,,,,
0,379,0.12492305785417557,,,,,,
0,389,0.2063870131969452,,,,,,
0,399,0.10254543274641037,,,,,,
0,409,0.11421540379524231,,,,,,
0,419,0.10750088095664978,,,,,,
0,429,0.11083823442459106,,,,,,
0,439,0.1796523928642273,,,,,,
0,449,0.1826879382133484,,,,,,
0,459,0.11238488554954529,,,,,,
0,469,0.16756543517112732,,,,,,
0,479,0.11648214608430862,,,,,,
0,489,0.15139852464199066,,,,,,
0,499,0.16670498251914978,,,,,,
0,509,0.11211371421813965,,,,,,
0,519,0.1268560141324997,,,,,,
0,529,0.10885357856750488,,,,,,
0,539,0.18037764728069305,,,,,,
0,549,0.11087139695882797,,,,,,
0,559,0.16914722323417664,,,,,,
0,569,0.04909377545118332,,,,,,
0,579,0.139298215508461,,,,,,
0,589,0.20080487430095673,,,,,,
0,599,0.16368359327316284,,,,,,
0,609,0.1957889199256897,,,,,,
0,619,0.12464871257543564,,,,,,
0,629,0.11002983152866364,,,,,,
0,639,0.139442577958107,,,,,,
0,649,0.11864963918924332,,,,,,
0,659,0.1831860989332199,,,,,,
0,669,0.23302124440670013,,,,,,
0,679,0.12555165588855743,,,,,,
0,689,0.17612700164318085,,,,,,
0,699,0.1336013525724411,,,,,,
0,709,0.07751209288835526,,,,,,
0,719,0.07684077322483063,,,,,,
0,729,0.12966388463974,,,,,,
0,739,0.11282320320606232,,,,,,
0,749,0.1688334047794342,,,,,,
0,759,0.07276967912912369,,,,,,
0,769,0.11377520114183426,,,,,,
0,779,0.22989001870155334,,,,,,
0,789,0.10293496400117874,,,,,,
0,799,0.16905657947063446,,,,,,
0,809,0.11466341465711594,,,,,,
0,819,0.08831474930047989,,,,,,
0,829,0.06454703211784363,,,,,,
0,839,0.09518932551145554,,,,,,
0,849,0.05508162081241608,,,,,,
0,859,0.12325304001569748,,,,,,
0,869,0.1335880607366562,,,,,,
0,879,0.15851639211177826,,,,,,
0,889,0.11537083983421326,,,,,,
0,899,0.10462425649166107,,,,,,
0,909,0.09866368025541306,,,,,,
0,919,0.09129538387060165,,,,,,
0,929,0.05207497999072075,,,,,,
0,939,0.11855272203683853,,,,,,
0,949,0.06822768598794937,,,,,,
0,959,0.10765497386455536,,,,,,
0,969,0.11437765508890152,,,,,,
0,979,0.1111617460846901,,,,,,
0,989,0.14603440463542938,,,,,,
0,999,0.1458839327096939,,,,,,
0,1009,0.0932324007153511,,,,,,
0,1019,0.15122859179973602,,,,,,
0,1029,0.08101597428321838,,,,,,
0,1039,0.09532596170902252,,,,,,
0,1049,0.12989571690559387,,,,,,
0,1059,0.1142648234963417,,,,,,
0,1069,0.12319664657115936,,,,,,
0,1079,0.12460406124591827,,,,,,
0,1089,0.1044556275010109,,,,,,
0,1099,0.16415084898471832,,,,,,
0,1109,0.11134515702724457,,,,,,
0,1119,0.12678998708724976,,,,,,
0,1129,0.09438673406839371,,,,,,
0,1139,0.11573367565870285,,,,,,
0,1149,0.03966754674911499,,,,,,
0,1159,0.13615646958351135,,,,,,
0,1169,0.15546824038028717,,,,,,
0,1179,0.1345202773809433,,,,,,
0,1189,0.08446671813726425,,,,,,
0,1199,0.07101006805896759,,,,,,
0,1209,0.08357859402894974,,,,,,
0,1219,0.10557860136032104,,,,,,
0,1229,0.21455471217632294,,,,,,
0,1239,0.08989197760820389,,,,,,
0,1249,0.16827084124088287,,,,,,
0,1259,0.03639175742864609,,,,,,
0,1269,0.1506362110376358,,,,,,
0,1279,0.09740821272134781,,,,,,
0,1289,0.25894469022750854,,,,,,
0,1299,0.14888282120227814,,,,,,
0,1309,0.0836334154009819,,,,,,
0,1319,0.0686020627617836,,,,,,
0,1329,0.06816232204437256,,,,,,
0,1339,0.10718264430761337,,,,,,
0,1349,0.14723044633865356,,,,,,
0,1359,0.09999390691518784,,,,,,
0,1369,0.06766483187675476,,,,,,
0,1379,0.06183408573269844,,,,,,
0,1389,0.15463033318519592,,,,,,
0,1399,0.08887070417404175,,,,,,
0,1409,0.03969714045524597,,,,,,
0,1419,0.07806532829999924,,,,,,
0,1429,0.11178741604089737,,,,,,
0,1439,0.061659350991249084,,,,,,
0,1449,0.10562989860773087,,,,,,
0,1459,0.1470601111650467,,,,,,
