train_loss,epoch,step,val_qa_bert_score,val_qa_em,val_qa_sas,val_loss,val_qa_answer_f1,test_loss
0.3587079346179962,0,9,,,,,,
0.26322218775749207,0,19,,,,,,
0.2579805850982666,0,29,,,,,,
0.16945673525333405,0,39,,,,,,
0.2056344747543335,0,49,,,,,,
0.26024219393730164,0,59,,,,,,
0.39544567465782166,0,69,,,,,,
0.35580360889434814,0,79,,,,,,
0.15776365995407104,0,89,,,,,,
0.2787489593029022,0,99,,,,,,
0.09200357645750046,0,109,,,,,,
0.20524509251117706,0,119,,,,,,
0.222421795129776,0,129,,,,,,
0.23436270654201508,0,139,,,,,,
0.2084922045469284,0,149,,,,,,
0.12785793840885162,0,159,,,,,,
0.2451799213886261,0,169,,,,,,
0.19784028828144073,0,179,,,,,,
0.10019747912883759,0,189,,,,,,
0.14550302922725677,0,199,,,,,,
0.1492544263601303,0,209,,,,,,
0.1225132867693901,0,219,,,,,,
0.15966416895389557,0,229,,,,,,
0.26461872458457947,0,239,,,,,,
0.13724102079868317,0,249,,,,,,
0.2612397372722626,0,259,,,,,,
0.26334869861602783,0,269,,,,,,
0.2018413245677948,0,279,,,,,,
0.14255063235759735,0,289,,,,,,
0.24763640761375427,0,299,,,,,,
0.2221566140651703,0,309,,,,,,
0.25019535422325134,0,319,,,,,,
0.16456104815006256,0,329,,,,,,
0.27464914321899414,0,339,,,,,,
0.22471573948860168,0,349,,,,,,
0.17514444887638092,0,359,,,,,,
0.18301069736480713,0,369,,,,,,
0.28528720140457153,0,379,,,,,,
0.14511843025684357,0,389,,,,,,
0.16213352978229523,0,399,,,,,,
0.11562900245189667,0,409,,,,,,
0.16598822176456451,0,419,,,,,,
0.18673068284988403,0,429,,,,,,
0.1686706244945526,0,439,,,,,,
0.15468499064445496,0,449,,,,,,
0.2123747617006302,0,459,,,,,,
0.24751530587673187,0,469,,,,,,
0.15260186791419983,0,479,,,,,,
0.08589910715818405,0,489,,,,,,
0.16744673252105713,0,499,,,,,,
0.1282309591770172,0,509,,,,,,
0.14795279502868652,0,519,,,,,,
0.15143540501594543,0,529,,,,,,
0.14803004264831543,0,539,,,,,,
0.11988699436187744,0,549,,,,,,
0.16043096780776978,0,559,,,,,,
0.088160440325737,0,569,,,,,,
0.1385645866394043,0,579,,,,,,
0.28800296783447266,0,589,,,,,,
0.22799153625965118,0,599,,,,,,
0.4875914752483368,0,609,,,,,,
0.22598792612552643,0,619,,,,,,
0.20600183308124542,0,629,,,,,,
0.10887092351913452,0,639,,,,,,
0.16559243202209473,0,649,,,,,,
0.1987704485654831,0,659,,,,,,
0.08368152379989624,0,669,,,,,,
0.1714577078819275,0,679,,,,,,
0.1606432944536209,0,689,,,,,,
0.14471466839313507,0,699,,,,,,
0.19920624792575836,0,709,,,,,,
0.10710345208644867,0,719,,,,,,
0.09630095213651657,0,729,,,,,,
0.14854879677295685,0,739,,,,,,
0.11130965501070023,0,749,,,,,,
0.11942020803689957,0,759,,,,,,
0.12266455590724945,0,769,,,,,,
0.13332374393939972,0,779,,,,,,
0.16464081406593323,0,789,,,,,,
0.1303929090499878,0,799,,,,,,
0.10977357625961304,0,809,,,,,,
0.13151337206363678,0,819,,,,,,
0.24424009025096893,0,829,,,,,,
0.07208103686571121,0,839,,,,,,
0.07180305570363998,0,849,,,,,,
0.2082788646221161,0,859,,,,,,
0.13213884830474854,0,869,,,,,,
0.10817793011665344,0,879,,,,,,
0.09357333928346634,0,889,,,,,,
0.1018463522195816,0,899,,,,,,
0.16186918318271637,0,909,,,,,,
0.10067161172628403,0,919,,,,,,
0.12829208374023438,0,929,,,,,,
0.1468745619058609,0,939,,,,,,
0.11629929393529892,0,949,,,,,,
0.09943297505378723,0,959,,,,,,
0.0831964910030365,0,969,,,,,,
0.11585233360528946,0,979,,,,,,
0.16286377608776093,0,989,,,,,,
0.09122709929943085,0,999,,,,,,
0.13599005341529846,0,1009,,,,,,
0.09485666453838348,0,1019,,,,,,
0.10950853675603867,0,1029,,,,,,
0.09640733897686005,0,1039,,,,,,
0.07145919650793076,0,1049,,,,,,
0.05553338676691055,0,1059,,,,,,
0.10803011059761047,0,1069,,,,,,
0.1801518052816391,0,1079,,,,,,
0.09578625857830048,0,1089,,,,,,
0.1456422358751297,0,1099,,,,,,
0.20491725206375122,0,1109,,,,,,
0.14016743004322052,0,1119,,,,,,
0.11661094427108765,0,1129,,,,,,
0.18043307960033417,0,1139,,,,,,
0.07962726056575775,0,1149,,,,,,
0.19108836352825165,0,1159,,,,,,
0.13449351489543915,0,1169,,,,,,
0.20471344888210297,0,1179,,,,,,
0.06376360356807709,0,1189,,,,,,
0.054113179445266724,0,1199,,,,,,
0.07000938802957535,0,1209,,,,,,
0.10848797112703323,0,1219,,,,,,
0.08294611424207687,0,1229,,,,,,
0.11987050622701645,0,1239,,,,,,
0.1347655951976776,0,1249,,,,,,
0.13230246305465698,0,1259,,,,,,
0.07775893062353134,0,1269,,,,,,
0.18215008080005646,0,1279,,,,,,
0.05252979323267937,0,1289,,,,,,
0.2624044120311737,0,1299,,,,,,
0.09536810964345932,0,1309,,,,,,
0.16934514045715332,0,1319,,,,,,
0.06997144967317581,0,1329,,,,,,
0.09656614065170288,0,1339,,,,,,
0.1342994123697281,0,1349,,,,,,
0.11498565971851349,0,1359,,,,,,
0.11638113856315613,0,1369,,,,,,
0.08673077821731567,0,1379,,,,,,
0.09979318827390671,0,1389,,,,,,
0.11437797546386719,0,1399,,,,,,
0.1510375738143921,0,1409,,,,,,
0.07800307869911194,0,1419,,,,,,
0.09716270118951797,0,1429,,,,,,
0.07756443321704865,0,1439,,,,,,
0.05684065446257591,0,1449,,,,,,
0.21610784530639648,0,1459,,,,,,
0.1449768841266632,0,1469,,,,,,
0.08797226846218109,0,1479,,,,,,
